# z	H_screen	phi	psi	H_target
1.831702817272660511e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.640739467599610890e+01
1.829128072146243866e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.631449810805295897e+01
1.826556758868870034e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.622178784870316548e+01
1.823988872866266320e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.612926352377689909e+01
1.821424409570257907e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.603692475985882737e+01
1.818863364418755424e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.594477118428644502e+01
1.816305732855752453e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.585280242514873095e+01
1.813751510331316297e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.576101811128459929e+01
1.811200692301575899e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.566941787228123673e+01
1.808653274228718999e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.557800133847276669e+01
1.806109251580981478e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.548676814093865772e+01
1.803568619832637765e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.539571791150213897e+01
1.801031374463997636e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.530485028272888570e+01
1.798497510961392010e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.521416488792527844e+01
1.795967024817169744e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.512366136113709558e+01
1.793439911529688757e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.503333933714795734e+01
1.790916166603303594e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.494319845147770565e+01
1.788395785548365069e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.485323834038115365e+01
1.785878763881206766e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.476345864084641590e+01
1.783365097124135801e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.467385899059338783e+01
1.780854780805433180e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.458443902807253778e+01
1.778347810459335321e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.449519839246306674e+01
1.775844181626031215e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.440613672367161513e+01
1.773343889851659227e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.431725366233095542e+01
1.770846930688287557e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.422854884979808787e+01
1.768353299693917791e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.414002192815322445e+01
1.765862992432471046e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.405167254019807643e+01
1.763376004473779091e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.396350032945437647e+01
1.760892331393581500e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.387550494016259250e+01
1.758411968773514289e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.378768601728032905e+01
1.755934912201099607e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.370004320648083507e+01
1.753461157269747162e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.361257615415183153e+01
1.750990699578733256e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.352528450739364274e+01
1.748523534733204343e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.343816791401813049e+01
1.746059658344164234e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.335122602254708113e+01
1.743599066028464151e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.326445848221069923e+01
1.741141753408800241e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.317786494294634991e+01
1.738687716113703274e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.309144505539705960e+01
1.736236949777527627e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.300519847090994574e+01
1.733789450040449509e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.291912484153500884e+01
1.731345212548457013e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.283322382002366169e+01
1.728904232953336972e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.274749505982706665e+01
1.726466506912678511e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.266193821509516937e+01
1.724032030089852441e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.257655294067480156e+01
1.721600798154013745e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.249133889210861525e+01
1.719172806780089147e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.240629572563355509e+01
1.716748051648768580e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.232142309817936621e+01
1.714326528446501285e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.223672066736737918e+01
1.711908232865485857e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.215218809150898238e+01
1.709493160603658879e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.206782502960412273e+01
1.707081307364698475e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.198363114134030383e+01
1.704672668858002638e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.189960608709069589e+01
1.702267240798689230e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.181574952791301314e+01
1.699865018907592074e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.173206112554824898e+01
1.697465998911242480e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.164854054241894232e+01
1.695070176541872442e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.156518744162816859e+01
1.692677547537400429e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.148200148695787703e+01
1.690288107641424631e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.139898234286764023e+01
1.687901852603219055e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.131612967449331819e+01
1.685518778177722865e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.123344314764564444e+01
1.683138880125530790e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.115092242880877649e+01
1.680762154212893122e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.106856718513915894e+01
1.678388596211698314e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.098637708446384664e+01
1.676018201899472970e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.090435179527945309e+01
1.673650967059372618e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.082249098675063692e+01
1.671286887480170336e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.074079432870868800e+01
1.668925958956255329e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.065926149165039050e+01
1.666568177287621211e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.057789214673646683e+01
1.664213538279858540e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.049668596579033419e+01
1.661862037744150200e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.041564262129674745e+01
1.659513671497262877e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.033476178640052012e+01
1.657168435361535686e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.025404313490498254e+01
1.654826325164881595e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.017348634127100837e+01
1.652487336740768598e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.009309108061525961e+01
1.650151465928221839e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 4.001285702870919891e+01
1.647818708571812607e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.993278386197763297e+01
1.645489060521648028e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.985287125749731274e+01
1.643162517633369646e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.977311889299576109e+01
1.640839075768142408e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.969352644684991560e+01
1.638518730792645428e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.961409359808468622e+01
1.636201478579071278e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.953482002637190362e+01
1.633887315005111063e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.945570541202871340e+01
1.631576235953949805e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.937674943601642497e+01
1.629268237314264667e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.929795177993933208e+01
1.626963314980207187e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.921931212604309991e+01
1.624661464851405057e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.914083015721376313e+01
1.622362682832950398e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.906250555697627647e+01
1.620066964835391943e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.898433800949320016e+01
1.617774306774731130e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.890632719956353469e+01
1.615484704572412866e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.882847281262138495e+01
1.613198154155315223e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.875077453473450362e+01
1.610914651455751567e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.867323205260341012e+01
1.608634192411450314e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.859584505355962136e+01
1.606356772965558122e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.851861322556473510e+01
1.604082389066628878e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.844153625720904444e+01
1.601811036668614818e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.836461383771018063e+01
1.599542711730862621e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.828784565691199049e+01
1.597277410218104876e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.821123140528318629e+01
1.595015128100451207e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.813477077391605974e+01
1.592755861353383651e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.805846345452526691e+01
1.590499605957749907e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.798230913944664167e+01
1.588246357899750549e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.790630752163568218e+01
1.585996113170941513e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.783045829466668408e+01
1.583748867768217394e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.775476115273109912e+01
1.581504617693810033e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.767921579063655457e+01
1.579263358955280694e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.760382190380553169e+01
1.577025087565509764e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.752857918827401562e+01
1.574789799542693913e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.745348734069042251e+01
1.572557490910337563e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.737854605831430632e+01
1.570328157697242233e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.730375503901499457e+01
1.568101795937507958e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.722911398127062199e+01
1.565878401670515530e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.715462258416658159e+01
1.563657970940926134e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.708028054739450852e+01
1.561440499798676740e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.700608757125109349e+01
1.559225984298964107e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.693204335663662619e+01
1.557014420502245500e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.685814760505396492e+01
1.554805804474230868e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.678440001860737851e+01
1.552600132285869350e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.671080030000099725e+01
1.550397400013351756e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.663734815253802424e+01
1.548197603738097428e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.656404328011925031e+01
1.546000739546746061e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.649088538724185327e+01
1.543806803531158778e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.641787417899841017e+01
1.541615791788400358e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.634500936107536972e+01
1.539427700420741374e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.627229063975214274e+01
1.537242525535646820e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.619971772189975923e+01
1.535060263245768297e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.612729031497961785e+01
1.532880909668940816e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.605500812704248403e+01
1.530704460928174271e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.598287086672715418e+01
1.528530913151642778e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.591087824325919087e+01
1.526360262472685392e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.583902996645000627e+01
1.524192505029792954e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.576732574669544107e+01
1.522027636966601349e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.569576529497457074e+01
1.519865654431891855e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.562434832284881736e+01
1.517706553579573381e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.555307454246036514e+01
1.515550330568684245e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.548194366653130061e+01
1.513396981563382937e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.541095540836234079e+01
1.511246502732937103e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.534010948183151868e+01
1.509098890251724256e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.526940560139332348e+01
1.506954140299220057e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.519884348207727953e+01
1.504812249059989782e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.512842283948680944e+01
1.502673212723689034e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.505814338979827482e+01
1.500537027485048114e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.498800484975954106e+01
1.498403689543869710e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.491800693668898958e+01
1.496273195105025344e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.484814936847440237e+01
1.494145540378440629e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.477843186357164740e+01
1.492020721579095088e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.470885414100364841e+01
1.489898734927013990e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.463941592035929062e+01
1.487779576647258573e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.457011692179206364e+01
1.485663242969923381e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.450095686601915901e+01
1.483549730130127919e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.443193547432020551e+01
1.481439034368007590e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.436305246853610385e+01
1.479331151928713517e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.429430757106805316e+01
1.477226079062397091e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.422570050487620108e+01
1.475123812024210324e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.415723099347866309e+01
1.473024347074297502e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.408889876095039995e+01
1.470927680477784705e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.402070353192197416e+01
1.468833808504778382e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.395264503157852687e+01
1.466742727430357007e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.388472298565867646e+01
1.464654433534561839e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.381693712045327516e+01
1.462568923102393725e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.374928716280442842e+01
1.460486192423805996e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.368177284010432970e+01
1.458406237793694515e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.361439388029408093e+01
1.456329055511897153e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.354715001186275458e+01
1.454254641883180454e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.348004096384607919e+01
1.452182993217238050e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.341306646582549433e+01
1.450114105828682121e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.334622624792696399e+01
1.448047976037036300e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.327952004081989656e+01
1.445984600166731049e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.321294757571608613e+01
1.443923974547095312e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.314650858436854719e+01
1.441866095512349055e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.308020279907044880e+01
1.439810959401602908e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.301402995265411278e+01
1.437758562558842179e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.294798977848974175e+01
1.435708901332926324e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.288208201048445289e+01
1.433661972077584679e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.281630638308126890e+01
1.431617771151401897e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.275066263125779642e+01
1.429576294917819368e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.268515049052539467e+01
1.427537539745125805e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.261976969692801021e+01
1.425501502006447296e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.255451998704094052e+01
1.423468178079747659e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.248940109797006670e+01
1.421437564347817784e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.242441276735056732e+01
1.419409657198267283e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.235955473334582422e+01
1.417384453023525204e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.229482673464656983e+01
1.415361948220824928e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.223022851046957982e+01
1.413342139192203817e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.216575980055674222e+01
1.411325022344495927e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.210142034517403431e+01
1.409310594089321356e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.203720988511027201e+01
1.407298850843086058e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.197312816167629634e+01
1.405289789026972613e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.190917491670378325e+01
1.403283405066931167e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.184534989254417070e+01
1.401279695393677471e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.178165283206766745e+01
1.399278656442685786e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.171808347866226541e+01
1.397280284654178217e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.165464157623247843e+01
1.395284576473125782e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.159132686919858202e+01
1.393291528349234021e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.152813910249532370e+01
1.391301136736943533e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.146507802157105615e+01
1.389313398095419849e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.140214337238663589e+01
1.387328308888546680e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.133933490141430056e+01
1.385345865584923075e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.127665235563683410e+01
1.383366064657854366e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.121409548254635880e+01
1.381388902585344347e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.115166403014335117e+01
1.379414375850096341e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.108935774693576448e+01
1.377442480939496505e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.102717638193770711e+01
1.375473214345615069e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.096511968466867870e+01
1.373506572565199590e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.090318740515247953e+01
1.371542552099663936e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.084137929391612332e+01
1.369581149455087399e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.077969510198888514e+01
1.367622361142206522e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.071813458090133864e+01
1.365666183676406042e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.065669748268414097e+01
1.363712613577717825e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.059538355986729030e+01
1.361761647370811801e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.053419256547893923e+01
1.359813281584988331e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.047312425304442129e+01
1.357867512754177319e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.041217837658533085e+01
1.355924337416924530e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.035135469061835778e+01
1.353983752116391948e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.029065295015445969e+01
1.352045753400349248e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.023007291069779257e+01
1.350110337821165274e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.016961432824463429e+01
1.348177501935806966e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.010927695928256043e+01
1.346247242305829594e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 3.004906056078934284e+01
1.344319555497369301e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 2.998896489023190526e+01
1.342394438081142560e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 2.992898970556551319e+01
1.340471886632435172e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 2.986913476523263355e+01
1.338551897731095686e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 2.980939982816196121e+01
1.336634467961536465e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 2.974978465376759829e+01
1.334719593912716817e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 2.969028900194782494e+01
1.332807272178145830e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 2.963091263308431422e+01
1.330897499355872959e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 2.957165530804112663e+01
1.328990272048480747e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 2.951251678816364077e+01
1.327085586863080557e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 2.945349683527765805e+01
1.325183440411307778e+01 2.216155402149473446e+02 1.500957650672184381e-14 -1.210548472996367853e-08 2.939459521168848610e+01
