# z	ratio	Geff/GN	alpha_B
8.897795591182364738e-01 1.004428287698215572e+00 1.008876185128369407e+00 1.557456654613269542e-01
8.926853707414830197e-01 1.004408805763213675e+00 1.008837049094685190e+00 1.557001211794390994e-01
8.955911823647294545e-01 1.004389353790978712e+00 1.008797974008659892e+00 1.556546510149852680e-01
8.984969939879760004e-01 1.004369932660637899e+00 1.008758961632734374e+00 1.556092570033424383e-01
9.014028056112224352e-01 1.004350543232065629e+00 1.008720013690545425e+00 1.555639411341956935e-01
9.043086172344689810e-01 1.004331186346305582e+00 1.008681131867777525e+00 1.555187053525446950e-01
9.072144288577154159e-01 1.004311862825900459e+00 1.008642317812830314e+00 1.554735515595006001e-01
9.101202404809619617e-01 1.004292573475217276e+00 1.008603573137474729e+00 1.554284816130651059e-01
9.130260521042083965e-01 1.004273319080861038e+00 1.008564899417689009e+00 1.553834973291209065e-01
9.159318637274549424e-01 1.004254100411938522e+00 1.008526298194191817e+00 1.553386004820684063e-01
9.188376753507014882e-01 1.004234918220442641e+00 1.008487770973219178e+00 1.552937928057459283e-01
9.217434869739479231e-01 1.004215773241573961e+00 1.008449319227172403e+00 1.552490759941996812e-01
9.246492985971944689e-01 1.004196666194016485e+00 1.008410944395176978e+00 1.552044517023490333e-01
9.275551102204409037e-01 1.004177597780327558e+00 1.008372647883869266e+00 1.551599215469184334e-01
9.304609218436874496e-01 1.004158568687163466e+00 1.008334431067852810e+00 1.551154871069812258e-01
9.333667334669338844e-01 1.004139579585646036e+00 1.008296295290437961e+00 1.550711499248366432e-01
9.362725450901804303e-01 1.004120631131626196e+00 1.008258241864175231e+00 1.550269115066427172e-01
9.391783567134268651e-01 1.004101723965970416e+00 1.008220272071433943e+00 1.549827733231056437e-01
9.420841683366734109e-01 1.004082858714884452e+00 1.008182387165054594e+00 1.549387368102507212e-01
9.449899799599198458e-01 1.004064035990122505e+00 1.008144588368774075e+00 1.548948033699304727e-01
9.478957915831663916e-01 1.004045256389350937e+00 1.008106876877957525e+00 1.548509743706907027e-01
9.508016032064128265e-01 1.004026520496321462e+00 1.008069253859950276e+00 1.548072511481904667e-01
9.537074148296593723e-01 1.004007828881223086e+00 1.008031720454787283e+00 1.547636350060418997e-01
9.566132264529058071e-01 1.003989182100867739e+00 1.007994277775569270e+00 1.547201272162584962e-01
9.595190380761523530e-01 1.003970580698996029e+00 1.007956926909079343e+00 1.546767290199846101e-01
9.624248496993987878e-01 1.003952025206492404e+00 1.007919668916217537e+00 1.546334416280137070e-01
9.653306613226453337e-01 1.003933516141646054e+00 1.007882504832528614e+00 1.545902662214125867e-01
9.682364729458917685e-01 1.003915054010389829e+00 1.007845435668683898e+00 1.545472039520932039e-01
9.711422845691383143e-01 1.003896639306517624e+00 1.007808462410920258e+00 1.545042559433340845e-01
9.740480961923847492e-01 1.003878272511943948e+00 1.007771586021564802e+00 1.544614232904031048e-01
9.769539078156312950e-01 1.003859954096893992e+00 1.007734807439418123e+00 1.544187070610095747e-01
9.798597194388778409e-01 1.003841684520163202e+00 1.007698127580278769e+00 1.543761082959290154e-01
9.827655310621242757e-01 1.003823464229295803e+00 1.007661547337304286e+00 1.543336280094300128e-01
9.856713426853708215e-01 1.003805293660834819e+00 1.007625067581514822e+00 1.542912671898712396e-01
9.885771543086172564e-01 1.003787173240497488e+00 1.007588689162148610e+00 1.542490268001223408e-01
9.914829659318638022e-01 1.003769103383409522e+00 1.007552412907133821e+00 1.542069077781240416e-01
9.943887775551102370e-01 1.003751084494281853e+00 1.007516239623446941e+00 1.541649110373138343e-01
9.972945891783567829e-01 1.003733116967625572e+00 1.007480170097545091e+00 1.541230374671360426e-01
1.000200400801603218e+00 1.003715201187937334e+00 1.007444205095741507e+00 1.540812879334882979e-01
1.003106212424849764e+00 1.003697337529885658e+00 1.007408345364581237e+00 1.540396632791667664e-01
1.006012024048096087e+00 1.003679526358515428e+00 1.007372591631253922e+00 1.539981643243540921e-01
1.008917835671342633e+00 1.003661768029395107e+00 1.007336944603891338e+00 1.539567918669724200e-01
1.011823647294589179e+00 1.003644062888850330e+00 1.007301404972038572e+00 1.539155466832412278e-01
1.014729458917835725e+00 1.003626411274069374e+00 1.007265973406867410e+00 1.538744295279323715e-01
1.017635270541082049e+00 1.003608813513356957e+00 1.007230650561688146e+00 1.538334411349702169e-01
1.020541082164328595e+00 1.003591269926218832e+00 1.007195437072120558e+00 1.537925822176417212e-01
1.023446893787575140e+00 1.003573780823608264e+00 1.007160333556591736e+00 1.537518534691788563e-01
1.026352705410821686e+00 1.003556346508024166e+00 1.007125340616533471e+00 1.537112555629979727e-01
1.029258517034068010e+00 1.003538967273710503e+00 1.007090458836785496e+00 1.536707891531721437e-01
1.032164328657314556e+00 1.003521643406804165e+00 1.007055688785893022e+00 1.536304548747860488e-01
1.035070140280561102e+00 1.003504375185472641e+00 1.007021031016385848e+00 1.535902533442662643e-01
1.037975951903807648e+00 1.003487162880180028e+00 1.006986486065313047e+00 1.535501851600087064e-01
1.040881763527053971e+00 1.003470006753108601e+00 1.006952054453083889e+00 1.535102509010401184e-01
1.043787575150300517e+00 1.003452907042749143e+00 1.006917736652544137e+00 1.534704510911641950e-01
1.046693386773547063e+00 1.003435863891215973e+00 1.006883532943110948e+00 1.534307860298279036e-01
1.049599198396793609e+00 1.003418877525019681e+00 1.006849443773570441e+00 1.533912562128803003e-01
1.052505010020040155e+00 1.003401948171333435e+00 1.006815469594027235e+00 1.533518621376578905e-01
1.055410821643286701e+00 1.003385076048980640e+00 1.006781610837818697e+00 1.533126042820177615e-01
1.058316633266533024e+00 1.003368261367793446e+00 1.006747867920228634e+00 1.532734831028514377e-01
1.061222444889779570e+00 1.003351504328815924e+00 1.006714241238897856e+00 1.532344990365703541e-01
1.064128256513026116e+00 1.003334805124508122e+00 1.006680731174234733e+00 1.531956524995872204e-01
1.067034068136272662e+00 1.003318163938970997e+00 1.006647338089867949e+00 1.531569438888483181e-01
1.069939879759518986e+00 1.003301580948050109e+00 1.006614062332856774e+00 1.531183735820833003e-01
1.072845691382765532e+00 1.003285056319572099e+00 1.006580904234166907e+00 1.530799419383657156e-01
1.075751503006012078e+00 1.003268590213500344e+00 1.006547864108984447e+00 1.530416492984791321e-01
1.078657314629258623e+00 1.003252182782066626e+00 1.006514942256981238e+00 1.530034959852343002e-01
1.081563126252504947e+00 1.003235834169992735e+00 1.006482138962761175e+00 1.529654823039903189e-01
1.084468937875751493e+00 1.003219544514615702e+00 1.006449454496112894e+00 1.529276085429552290e-01
1.087374749498998039e+00 1.003203313946035236e+00 1.006416889112307311e+00 1.528898749735339291e-01
1.090280561122244585e+00 1.003187142587314895e+00 1.006384443052501743e+00 1.528522818508039616e-01
1.093186372745490909e+00 1.003171030554590448e+00 1.006352116543959063e+00 1.528148294137733343e-01
1.096092184368737454e+00 1.003154977957223526e+00 1.006319909800357681e+00 1.527775178857466165e-01
1.098997995991984000e+00 1.003138984897985253e+00 1.006287823022160355e+00 1.527403474747553169e-01
1.101903807615230546e+00 1.003123051473152616e+00 1.006255856396809145e+00 1.527033183737885602e-01
1.104809619238477092e+00 1.003107177772663894e+00 1.006224010099038724e+00 1.526664307611630966e-01
1.107715430861723416e+00 1.003091363880282749e+00 1.006192284291205885e+00 1.526296848009071339e-01
1.110621242484969962e+00 1.003075609873696372e+00 1.006160679123487833e+00 1.525930806429953435e-01
1.113527054108216507e+00 1.003059915824654924e+00 1.006129194734163734e+00 1.525566184236792355e-01
1.116432865731463053e+00 1.003044281799130300e+00 1.006097831249933128e+00 1.525202982658599715e-01
1.119338677354709377e+00 1.003028707857412938e+00 1.006066588786111327e+00 1.524841202793192907e-01
1.122244488977955923e+00 1.003013194054232171e+00 1.006035467446872778e+00 1.524480845610041435e-01
1.125150300601202469e+00 1.002997740438912100e+00 1.006004467325563256e+00 1.524121911953921216e-01
1.128056112224449015e+00 1.002982347055469292e+00 1.005973588504897931e+00 1.523764402547260755e-01
1.130961923847695338e+00 1.002967013942717811e+00 1.005942831057171860e+00 1.523408317992598071e-01
1.133867735470941884e+00 1.002951741134408437e+00 1.005912195044541324e+00 1.523053658775863906e-01
1.136773547094188430e+00 1.002936528659343463e+00 1.005881680519254084e+00 1.522700425269114533e-01
1.139679358717434976e+00 1.002921376541462184e+00 1.005851287523821469e+00 1.522348617732517673e-01
1.142585170340681300e+00 1.002906284799961467e+00 1.005821016091261511e+00 1.521998236317212705e-01
1.145490981963927846e+00 1.002891253449419873e+00 1.005790866245348525e+00 1.521649281068242487e-01
1.148396793587174392e+00 1.002876282499884919e+00 1.005760838000788970e+00 1.521301751926601165e-01
1.151302605210420937e+00 1.002861371956965453e+00 1.005730931363407077e+00 1.520955648731416032e-01
1.154208416833667261e+00 1.002846521821950665e+00 1.005701146330384210e+00 1.520610971222745023e-01
1.157114228456913807e+00 1.002831732091914008e+00 1.005671482890468482e+00 1.520267719044026411e-01
1.160020040080160353e+00 1.002817002759788689e+00 1.005641941024125963e+00 1.519925891743854063e-01
1.162925851703406899e+00 1.002802333814466262e+00 1.005612520703740298e+00 1.519585488778318338e-01
1.165831663326653223e+00 1.002787725240903871e+00 1.005583221893826540e+00 1.519246509513495769e-01
1.168737474949899768e+00 1.002773177020211737e+00 1.005554044551209003e+00 1.518908953227526559e-01
1.171643286573146314e+00 1.002758689129731984e+00 1.005524988625178473e+00 1.518572819112465333e-01
1.174549098196392860e+00 1.002744261543125681e+00 1.005496054057668509e+00 1.518238106276334765e-01
1.177454909819639406e+00 1.002729894230471208e+00 1.005467240783451954e+00 1.517904813745416803e-01
1.180360721442885730e+00 1.002715587158348853e+00 1.005438548730312354e+00 1.517572940466264675e-01
1.183266533066132276e+00 1.002701340289910981e+00 1.005409977819183842e+00 1.517242485307323530e-01
1.186172344689378821e+00 1.002687153584961743e+00 1.005381527964312571e+00 1.516913447060830866e-01
1.189078156312625367e+00 1.002673027000050343e+00 1.005353199073443671e+00 1.516585824444992014e-01
1.191983967935871691e+00 1.002658960488544748e+00 1.005324991047969130e+00 1.516259616105694596e-01
1.194889779559118237e+00 1.002644954000706523e+00 1.005296903783079010e+00 1.515934820618292656e-01
1.197795591182364783e+00 1.002631007483754999e+00 1.005268937167889565e+00 1.515611436489081587e-01
1.200701402805611329e+00 1.002617120881953428e+00 1.005241091085617544e+00 1.515289462157345113e-01
1.203607214428857652e+00 1.002603294136680034e+00 1.005213365413722082e+00 1.514968895997007570e-01
1.206513026052104198e+00 1.002589527186497964e+00 1.005185760024045472e+00 1.514649736318263717e-01
1.209418837675350744e+00 1.002575819967243431e+00 1.005158274782990580e+00 1.514331981369647362e-01
1.212324649298597290e+00 1.002562172411878283e+00 1.005130909551224860e+00 1.514015629334630186e-01
1.215230460921843614e+00 1.002548584449279190e+00 1.005103664181253409e+00 1.513700678303562253e-01
1.218136272545090160e+00 1.002535055959625110e+00 1.005076538427968735e+00 1.513387125239754327e-01
1.221042084168336705e+00 1.002521586843204249e+00 1.005049532086616404e+00 1.513074967574414564e-01
1.223947895791583251e+00 1.002508177021183222e+00 1.005022644994336023e+00 1.512764203224311876e-01
1.226853707414829575e+00 1.002494826410368800e+00 1.004995876979555502e+00 1.512454830006810247e-01
1.229759519038076121e+00 1.002481534924343887e+00 1.004969227864268566e+00 1.512146845666217376e-01
1.232665330661322667e+00 1.002468302473608075e+00 1.004942697464317414e+00 1.511840247877038745e-01
1.235571142284569213e+00 1.002455128965585640e+00 1.004916285589408931e+00 1.511535034244193831e-01
1.238476953907815759e+00 1.002442014304726792e+00 1.004889992043318081e+00 1.511231202305381160e-01
1.241382765531062082e+00 1.002428958392569847e+00 1.004863816624012474e+00 1.510928749532513271e-01
1.244288577154308628e+00 1.002415961127823607e+00 1.004837759123818453e+00 1.510627673333663212e-01
1.247194388777555174e+00 1.002403022406442190e+00 1.004811819329570310e+00 1.510327971054773732e-01
1.250100200400801720e+00 1.002390142121697636e+00 1.004785997022757282e+00 1.510029639981403382e-01
1.253006012024048044e+00 1.002377320164247188e+00 1.004760291979657660e+00 1.509732677340244467e-01
1.255911823647294590e+00 1.002364556422205455e+00 1.004734703971484677e+00 1.509437080300835288e-01
1.258817635270541135e+00 1.002351850781203924e+00 1.004709232764504856e+00 1.509142845976943481e-01
1.261723446893787681e+00 1.002339203124466005e+00 1.004683878120189444e+00 1.508849971428304071e-01
1.264629258517034005e+00 1.002326613332867211e+00 1.004658639795335207e+00 1.508558453662026955e-01
1.267535070140280551e+00 1.002314081285004210e+00 1.004633517542202092e+00 1.508268289634197290e-01
1.270440881763527097e+00 1.002301606857254779e+00 1.004608511108634916e+00 1.507979476251284645e-01
1.273346693386773643e+00 1.002289189923839086e+00 1.004583620238185482e+00 1.507692010371553260e-01
1.276252505010019966e+00 1.002276830356878978e+00 1.004558844670232043e+00 1.507405888806457317e-01
1.279158316633266512e+00 1.002264528026456381e+00 1.004534184140095432e+00 1.507121108321969050e-01
1.282064128256513058e+00 1.002252282800670802e+00 1.004509638379155856e+00 1.506837665639955137e-01
1.284969939879759604e+00 1.002240094545699289e+00 1.004485207114972356e+00 1.506555557439531456e-01
1.287875751503005928e+00 1.002227963125849719e+00 1.004460890071389612e+00 1.506274780358316245e-01
1.290781563126252474e+00 1.002215888403616972e+00 1.004436686968651182e+00 1.505995330993745440e-01
1.293687374749499019e+00 1.002203870239734451e+00 1.004412597523502537e+00 1.505717205904241740e-01
1.296593186372745565e+00 1.002191908493227812e+00 1.004388621449298302e+00 1.505440401610476653e-01
1.299498997995992111e+00 1.002180003021464705e+00 1.004364758456103068e+00 1.505164914596528458e-01
1.302404809619238435e+00 1.002168153680204954e+00 1.004341008250790868e+00 1.504890741311022684e-01
1.305310621242484981e+00 1.002156360323650075e+00 1.004317370537145537e+00 1.504617878168304501e-01
1.308216432865731527e+00 1.002144622804492347e+00 1.004293845015958198e+00 1.504346321549553112e-01
1.311122244488978072e+00 1.002132940973963215e+00 1.004270431385124951e+00 1.504076067803924444e-01
1.314028056112224396e+00 1.002121314681877706e+00 1.004247129339735034e+00 1.503807113249545357e-01
1.316933867735470942e+00 1.002109743776679718e+00 1.004223938572162744e+00 1.503539454174595003e-01
1.319839679358717488e+00 1.002098228105489541e+00 1.004200858772161808e+00 1.503273086838385897e-01
1.322745490981964034e+00 1.002086767514144716e+00 1.004177889626947540e+00 1.503008007472305396e-01
1.325651302605210358e+00 1.002075361847242441e+00 1.004155030821281880e+00 1.502744212280804903e-01
1.328557114228456904e+00 1.002064010948183537e+00 1.004132282037561330e+00 1.502481697442401287e-01
1.331462925851703449e+00 1.002052714659212196e+00 1.004109642955896442e+00 1.502220459110605866e-01
1.334368737474949995e+00 1.002041472821456392e+00 1.004087113254193531e+00 1.501960493414854492e-01
1.337274549098196319e+00 1.002030285274967181e+00 1.004064692608232168e+00 1.501701796461407667e-01
1.340180360721442865e+00 1.002019151858758450e+00 1.004042380691745562e+00 1.501444364334258985e-01
1.343086172344689411e+00 1.002008072410844219e+00 1.004020177176495610e+00 1.501188193096023304e-01
1.345991983967935957e+00 1.001997046768275501e+00 1.003998081732345726e+00 1.500933278788744996e-01
1.348897795591182280e+00 1.001986074767175605e+00 1.003976094027332122e+00 1.500679617434748647e-01
1.351803607214428826e+00 1.001975156242779441e+00 1.003954213727742184e+00 1.500427205037513367e-01
1.354709418837675372e+00 1.001964291029463716e+00 1.003932440498175760e+00 1.500176037582379718e-01
1.357615230460921918e+00 1.001953478960785127e+00 1.003910774001620432e+00 1.499926111037433452e-01
1.360521042084168464e+00 1.001942719869511000e+00 1.003889213899513466e+00 1.499677421354189688e-01
1.363426853707414788e+00 1.001932013587653936e+00 1.003867759851810648e+00 1.499429964468404208e-01
1.366332665330661333e+00 1.001921359946501777e+00 1.003846411517047565e+00 1.499183736300760961e-01
1.369238476953907879e+00 1.001910758776652033e+00 1.003825168552406666e+00 1.498938732757647274e-01
1.372144288577154425e+00 1.001900209908040962e+00 1.003804030613776543e+00 1.498694949731839976e-01
1.375050100200400749e+00 1.001889713169973550e+00 1.003782997355811890e+00 1.498452383103170138e-01
1.377955911823647295e+00 1.001879268391153488e+00 1.003762068431993004e+00 1.498211028739225847e-01
1.380861723446893841e+00 1.001868875399712477e+00 1.003741243494684632e+00 1.497970882496020284e-01
1.383767535070140386e+00 1.001858534023237990e+00 1.003720522195191478e+00 1.497731940218620661e-01
1.386673346693386710e+00 1.001848244088802575e+00 1.003699904183817049e+00 1.497494197741821575e-01
1.389579158316633256e+00 1.001838005422986067e+00 1.003679389109906950e+00 1.497257650890651270e-01
1.392484969939879802e+00 1.001827817851920654e+00 1.003658976621941035e+00 1.497022295481404974e-01
1.395390781563126348e+00 1.001817681201238264e+00 1.003638666367425936e+00 1.496788127320420880e-01
1.398296593186372672e+00 1.001807595296437370e+00 1.003618457993630475e+00 1.496555142212551148e-01
1.401202404809619217e+00 1.001797559961297823e+00 1.003598351144410206e+00 1.496323335924527875e-01
1.404108216432865763e+00 1.001787575007080378e+00 1.003578345438566721e+00 1.496092703935513746e-01
1.407014028056112309e+00 1.001777640241100276e+00 1.003558440487027248e+00 1.495863241635163043e-01
1.409919839679358633e+00 1.001767755485891476e+00 1.003538635931240819e+00 1.495634944766244534e-01
1.412825651302605179e+00 1.001757920563198123e+00 1.003518931411102821e+00 1.495407809054838943e-01
1.415731462925851725e+00 1.001748135294516784e+00 1.003499326566041461e+00 1.495181830222858943e-01
1.418637274549098271e+00 1.001738399500728072e+00 1.003479821034280350e+00 1.494957003979545118e-01
1.421543086172344816e+00 1.001728713002235205e+00 1.003460414453114513e+00 1.494733326024633435e-01
1.424448897795591140e+00 1.001719075618957122e+00 1.003441106458897947e+00 1.494510792048211745e-01
1.427354709418837686e+00 1.001709487170364010e+00 1.003421896687113568e+00 1.494289397731525249e-01
1.430260521042084232e+00 1.001699947475503061e+00 1.003402784772425616e+00 1.494069138747562697e-01
1.433166332665330778e+00 1.001690456353018677e+00 1.003383770348718729e+00 1.493850010761511027e-01
1.436072144288577102e+00 1.001681013621181338e+00 1.003364853049157235e+00 1.493632009431426211e-01
1.438977955911823647e+00 1.001671619097911137e+00 1.003346032506230667e+00 1.493415130408757285e-01
1.441883767535070193e+00 1.001662272600798209e+00 1.003327308351795732e+00 1.493199369338818472e-01
1.444789579158316739e+00 1.001652973947128267e+00 1.003308680217126492e+00 1.492984721861355668e-01
1.447695390781563063e+00 1.001643722953904581e+00 1.003290147732958326e+00 1.492771183611073527e-01
1.450601202404809609e+00 1.001634519437871074e+00 1.003271710529535010e+00 1.492558750218128394e-01
1.453507014028056155e+00 1.001625363215529863e+00 1.003253368236642018e+00 1.492347417308544644e-01
1.456412825651302700e+00 1.001616254103167236e+00 1.003235120483660481e+00 1.492137180504807537e-01
1.459318637274549024e+00 1.001607191916871420e+00 1.003216966899600493e+00 1.491928035426247634e-01
1.462224448897795570e+00 1.001598176472555446e+00 1.003198907113148408e+00 1.491719977689582033e-01
1.465130260521042116e+00 1.001589207585972252e+00 1.003180940752695927e+00 1.491513002909231611e-01
1.468036072144288662e+00 1.001580285072739329e+00 1.003163067446389833e+00 1.491307106697899731e-01
1.470941883767534986e+00 1.001571408748354486e+00 1.003145286822163307e+00 1.491102284666918076e-01
1.473847695390781531e+00 1.001562578428214945e+00 1.003127598507774110e+00 1.490898532426676304e-01
1.476753507014028077e+00 1.001553793927636660e+00 1.003110002130842782e+00 1.490695845587075019e-01
1.479659318637274623e+00 1.001545055061870526e+00 1.003092497318885279e+00 1.490494219757869665e-01
1.482565130260521169e+00 1.001536361646121920e+00 1.003075083699351611e+00 1.490293650549116000e-01
1.485470941883767493e+00 1.001527713495564686e+00 1.003057760899653816e+00 1.490094133571503443e-01
1.488376753507014039e+00 1.001519110425360903e+00 1.003040528547206156e+00 1.489895664436778622e-01
1.491282565130260584e+00 1.001510552250675312e+00 1.003023386269452644e+00 1.489698238758087323e-01
1.494188376753507130e+00 1.001502038786691751e+00 1.003006333693900132e+00 1.489501852150321159e-01
1.497094188376753454e+00 1.001493569848628917e+00 1.002989370448150508e+00 1.489306500230502539e-01
1.500000000000000000e+00 1.001485145251756137e+00 1.002972496159931115e+00 1.489112178618113291e-01
