# z	H	phi	psi
2.023238825810352637e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
2.018994471751254238e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
2.014758602155212941e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
2.010531200061787516e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
2.006312248544443122e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
2.002101730710479544e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.997899629700964041e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.993705928690667051e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.989520610887991126e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.985343659534905214e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.981175057906877868e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.977014789312811160e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.972862837094971056e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.968719184628922036e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.964583815323462801e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.960456712620556985e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.956337859995265305e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.952227240955686582e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.948124839042883139e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.944030637830818975e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.939944620926296892e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.935866771968886368e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.931797074630861388e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.927735512617137914e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.923682069665203187e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.919636729545053555e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.915599476059130879e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.911570293042253965e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.907549164361556038e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.903536073916421856e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.899531005638418435e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.895533943491235362e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.891544871470619427e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.887563773604307826e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.883590633951967064e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.879625436605130417e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.875668165687129374e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.871718805353033588e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.867777339789588709e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.863843753215148169e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.859918029879613854e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.856000154064374641e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.852090110082237118e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.848187882277367677e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.844293455025231054e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.840406812732522468e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.836527939837109002e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.832656820807968856e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.828793440145121707e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.824937782379575424e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.821089832073262471e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.817249573818968500e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.813416992240285808e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.809592071991541928e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.805774797757736039e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.801965154254488155e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.798163126227970210e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.794368698454842104e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.790581855742201256e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.786802582927512262e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.783030864878549338e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.779266686493338767e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.775510032700093177e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.771760888457153982e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.768019238752932409e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.764285068605846263e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.760558363064261300e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.756839107206434036e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.753127286140447083e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.749422885004151595e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.745725888965111494e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.742036283220537740e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.738354052997231847e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.734679183551529391e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.731011660169237132e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.727351468165574033e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.723698592885117620e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.720053019701738251e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.716414734018544053e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.712783721267825854e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.709159966910991102e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.705543456438511285e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.701934175369864377e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.698332109253472311e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.694737243666645909e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.691149564215529821e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.687569056535038925e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.683995706288803973e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.680429499169116525e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.676870420896867486e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.673318457221490974e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.669773593920911026e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.666235816801478009e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.662705111697916394e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.659181464473270751e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.655664861018838252e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.652155287254125327e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.648652729126785133e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.645157172612556451e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.641668603715217500e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.638187008466524830e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.634712372926152568e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.631244683181646593e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.627783925348364136e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.624330085569411963e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.620883150015602681e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.617443104885392913e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.614009936404823620e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.610583630827476398e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.607164174434407045e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.603751553534097241e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.600345754462399128e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.596946763582478113e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.593554567284759216e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.590169151986875207e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.586790504133607627e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.583418610196834919e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.580053456675481272e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.576695030095455863e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.573343317009603837e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.569998303997653011e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.566659977666155612e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.563328324648438183e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.560003331604549004e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.556684985221200535e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.553373272211718614e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.550068179315992367e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.546769693300413451e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.543477800957829871e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.540192489107491269e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.536913744594994213e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.533641554292230680e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.530375905097337963e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.527116783934642186e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.523864177754606786e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.520618073533784198e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.517378458274758302e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.514145319006094681e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.510918642782291244e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.507698416683721732e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.504484627816586340e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.501277263312861621e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.498076310330245242e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.494881756052107313e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.491693587687440647e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.488511792470802675e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.485336357662272633e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.482167270547397031e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.479004518437135118e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.475848088667814473e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.472697968601078422e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.469554145623829555e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.466416607148188334e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.463285340611439089e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.460160333475973360e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.457041573229251696e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.453929047383743800e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.450822743476881804e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.447722649071013024e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.444628751753344709e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.441541039135898750e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.438459498855461405e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.435384118573531076e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.432314885976271590e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.429251788774463172e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.426194814703450753e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.423143951523096895e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.420099187017732767e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.417060508996107515e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.414027905291341014e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.411001363760875371e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.407980872286425011e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.404966418773928538e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.401957991153502014e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.398955577379387272e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.395959165429906257e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.392968743307414137e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.389984299038246185e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.387005820672674794e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.384033296284860803e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.381066713972802518e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.378106061858291476e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.375151328086864666e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.372202500827754790e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.369259568273844074e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.366322518641618977e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.363391340171119204e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.360466021125893121e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.357546549792952106e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.354632914482719031e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.351725103528985095e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.348823105288864888e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.345926908142741496e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.343036500494230978e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.340151870770129605e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.337273007420364657e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.334399898917956762e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.331532533758967496e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.328670900462452487e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.325814987570420200e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.322964783647784870e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.320120277282314447e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.317281457084595786e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.314448311687979043e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.311620829748537886e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.308798999945023134e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.305982810978815500e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.303172251573881724e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.300367310476730687e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.297567976456365635e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.294774238304240654e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.291986084834216619e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.289203504882514828e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.286426487307672240e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.283655020990499906e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.280889094834033770e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.278128697763493093e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.275373818726237296e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.272624446691718170e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.269880570651437424e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.267142179618904407e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.264409262629589392e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.261681808740880406e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.258959807032040779e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.256243246604164021e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.253532116580129241e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.250826406104561705e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.248126104343783815e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.245431200485775491e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.242741683740131009e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.240057543338012991e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.237378768532111017e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.234705348596600416e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.232037272827095542e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.229374530540609101e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.226717111075509870e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.224065003791479000e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.221418198069466854e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.218776683311652853e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.216140448941398589e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.213509484403211225e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.210883779162698737e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.208263322706523368e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.205648104542367527e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.203038114198887065e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.200433341225667583e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.197833775193187478e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.195239405692774604e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.192650222336559551e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.190066214757442786e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.187487372609046155e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.184913685565674335e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.182345143322273806e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.179781735594389858e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.177223452118126623e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.174670282650106756e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.172122216967428088e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.169579244867624190e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.167041356168624588e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.164508540708711593e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.161980788346480331e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.159458088960800914e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.156940432450773315e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.154427808735688821e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.151920207754993264e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.149417619468239948e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.146920033855054832e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.144427440915094785e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.141939830668006550e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.139457193153387138e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.136979518430746516e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.134506796579463739e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.132039017698749106e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.129576171907606685e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.127118249344790257e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.124665240168767255e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.122217134557678619e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.119773922709299008e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.117335594840996649e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.114902141189697282e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.112473552011841704e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.110049817583347576e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.107630928199572651e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.105216874175273034e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
1.102807645844565165e+01 1.000000000000000078e-15 2.680630833048110472e-18 -1.224529478848960245e-06
