# z	phi_prime_sq	E2	dE2_dz
3.669511902380476198e-01 -1.911155607489119571e-02 1.425790562741841239e+00 1.627634843566733158e+00
3.675511102220443971e-01 -1.901968973540291846e-02 1.426767493037919277e+00 1.629233880729352268e+00
3.681510302060412299e-01 -1.892812476665883120e-02 1.427745382750789549e+00 1.630833326145176176e+00
3.687509501900380071e-01 -1.883686031358605337e-02 1.428724232125470728e+00 1.632433180146587892e+00
3.693508701740348399e-01 -1.874589552325224562e-02 1.429704041407180881e+00 1.634033443065542324e+00
3.699507901580316171e-01 -1.865522954486182466e-02 1.430684810841337917e+00 1.635634115233565167e+00
3.705507101420283944e-01 -1.856486152975108175e-02 1.431666540673557142e+00 1.637235196981753349e+00
3.711506301260252272e-01 -1.847479063138412342e-02 1.432649231149653479e+00 1.638836688640776140e+00
3.717505501100220044e-01 -1.838501600534823283e-02 1.433632882515639917e+00 1.640438590540874486e+00
3.723504700940188372e-01 -1.829553680934974808e-02 1.434617495017726618e+00 1.642040903011863229e+00
3.729503900780156145e-01 -1.820635220320971845e-02 1.435603068902322699e+00 1.643643626383129552e+00
3.735503100620123917e-01 -1.811746134885902984e-02 1.436589604416033783e+00 1.645246760983636536e+00
3.741502300460092245e-01 -1.802886341033475490e-02 1.437577101805663338e+00 1.646850307141920045e+00
3.747501500300060018e-01 -1.794055755377515701e-02 1.438565561318211339e+00 1.648454265186092282e+00
3.753500700140028346e-01 -1.785254294741582190e-02 1.439554983200875160e+00 1.650058635443840682e+00
3.759499899979996118e-01 -1.776481876158505363e-02 1.440545367701047574e+00 1.651663418242427683e+00
3.765499099819963891e-01 -1.767738416869952742e-02 1.441536715066317864e+00 1.653268613908694729e+00
3.771498299659932218e-01 -1.759023834326033098e-02 1.442529025544472265e+00 1.654874222769058489e+00
3.777497499499899991e-01 -1.750338046184792690e-02 1.443522299383491525e+00 1.656480245149513975e+00
3.783496699339868319e-01 -1.741680970311839174e-02 1.444516536831552456e+00 1.658086681375634974e+00
3.789495899179836091e-01 -1.733052524779925621e-02 1.445511738137026825e+00 1.659693531772572728e+00
3.795495099019803864e-01 -1.724452627868422808e-02 1.446507903548481799e+00 1.661300796665059254e+00
3.801494298859772192e-01 -1.715881198063014951e-02 1.447505033314678391e+00 1.662908476377406020e+00
3.807493498699739964e-01 -1.707338154055172003e-02 1.448503127684572567e+00 1.664516571233503273e+00
3.813492698539708292e-01 -1.698823414741768706e-02 1.449502186907314361e+00 1.666125081556823595e+00
3.819491898379676065e-01 -1.690336899224634953e-02 1.450502211232247873e+00 1.667734007670420571e+00
3.825491098219643837e-01 -1.681878526810145005e-02 1.451503200908911051e+00 1.669343349896929674e+00
3.831490298059612165e-01 -1.673448217008779645e-02 1.452505156187034352e+00 1.670953108558568267e+00
3.837489497899579938e-01 -1.665045889534679316e-02 1.453508077316542746e+00 1.672563283977137161e+00
3.843488697739548265e-01 -1.656671464305255193e-02 1.454511964547553271e+00 1.674173876474020606e+00
3.849487897579516038e-01 -1.648324861440744055e-02 1.455516818130375700e+00 1.675784886370185633e+00
3.855487097419483811e-01 -1.640006001263773910e-02 1.456522638315512541e+00 1.677396313986184939e+00
3.861486297259452138e-01 -1.631714804298930316e-02 1.457529425353658148e+00 1.679008159642155773e+00
3.867485497099419911e-01 -1.623451191272380981e-02 1.458537179495699387e+00 1.680620423657820606e+00
3.873484696939388239e-01 -1.615215083111396985e-02 1.459545900992714085e+00 1.682233106352488461e+00
3.879483896779356011e-01 -1.607006400943957608e-02 1.460555590095971690e+00 1.683846208045052917e+00
3.885483096619323784e-01 -1.598825066098315609e-02 1.461566247056933054e+00 1.685459729053996769e+00
3.891482296459292112e-01 -1.590671000102580543e-02 1.462577872127249989e+00 1.687073669697389144e+00
3.897481496299259884e-01 -1.582544124684309023e-02 1.463590465558765041e+00 1.688688030292887277e+00
3.903480696139228212e-01 -1.574444361770033912e-02 1.464604027603510383e+00 1.690302811157737395e+00
3.909479895979195985e-01 -1.566371633484907322e-02 1.465618558513710035e+00 1.691918012608773614e+00
3.915479095819163757e-01 -1.558325862152257733e-02 1.466634058541775865e+00 1.693533634962420376e+00
3.921478295659132085e-01 -1.550306970293131165e-02 1.467650527940312033e+00 1.695149678534692672e+00
3.927477495499099858e-01 -1.542314880625928093e-02 1.468667966962109217e+00 1.696766143641194047e+00
3.933476695339068185e-01 -1.534349516065969081e-02 1.469686375860149496e+00 1.698383030597120591e+00
3.939475895179035958e-01 -1.526410799725060746e-02 1.470705754887603245e+00 1.700000339717258946e+00
3.945475095019003731e-01 -1.518498654911060175e-02 1.471726104297829352e+00 1.701618071315989411e+00
3.951474294858972058e-01 -1.510613005127523639e-02 1.472747424344375666e+00 1.703236225707282836e+00
3.957473494698939831e-01 -1.502753774073218619e-02 1.473769715280977444e+00 1.704854803204703950e+00
3.963472694538908159e-01 -1.494920885641774430e-02 1.474792977361558677e+00 1.706473804121410920e+00
3.969471894378875931e-01 -1.487114263921193724e-02 1.475817210840231652e+00 1.708093228770156458e+00
3.975471094218843704e-01 -1.479333833193485943e-02 1.476842415971294287e+00 1.709713077463286712e+00
3.981470294058812032e-01 -1.471579517934262608e-02 1.477868593009233233e+00 1.711333350512743268e+00
3.987469493898779804e-01 -1.463851242812295832e-02 1.478895742208722108e+00 1.712954048230063364e+00
3.993468693738748132e-01 -1.456148932689087759e-02 1.479923863824620600e+00 1.714575170926381009e+00
3.999467893578715905e-01 -1.448472512618500033e-02 1.480952958111975803e+00 1.716196718912424979e+00
4.005467093418683677e-01 -1.440821907846358794e-02 1.481983025326019998e+00 1.717818692498521260e+00
4.011466293258652005e-01 -1.433197043809945198e-02 1.483014065722172425e+00 1.719441091994595050e+00
4.017465493098619778e-01 -1.425597846137697036e-02 1.484046079556038178e+00 1.721063917710167868e+00
4.023464692938588105e-01 -1.418024240648736375e-02 1.485079067083407089e+00 1.722687169954360442e+00
4.029463892778555878e-01 -1.410476153352448886e-02 1.486113028560255067e+00 1.724310849035892490e+00
4.035463092618523651e-01 -1.402953510448143835e-02 1.487147964242742981e+00 1.725934955263082493e+00
4.041462292458491978e-01 -1.395456238324572357e-02 1.488183874387216665e+00 1.727559488943850141e+00
4.047461492298459751e-01 -1.387984263559553615e-02 1.489220759250205361e+00 1.729184450385713889e+00
4.053460692138428079e-01 -1.380537512919557258e-02 1.490258619088424608e+00 1.730809839895794289e+00
4.059459891978395851e-01 -1.373115913359290556e-02 1.491297454158772684e+00 1.732435657780813321e+00
4.065459091818363624e-01 -1.365719392021345555e-02 1.492337264718331946e+00 1.734061904347093952e+00
4.071458291658331952e-01 -1.358347876235668772e-02 1.493378051024369269e+00 1.735688579900563466e+00
4.077457491498299724e-01 -1.351001293519348695e-02 1.494419813334333824e+00 1.737315684746749467e+00
4.083456691338268052e-01 -1.343679571575980697e-02 1.495462551905858639e+00 1.738943219190785205e+00
4.089455891178235825e-01 -1.336382638295454707e-02 1.496506266996759482e+00 1.740571183537406474e+00
4.095455091018203597e-01 -1.329110421753480070e-02 1.497550958865034421e+00 1.742199578090953604e+00
4.101454290858171925e-01 -1.321862850211131396e-02 1.498596627768864931e+00 1.743828403155372353e+00
4.107453490698139698e-01 -1.314639852114533360e-02 1.499643273966614121e+00 1.745457659034213238e+00
4.113452690538108025e-01 -1.307441356094417480e-02 1.500690897716827177e+00 1.747087346030633537e+00
4.119451890378075798e-01 -1.300267290965714459e-02 1.501739499278230472e+00 1.748717464447394621e+00
4.125451090218043571e-01 -1.293117585727162830e-02 1.502789078909732456e+00 1.750348014586867063e+00
4.131450290058011898e-01 -1.285992169560922979e-02 1.503839636870423213e+00 1.751978996751027307e+00
4.137449489897979671e-01 -1.278890971832137222e-02 1.504891173419573569e+00 1.753610411241460554e+00
4.143448689737947999e-01 -1.271813922088586152e-02 1.505943688816634429e+00 1.755242258359359209e+00
4.149447889577915771e-01 -1.264760950060247850e-02 1.506997183321238332e+00 1.756874538405524877e+00
4.155447089417883544e-01 -1.257731985658902887e-02 1.508051657193197670e+00 1.758507251680368810e+00
4.161446289257851872e-01 -1.250726958977770205e-02 1.509107110692505582e+00 1.760140398483911683e+00
4.167445489097819644e-01 -1.243745800291072220e-02 1.510163544079333287e+00 1.761773979115782929e+00
4.173444688937787972e-01 -1.236788440053657179e-02 1.511220957614033633e+00 1.763407993875224955e+00
4.179443888777755745e-01 -1.229854808900618726e-02 1.512279351557137996e+00 1.765042443061089372e+00
4.185443088617723517e-01 -1.222944837646839679e-02 1.513338726169356718e+00 1.766677326971840545e+00
4.191442288457691845e-01 -1.216058457286680987e-02 1.514399081711579775e+00 1.768312645905554703e+00
4.197441488297659618e-01 -1.209195598993519430e-02 1.515460418444875224e+00 1.769948400159920832e+00
4.203440688137627945e-01 -1.202356194119435714e-02 1.516522736630489643e+00 1.771584590032239781e+00
4.209439887977595718e-01 -1.195540174194690761e-02 1.517586036529848581e+00 1.773221215819427155e+00
4.215439087817563490e-01 -1.188747470927479892e-02 1.518650318404554778e+00 1.774858277818012198e+00
4.221438287657531818e-01 -1.181978016203417969e-02 1.519715582516388830e+00 1.776495776324138465e+00
4.227437487497499591e-01 -1.175231742085253335e-02 1.520781829127309193e+00 1.778133711633564262e+00
4.233436687337467363e-01 -1.168508580812396662e-02 1.521849058499451512e+00 1.779772084041664204e+00
4.239435887177435691e-01 -1.161808464800572621e-02 1.522917270895129072e+00 1.781410893843428322e+00
4.245435087017403464e-01 -1.155131326641414997e-02 1.523986466576830345e+00 1.783050141333461625e+00
4.251434286857371792e-01 -1.148477099102094764e-02 1.525056645807222111e+00 1.784689826805987645e+00
4.257433486697339564e-01 -1.141845715124895945e-02 1.526127808849147227e+00 1.786329950554847112e+00
4.263432686537307337e-01 -1.135237107826889656e-02 1.527199955965624190e+00 1.787970512873498174e+00
4.269431886377275664e-01 -1.128651210499477357e-02 1.528273087419847798e+00 1.789611514055017283e+00
4.275431086217243437e-01 -1.122087956608056221e-02 1.529347203475188266e+00 1.791252954392098973e+00
4.281430286057211765e-01 -1.115547279791614770e-02 1.530422304395192112e+00 1.792894834177058305e+00
4.287429485897179537e-01 -1.109029113862328685e-02 1.531498390443579716e+00 1.794537153701828647e+00
4.293428685737147310e-01 -1.102533392805227046e-02 1.532575461884247536e+00 1.796179913257963667e+00
4.299427885577115638e-01 -1.096060050777739742e-02 1.533653518981266561e+00 1.797823113136638673e+00
4.305427085417083410e-01 -1.089609022109395801e-02 1.534732561998882527e+00 1.799466753628649274e+00
4.311426285257051738e-01 -1.083180241301339927e-02 1.535812591201514810e+00 1.801110835024412937e+00
4.317425485097019511e-01 -1.076773643026063612e-02 1.536893606853757976e+00 1.802755357613968101e+00
4.323424684936987283e-01 -1.070389162126922367e-02 1.537975609220379347e+00 1.804400321686977282e+00
4.329423884776955611e-01 -1.064026733617816529e-02 1.539058598566321212e+00 1.806045727532725298e+00
4.335423084616923384e-01 -1.057686292682812751e-02 1.540142575156697724e+00 1.807691575440119269e+00
4.341422284456891711e-01 -1.051367774675712567e-02 1.541227539256797563e+00 1.809337865697691283e+00
4.347421484296859484e-01 -1.045071115119696609e-02 1.542313491132081937e+00 1.810984598593597950e+00
4.353420684136827257e-01 -1.038796249707005064e-02 1.543400431048184362e+00 1.812631774415619512e+00
4.359419883976795584e-01 -1.032543114298460456e-02 1.544488359270911992e+00 1.814279393451163624e+00
4.365419083816763357e-01 -1.026311644923142731e-02 1.545577276066242955e+00 1.815927455987260242e+00
4.371418283656731685e-01 -1.020101777778041098e-02 1.546667181700327909e+00 1.817575962310568727e+00
4.377417483496699457e-01 -1.013913449227608031e-02 1.547758076439490260e+00 1.819224912707373409e+00
4.383416683336667230e-01 -1.007746595803447019e-02 1.548849960550223948e+00 1.820874307463585362e+00
4.389415883176635558e-01 -1.001601154203885131e-02 1.549942834299194772e+00 1.822524146864745509e+00
4.395415083016603330e-01 -9.954770612936304081e-03 1.551036697953239951e+00 1.824174431196020185e+00
4.401414282856571658e-01 -9.893742541034188445e-03 1.552131551779367236e+00 1.825825160742205577e+00
4.407413482696539431e-01 -9.832926698295815782e-03 1.553227396044755126e+00 1.827476335787725281e+00
4.413412682536507203e-01 -9.772322458337015863e-03 1.554324231016752655e+00 1.829127956616634076e+00
4.419411882376475531e-01 -9.711929196422521698e-03 1.555422056962879607e+00 1.830780023512617039e+00
4.425411082216443304e-01 -9.651746289462276307e-03 1.556520874150825406e+00 1.832432536758986874e+00
4.431410282056411631e-01 -9.591773116007501834e-03 1.557620682848449567e+00 1.834085496638689472e+00
4.437409481896379404e-01 -9.532009056247023673e-03 1.558721483323781243e+00 1.835738903434300573e+00
4.443408681736347177e-01 -9.472453492003858264e-03 1.559823275845018342e+00 1.837392757428028212e+00
4.449407881576315504e-01 -9.413105806731129552e-03 1.560926060680529082e+00 1.839047058901712495e+00
4.455407081416283277e-01 -9.353965385508696689e-03 1.562029838098849988e+00 1.840701808136825379e+00
4.461406281256251605e-01 -9.295031615039158965e-03 1.563134608368686118e+00 1.842357005414473337e+00
4.467405481096219377e-01 -9.236303883644497378e-03 1.564240371758911952e+00 1.844012651015394466e+00
4.473404680936187150e-01 -9.177781581262207944e-03 1.565347128538569166e+00 1.845668745219963158e+00
4.479403880776155478e-01 -9.119464099441828772e-03 1.566454878976868414e+00 1.847325288308185876e+00
4.485403080616123250e-01 -9.061350831341007453e-03 1.567563623343187551e+00 1.848982280559704039e+00
4.491402280456091578e-01 -9.003441171722028138e-03 1.568673361907072294e+00 1.850639722253796027e+00
4.497401480296059351e-01 -8.945734516948180767e-03 1.569784094938236230e+00 1.852297613669374954e+00
4.503400680136027123e-01 -8.888230264979930795e-03 1.570895822706559919e+00 1.853955955084990226e+00
4.509399879975995451e-01 -8.830927815371666587e-03 1.572008545482090680e+00 1.855614746778827762e+00
4.515399079815963224e-01 -8.773826569267490980e-03 1.573122263535042809e+00 1.857273989028710881e+00
4.521398279655931551e-01 -8.716925929398291334e-03 1.574236977135797133e+00 1.858933682112100749e+00
4.527397479495899324e-01 -8.660225300077536298e-03 1.575352686554900572e+00 1.860593826306094600e+00
4.533396679335867097e-01 -8.603724087198233103e-03 1.576469392063066799e+00 1.862254421887429290e+00
4.539395879175835424e-01 -8.547421698228280240e-03 1.577587093931174689e+00 1.863915469132482183e+00
4.545395079015803197e-01 -8.491317542208312932e-03 1.578705792430269428e+00 1.865576968317268047e+00
4.551394278855771525e-01 -8.435411029746946523e-03 1.579825487831560960e+00 1.867238919717441714e+00
4.557393478695739297e-01 -8.379701573017962757e-03 1.580946180406425317e+00 1.868901323608297860e+00
4.563392678535707070e-01 -8.324188585755962558e-03 1.582067870426403289e+00 1.870564180264773002e+00
4.569391878375675398e-01 -8.268871483253462107e-03 1.583190558163200201e+00 1.872227489961443503e+00
4.575391078215643170e-01 -8.213749682357033080e-03 1.584314243888686136e+00 1.873891252972528454e+00
4.581390278055611498e-01 -8.158822601463734323e-03 1.585438927874895931e+00 1.875555469571887901e+00
4.587389477895579271e-01 -8.104089660517666688e-03 1.586564610394027630e+00 1.877220140033024398e+00
4.593388677735547043e-01 -8.049550281006293689e-03 1.587691291718444919e+00 1.878885264629084340e+00
4.599387877575515371e-01 -7.995203885957022361e-03 1.588818972120673578e+00 1.880550843632856850e+00
4.605387077415483144e-01 -7.941049899933355638e-03 1.589947651873403700e+00 1.882216877316773784e+00
4.611386277255451471e-01 -7.887087749032033537e-03 1.591077331249488580e+00 1.883883365952912392e+00
4.617385477095419244e-01 -7.833316860878727569e-03 1.592208010521944939e+00 1.885550309812993985e+00
4.623384676935387017e-01 -7.779736664624915636e-03 1.593339689963952033e+00 1.887217709168385715e+00
4.629383876775355344e-01 -7.726346590944159314e-03 1.594472369848851434e+00 1.888885564290100350e+00
4.635383076615323117e-01 -7.673146072029353448e-03 1.595606050450148583e+00 1.890553875448794496e+00
4.641382276455291445e-01 -7.620134541587701531e-03 1.596740732041509681e+00 1.892222642914774156e+00
4.647381476295259217e-01 -7.567311434838929797e-03 1.597876414896763686e+00 1.893891866957989167e+00
4.653380676135226990e-01 -7.514676188510448218e-03 1.599013099289900985e+00 1.895561547848038542e+00
4.659379875975195318e-01 -7.462228240834904540e-03 1.600150785495074501e+00 1.897231685854168237e+00
4.665379075815163090e-01 -7.409967031545575990e-03 1.601289473786597473e+00 1.898902281245273604e+00
4.671378275655131418e-01 -7.357892001874019594e-03 1.602429164438945008e+00 1.900573334289896277e+00
4.677377475495099191e-01 -7.306002594546018997e-03 1.603569857726753423e+00 1.902244845256228833e+00
4.683376675335066963e-01 -7.254298253778139298e-03 1.604711553924818901e+00 1.903916814412111913e+00
4.689375875175035291e-01 -7.202778425274056380e-03 1.605854253308099278e+00 1.905589242025037766e+00
4.695375075015003064e-01 -7.151442556222058905e-03 1.606997956151711815e+00 1.907262128362146925e+00
4.701374274854971391e-01 -7.100290095290357623e-03 1.608142662730934536e+00 1.908935473690231532e+00
4.707373474694939164e-01 -7.049320492624404355e-03 1.609288373321205334e+00 1.910609278275735567e+00
4.713372674534906936e-01 -6.998533199843360100e-03 1.610435088198121534e+00 1.912283542384753288e+00
4.719371874374875264e-01 -6.947927670036271701e-03 1.611582807637440773e+00 1.913958266283032783e+00
4.725371074214843037e-01 -6.897503357759415983e-03 1.612731531915078564e+00 1.915633450235971758e+00
4.731370274054811365e-01 -6.847259719032106062e-03 1.613881261307111181e+00 1.917309094508622858e+00
4.737369473894779137e-01 -6.797196211333661649e-03 1.615031996089772326e+00 1.918985199365692562e+00
4.743368673734746910e-01 -6.747312293599996846e-03 1.616183736539455573e+00 1.920661765071538962e+00
4.749367873574715238e-01 -6.697607426220116879e-03 1.617336482932712372e+00 1.922338791890176424e+00
4.755367073414683010e-01 -6.648081071032722368e-03 1.618490235546252709e+00 1.924016280085272701e+00
4.761366273254651338e-01 -6.598732691323000964e-03 1.619644994656945114e+00 1.925694229920151157e+00
4.767365473094619110e-01 -6.549561751819150957e-03 1.620800760541814212e+00 1.927372641657789654e+00
4.773364672934586883e-01 -6.500567718688799942e-03 1.621957533478044056e+00 1.929051515560822549e+00
4.779363872774555211e-01 -6.451750059535825074e-03 1.623115313742975907e+00 1.930730851891540700e+00
4.785363072614522983e-01 -6.403108243397257447e-03 1.624274101614107346e+00 1.932410650911891903e+00
4.791362272454491311e-01 -6.354641740739356420e-03 1.625433897369094272e+00 1.934090912883480229e+00
4.797361472294459084e-01 -6.306350023454627626e-03 1.626594701285748235e+00 1.935771638067567579e+00
4.803360672134426856e-01 -6.258232564858274595e-03 1.627756513642038438e+00 1.937452826725074573e+00
4.809359871974395184e-01 -6.210288839685416257e-03 1.628919334716089296e+00 1.939134479116579435e+00
4.815359071814362957e-01 -6.162518324086896718e-03 1.630083164786183314e+00 1.940816595502319553e+00
4.821358271654331284e-01 -6.114920495626244290e-03 1.631248004130756879e+00 1.942499176142191697e+00
4.827357471494299057e-01 -6.067494833277060733e-03 1.632413853028403583e+00 1.944182221295752022e+00
4.833356671334266830e-01 -6.020240817418602043e-03 1.633580711757872006e+00 1.945865731222216510e+00
4.839355871174235157e-01 -5.973157929833364591e-03 1.634748580598067491e+00 1.947549706180463192e+00
4.845355071014202930e-01 -5.926245653703058822e-03 1.635917459828047704e+00 1.949234146429028369e+00
4.851354270854171258e-01 -5.879503473605824163e-03 1.637087349727027963e+00 1.950919052226112838e+00
4.857353470694139030e-01 -5.832930875512940851e-03 1.638258250574377684e+00 1.952604423829576330e+00
4.863352670534106803e-01 -5.786527346785074258e-03 1.639430162649620160e+00 1.954290261496942405e+00
4.869351870374075131e-01 -5.740292376169617294e-03 1.640603086232433894e+00 1.955976565485397112e+00
4.875351070214042903e-01 -5.694225453796679728e-03 1.641777021602651487e+00 1.957663336051789438e+00
4.881350270054011231e-01 -5.648326071176622276e-03 1.642951969040259419e+00 1.959350573452631972e+00
4.887349469893979004e-01 -5.602593721196243680e-03 1.644127928825397156e+00 1.961038277944099795e+00
4.893348669733946776e-01 -5.557027898115594888e-03 1.645304901238358486e+00 1.962726449782034255e+00
4.899347869573915104e-01 -5.511628097564894718e-03 1.646482886559591519e+00 1.964415089221940525e+00
4.905347069413882877e-01 -5.466393816541373525e-03 1.647661885069695797e+00 1.966104196518988045e+00
4.911346269253851204e-01 -5.421324553405468087e-03 1.648841897049424965e+00 1.967793771928013413e+00
4.917345469093818977e-01 -5.376419807878216051e-03 1.650022922779684542e+00 1.969483815703518825e+00
4.923344668933786750e-01 -5.331679081038003323e-03 1.651204962541533927e+00 1.971174328099671413e+00
4.929343868773755077e-01 -5.287101875316706917e-03 1.652388016616183730e+00 1.972865309370306353e+00
4.935343068613722850e-01 -5.242687694497184803e-03 1.653572085284997328e+00 1.974556759768926195e+00
4.941342268453691178e-01 -5.198436043709690237e-03 1.654757168829489977e+00 1.976248679548699982e+00
4.947341468293658950e-01 -5.154346429428648645e-03 1.655943267531328811e+00 1.977941068962466353e+00
4.953340668133626723e-01 -5.110418359469906351e-03 1.657130381672331954e+00 1.979633928262730214e+00
4.959339867973595051e-01 -5.066651342986790152e-03 1.658318511534470074e+00 1.981327257701667843e+00
4.965339067813562823e-01 -5.023044890467547735e-03 1.659507657399863501e+00 1.983021057531122677e+00
4.971338267653531151e-01 -4.979598513731872157e-03 1.660697819550784882e+00 1.984715328002608414e+00
4.977337467493498924e-01 -4.936311725927898172e-03 1.661888998269656526e+00 1.986410069367309239e+00
4.983336667333466696e-01 -4.893184041528829929e-03 1.663081193839052618e+00 1.988105281876078934e+00
4.989335867173435024e-01 -4.850214976330039646e-03 1.664274406541696782e+00 1.989800965779443320e+00
4.995335067013402797e-01 -4.807404047445442904e-03 1.665468636660463631e+00 1.991497121327599373e+00
5.001334266853371124e-01 -4.764750773304776872e-03 1.666663884478376767e+00 1.993193748770414997e+00
5.007333466693338897e-01 -4.722254673650530706e-03 1.667860150278609677e+00 1.994890848357430135e+00
5.013332666533306670e-01 -4.679915269534335592e-03 1.669057434344486612e+00 1.996588420337857883e+00
5.019331866373274442e-01 -4.637732083314358329e-03 1.670255736959480153e+00 1.998286464960583597e+00
5.025331066213243325e-01 -4.595704638651613300e-03 1.671455058407212313e+00 1.999984982474167117e+00
5.031330266053211098e-01 -4.553832460507273652e-03 1.672655398971454765e+00 2.001683973126840321e+00
5.037329465893178870e-01 -4.512115075139442981e-03 1.673856758936127065e+00 2.003383437166510905e+00
5.043328665733146643e-01 -4.470552010100031087e-03 1.675059138585297536e+00 2.005083374840759713e+00
5.049327865573114416e-01 -4.429142794231361729e-03 1.676262538203184160e+00 2.006783786396843627e+00
5.055327065413083298e-01 -4.387886957663680691e-03 1.677466958074151471e+00 2.008484672081694011e+00
5.061326265253051071e-01 -4.346784031811682866e-03 1.678672398482712325e+00 2.010186032141918488e+00
5.067325465093018844e-01 -4.305833549371054086e-03 1.679878859713529238e+00 2.011887866823800941e+00
5.073324664932986616e-01 -4.265035044316436291e-03 1.681086342051409721e+00 2.013590176373300622e+00
5.079323864772954389e-01 -4.224388051897265926e-03 1.682294845781311166e+00 2.015292961036055264e+00
5.085323064612923272e-01 -4.183892108634867414e-03 1.683504371188336401e+00 2.016996221057379746e+00
5.091322264452891044e-01 -4.143546752320421793e-03 1.684714918557736141e+00 2.018699956682265206e+00
5.097321464292858817e-01 -4.103351522010482456e-03 1.685926488174907867e+00 2.020404168155382596e+00
5.103320664132826590e-01 -4.063305958025304615e-03 1.687139080325395613e+00 2.022108855721079568e+00
5.109319863972794362e-01 -4.023409601943858833e-03 1.688352695294889960e+00 2.023814019623385807e+00
5.115319063812763245e-01 -3.983661996603553475e-03 1.689567333369228930e+00 2.025519660106007258e+00
5.121318263652731018e-01 -3.944062686094229088e-03 1.690782994834394426e+00 2.027225777412330565e+00
5.127317463492698790e-01 -3.904611215757358700e-03 1.691999679976516013e+00 2.028932371785423960e+00
5.133316663332666563e-01 -3.865307132181968180e-03 1.693217389081867807e+00 2.030639443468033711e+00
5.139315863172634335e-01 -3.826149983202110916e-03 1.694436122436870695e+00 2.032346992702588118e+00
5.145315063012603218e-01 -3.787139317892973360e-03 1.695655880328089893e+00 2.034055019731198399e+00
5.151314262852570991e-01 -3.748274686569228777e-03 1.696876663042236277e+00 2.035763524795654700e+00
5.157313462692538764e-01 -3.709555640780630610e-03 1.698098470866165943e+00 2.037472508137431415e+00
5.163312662532506536e-01 -3.670981733310210542e-03 1.699321304086878870e+00 2.039181969997683641e+00
5.169311862372474309e-01 -3.632552518170568782e-03 1.700545162991520254e+00 2.040891910617251614e+00
5.175311062212443192e-01 -3.594267550600873436e-03 1.701770047867379176e+00 2.042602330236657160e+00
5.181310262052410964e-01 -3.556126387064202470e-03 1.702995959001889936e+00 2.044313229096105911e+00
5.187309461892378737e-01 -3.518128585244721315e-03 1.704222896682629829e+00 2.046024607435488196e+00
5.193308661732346510e-01 -3.480273704043834824e-03 1.705450861197320478e+00 2.047736465494379487e+00
5.199307861572314282e-01 -3.442561303578576138e-03 1.706679852833826949e+00 2.049448803512037287e+00
5.205307061412283165e-01 -3.404990945177256007e-03 1.707909871880158192e+00 2.051161621727408235e+00
5.211306261252250938e-01 -3.367562191377523363e-03 1.709140918624465044e+00 2.052874920379121004e+00
5.217305461092218710e-01 -3.330274605922873762e-03 1.710372993355042670e+00 2.054588699705492516e+00
5.223304660932186483e-01 -3.293127753759868184e-03 1.711606096360329232e+00 2.056302959944525721e+00
5.229303860772154255e-01 -3.256121201035515333e-03 1.712840227928904557e+00 2.058017701333910043e+00
5.235303060612123138e-01 -3.219254515093634798e-03 1.714075388349492801e+00 2.059732924111022268e+00
5.241302260452090911e-01 -3.182527264472603638e-03 1.715311577910957785e+00 2.061448628512926984e+00
5.247301460292058684e-01 -3.145939018902063448e-03 1.716548796902307661e+00 2.063164814776375255e+00
5.253300660132026456e-01 -3.109489349299995615e-03 1.717787045612691355e+00 2.064881483137810392e+00
5.259299859971994229e-01 -3.073177827770297906e-03 1.719026324331400346e+00 2.066598633833358623e+00
5.265299059811963112e-01 -3.037004027599184489e-03 1.720266633347866669e+00 2.068316267098841088e+00
5.271298259651930884e-01 -3.000967523252774227e-03 1.721507972951664689e+00 2.070034383169764958e+00
5.277297459491898657e-01 -2.965067890374010681e-03 1.722750343432509545e+00 2.071752982281328759e+00
5.283296659331866429e-01 -2.929304705779925150e-03 1.723993745080258044e+00 2.073472064668419712e+00
5.289295859171834202e-01 -2.893677547458565775e-03 1.725238178184906213e+00 2.075191630565617285e+00
5.295295059011803085e-01 -2.858185994566100549e-03 1.726483643036592408e+00 2.076911680207192301e+00
5.301294258851770858e-01 -2.822829627424265110e-03 1.727730139925594433e+00 2.078632213827106057e+00
5.307293458691738630e-01 -2.787608027517310492e-03 1.728977669142330420e+00 2.080353231659010316e+00
5.313292658531706403e-01 -2.752520777488616077e-03 1.730226230977359503e+00 2.082074733936253530e+00
5.319291858371674175e-01 -2.717567461139331307e-03 1.731475825721379369e+00 2.083796720891871512e+00
5.325291058211643058e-01 -2.682747663423657239e-03 1.732726453665228927e+00 2.085519192758596763e+00
5.331290258051610831e-01 -2.648060970447494757e-03 1.733978115099885198e+00 2.087242149768852251e+00
5.337289457891578603e-01 -2.613506969464582646e-03 1.735230810316464645e+00 2.088965592154757189e+00
5.343288657731546376e-01 -2.579085248874311408e-03 1.736484539606224509e+00 2.090689520148124370e+00
5.349287857571514149e-01 -2.544795398218880050e-03 1.737739303260558810e+00 2.092413933980459273e+00
5.355287057411483032e-01 -2.510637008179782831e-03 1.738995101571002122e+00 2.094138833882965844e+00
5.361286257251450804e-01 -2.476609670576311768e-03 1.740251934829226688e+00 2.095864220086538943e+00
5.367285457091418577e-01 -2.442712978361057628e-03 1.741509803327043082e+00 2.097590092821771890e+00
5.373284656931386349e-01 -2.408946525618582864e-03 1.742768707356400881e+00 2.099316452318953807e+00
