# phi[M_Pl]	V[H0^2*Mpl^2]	V[GeV^4]	V[eV^4]
2.037580412952480491e-02 1.982928386337711846e+00 5.879781731329315711e-43 5.879781731329315953e-07
2.039555281452293256e-02 1.982937804720408259e+00 5.879809658729467081e-43 5.879809658729467637e-07
2.041530011538968126e-02 1.982947240979845205e+00 5.879837639137751667e-43 5.879837639137752194e-07
2.043504602605468456e-02 1.982956695099244993e+00 5.879865672504421191e-43 5.879865672504421261e-07
2.045479054046028811e-02 1.982966167061852136e+00 5.879893758779791099e-43 5.879893758779791063e-07
2.047453365256152180e-02 1.982975656850915147e+00 5.879921897914190379e-43 5.879921897914190529e-07
2.049427535632605824e-02 1.982985164449688753e+00 5.879950089857965542e-43 5.879950089857965527e-07
2.051401564573425429e-02 1.982994689841451219e+00 5.879978334561533196e-43 5.879978334561533927e-07
2.053375451477904012e-02 1.983004233009482586e+00 5.880006631975316319e-43 5.880006631975316772e-07
2.055349195746594693e-02 1.983013793937076663e+00 5.880034982049776127e-43 5.880034982049776399e-07
2.057322796781306529e-02 1.983023372607541024e+00 5.880063384735417642e-43 5.880063384735417496e-07
2.059296253985104519e-02 1.983032969004189461e+00 5.880091839982762617e-43 5.880091839982762751e-07
2.061269566762299887e-02 1.983042583110347312e+00 5.880120347742366258e-43 5.880120347742366617e-07
2.063242734518457022e-02 1.983052214909355904e+00 5.880148907964833954e-43 5.880148907964834366e-07
2.065215756660383761e-02 1.983061864384565887e+00 5.880177520600795785e-43 5.880177520600795625e-07
2.067188632596132780e-02 1.983071531519331909e+00 5.880206185600895376e-43 5.880206185600895902e-07
2.069161361734998816e-02 1.983081216297032601e+00 5.880234902915846445e-43 5.880234902915846348e-07
2.071133943487513118e-02 1.983090918701046590e+00 5.880263672496364304e-43 5.880263672496364470e-07
2.073106377265443445e-02 1.983100638714762720e+00 5.880292494293192941e-43 5.880292494293193185e-07
2.075078662481792680e-02 1.983110376321592483e+00 5.880321368257143253e-43 5.880321368257143171e-07
2.077050798550793276e-02 1.983120131504951367e+00 5.880350294339040477e-43 5.880350294339040989e-07
2.079022784887908648e-02 1.983129904248260633e+00 5.880379272489724185e-43 5.880379272489724848e-07
2.080994620909826232e-02 1.983139694534961528e+00 5.880408302660095285e-43 5.880408302660095423e-07
2.082966306034456094e-02 1.983149502348504623e+00 5.880437384801080969e-43 5.880437384801080920e-07
2.084937839680935101e-02 1.983159327672343153e+00 5.880466518863615601e-43 5.880466518863615896e-07
2.086909221269613035e-02 1.983169170489957889e+00 5.880495704798718772e-43 5.880495704798718554e-07
2.088880450222060925e-02 1.983179030784816277e+00 5.880524942557364673e-43 5.880524942557364744e-07
2.090851525961059942e-02 1.983188908540424400e+00 5.880554232090649364e-43 5.880554232090649960e-07
2.092822447910605566e-02 1.983198803740274130e+00 5.880583573349619520e-43 5.880583573349619934e-07
2.094793215495902028e-02 1.983208716367888869e+00 5.880612966285421386e-43 5.880612966285422039e-07
2.096763828143359543e-02 1.983218646406790686e+00 5.880642410849193238e-43 5.880642410849193062e-07
2.098734285280592915e-02 1.983228593840517195e+00 5.880671906992120352e-43 5.880671906992120613e-07
2.100704586336420154e-02 1.983238558652613115e+00 5.880701454665411101e-43 5.880701454665411359e-07
2.102674730740858311e-02 1.983248540826640482e+00 5.880731053820322449e-43 5.880731053820322788e-07
2.104644717925122088e-02 1.983258540346162668e+00 5.880760704408116138e-43 5.880760704408116625e-07
2.106614547321619679e-02 1.983268557194765691e+00 5.880790406380122414e-43 5.880790406380122357e-07
2.108584218363952767e-02 1.983278591356039566e+00 5.880820159687681877e-43 5.880820159687682176e-07
2.110553730486913748e-02 1.983288642813583191e+00 5.880849964282163007e-43 5.880849964282163685e-07
2.112523083126482959e-02 1.983298711551012339e+00 5.880879820114981281e-43 5.880879820114981074e-07
2.114492275719824510e-02 1.983308797551949887e+00 5.880909727137576070e-43 5.880909727137576063e-07
2.116461307705286288e-02 1.983318900800032480e+00 5.880939685301427371e-43 5.880939685301427428e-07
2.118430178522398566e-02 1.983329021278901649e+00 5.880969694558028722e-43 5.880969694558028767e-07
2.120398887611867067e-02 1.983339158972218907e+00 5.880999754858932603e-43 5.880999754858932973e-07
2.122367434415575738e-02 1.983349313863646657e+00 5.881029866155695480e-43 5.881029866155696115e-07
2.124335818376581198e-02 1.983359485936867284e+00 5.881060028399931966e-43 5.881060028399932493e-07
2.126304038939114127e-02 1.983369675175565838e+00 5.881090241543265434e-43 5.881090241543265938e-07
2.128272095548570941e-02 1.983379881563448244e+00 5.881120505537380593e-43 5.881120505537380633e-07
2.130239987651516564e-02 1.983390105084219535e+00 5.881150820333957373e-43 5.881150820333957583e-07
2.132207714695680267e-02 1.983400345721604285e+00 5.881181185884740223e-43 5.881181185884740262e-07
2.134175276129952892e-02 1.983410603459335064e+00 5.881211602141488727e-43 5.881211602141489086e-07
2.136142671404385462e-02 1.983420878281154209e+00 5.881242069055998313e-43 5.881242069055998349e-07
2.138109899970187799e-02 1.983431170170815161e+00 5.881272586580093882e-43 5.881272586580094112e-07
2.140076961279724355e-02 1.983441479112087347e+00 5.881303154665648127e-43 5.881303154665647964e-07
2.142043854786511436e-02 1.983451805088743303e+00 5.881333773264543300e-43 5.881333773264543138e-07
2.144010579945218598e-02 1.983462148084570220e+00 5.881364442328706260e-43 5.881364442328706280e-07
2.145977136211661696e-02 1.983472508083365504e+00 5.881395161810092540e-43 5.881395161810092622e-07
2.147943523042804281e-02 1.983482885068936774e+00 5.881425931660687148e-43 5.881425931660687043e-07
2.149909739896752048e-02 1.983493279025105416e+00 5.881456751832518899e-43 5.881456751832518891e-07
2.151875786232755605e-02 1.983503689935699033e+00 5.881487622277632541e-43 5.881487622277632336e-07
2.153841661511203542e-02 1.983514117784557662e+00 5.881518542948111055e-43 5.881518542948111783e-07
2.155807365193621039e-02 1.983524562555536441e+00 5.881549513796080436e-43 5.881549513796080813e-07
2.157772896742668478e-02 1.983535024232497612e+00 5.881580534773691372e-43 5.881580534773691594e-07
2.159738255622140057e-02 1.983545502799311411e+00 5.881611605833113669e-43 5.881611605833114292e-07
2.161703441296961015e-02 1.983555998239860951e+00 5.881642726926557754e-43 5.881642726926558250e-07
2.163668453233183464e-02 1.983566510538042671e+00 5.881673898006274682e-43 5.881673898006275161e-07
2.165633290897986396e-02 1.983577039677763221e+00 5.881705119024543382e-43 5.881705119024543190e-07
2.167597953759672902e-02 1.983587585642936357e+00 5.881736389933665888e-43 5.881736389933665911e-07
2.169562441287668786e-02 1.983598148417490936e+00 5.881767710685985651e-43 5.881767710685986074e-07
2.171526752952518402e-02 1.983608727985360698e+00 5.881799081233866833e-43 5.881799081233867605e-07
2.173490888225884654e-02 1.983619324330500255e+00 5.881830501529726965e-43 5.881830501529727370e-07
2.175454846580543444e-02 1.983629937436860224e+00 5.881861971525979596e-43 5.881861971525980115e-07
2.177418627490386449e-02 1.983640567288416978e+00 5.881893491175112352e-43 5.881893491175112588e-07
2.179382230430414180e-02 1.983651213869149998e+00 5.881925060429617639e-43 5.881925060429617886e-07
2.181345654876737372e-02 1.983661877163048981e+00 5.881956679242023707e-43 5.881956679242024047e-07
2.183308900306571432e-02 1.983672557154115168e+00 5.881988347564891467e-43 5.881988347564891933e-07
2.185271966198240601e-02 1.983683253826363124e+00 5.882020065350820061e-43 5.882020065350820522e-07
2.187234852031165466e-02 1.983693967163814076e+00 5.882051832552429343e-43 5.882051832552429966e-07
2.189197557285871287e-02 1.983704697150502572e+00 5.882083649122378993e-43 5.882083649122379593e-07
2.191160081443979668e-02 1.983715443770473374e+00 5.882115515013357367e-43 5.882115515013357321e-07
2.193122423988207170e-02 1.983726207007781905e+00 5.882147430178087075e-43 5.882147430178087064e-07
2.195084584402366701e-02 1.983736986846494688e+00 5.882179394569320992e-43 5.882179394569321323e-07
2.197046562171359185e-02 1.983747783270684462e+00 5.882211408139832706e-43 5.882211408139832719e-07
2.199008356781177731e-02 1.983758596264442176e+00 5.882243470842447578e-43 5.882243470842447869e-07
2.200969967718902076e-02 1.983769425811864551e+00 5.882275582630008495e-43 5.882275582630009272e-07
2.202931394472698590e-02 1.983780271897062519e+00 5.882307743455403746e-43 5.882307743455403897e-07
2.204892636531814720e-02 1.983791134504151010e+00 5.882339953271528790e-43 5.882339953271529301e-07
2.206853693386580384e-02 1.983802013617262716e+00 5.882372212031335640e-43 5.882372212031335979e-07
2.208814564528402413e-02 1.983812909220536103e+00 5.882404519687789054e-43 5.882404519687789251e-07
2.210775249449767332e-02 1.983823821298122958e+00 5.882436876193897599e-43 5.882436876193897847e-07
2.212735747644235806e-02 1.983834749834185285e+00 5.882469281502698520e-43 5.882469281502699084e-07
2.214696058606439866e-02 1.983845694812896632e+00 5.882501735567263311e-43 5.882501735567263100e-07
2.216656181832081518e-02 1.983856656218433212e+00 5.882534238340669839e-43 5.882534238340669566e-07
2.218616116817935524e-02 1.983867634034997884e+00 5.882566789776078017e-43 5.882566789776078617e-07
2.220575863061838295e-02 1.983878628246785070e+00 5.882599389826620673e-43 5.882599389826620745e-07
2.222535420062694833e-02 1.983889638838016278e+00 5.882632038445511884e-43 5.882632038445512202e-07
2.224494787320469014e-02 1.983900665792915685e+00 5.882664735585970506e-43 5.882664735585970299e-07
2.226453964336186364e-02 1.983911709095714571e+00 5.882697481201243275e-43 5.882697481201243053e-07
2.228412950611932675e-02 1.983922768730665087e+00 5.882730275244631090e-43 5.882730275244631421e-07
2.230371745650848447e-02 1.983933844682017611e+00 5.882763117669434852e-43 5.882763117669435299e-07
2.232330348957127508e-02 1.983944936934046943e+00 5.882796008429026353e-43 5.882796008429026582e-07
2.234288760036015620e-02 1.983956045471021223e+00 5.882828947476755880e-43 5.882828947476755990e-07
2.236246978393813256e-02 1.983967170277240566e+00 5.882861934766072491e-43 5.882861934766072710e-07
2.238205003537863114e-02 1.983978311336994871e+00 5.882894970250390195e-43 5.882894970250389929e-07
2.240162834976557049e-02 1.983989468634597575e+00 5.882928053883197081e-43 5.882928053883197068e-07
2.242120472219330529e-02 1.984000642154364336e+00 5.882961185617985221e-43 5.882961185617985665e-07
2.244077914776662630e-02 1.984011831880633014e+00 5.882994365408312001e-43 5.882994365408311846e-07
2.246035162160070486e-02 1.984023037797739697e+00 5.883027593207732421e-43 5.883027593207732794e-07
2.247992213882109291e-02 1.984034259890037344e+00 5.883060868969850069e-43 5.883060868969850162e-07
2.249949069456372297e-02 1.984045498141884245e+00 5.883094192648282073e-43 5.883094192648282543e-07
2.251905728397486650e-02 1.984056752537658230e+00 5.883127564196707693e-43 5.883127564196707822e-07
2.253862190221109230e-02 1.984068023061735797e+00 5.883160983568799816e-43 5.883160983568799650e-07
2.255818454443929422e-02 1.984079309698520088e+00 5.883194450718309391e-43 5.883194450718310029e-07
2.257774520583664957e-02 1.984090612432406253e+00 5.883227965598965860e-43 5.883227965598966607e-07
2.259730388159057746e-02 1.984101931247814754e+00 5.883261528164571151e-43 5.883261528164571148e-07
2.261686056689876656e-02 1.984113266129164721e+00 5.883295138368927988e-43 5.883295138368928594e-07
2.263641525696911960e-02 1.984124617060893492e+00 5.883328796165887684e-43 5.883328796165888353e-07
2.265596794701972561e-02 1.984135984027452171e+00 5.883362501509344566e-43 5.883362501509344306e-07
2.267551863227887377e-02 1.984147367013288310e+00 5.883396254353182607e-43 5.883396254353182919e-07
2.269506730798503957e-02 1.984158766002872554e+00 5.883430054651355873e-43 5.883430054651356305e-07
2.271461396938680155e-02 1.984170180980684428e+00 5.883463902357840738e-43 5.883463902357840930e-07
2.273415861174288288e-02 1.984181611931206568e+00 5.883497797426626315e-43 5.883497797426627022e-07
2.275370123032212366e-02 1.984193058838940704e+00 5.883531739811756684e-43 5.883531739811756690e-07
2.277324182040343925e-02 1.984204521688394784e+00 5.883565729467295835e-43 5.883565729467296398e-07
2.279278037727582029e-02 1.984216000464083418e+00 5.883599766347324487e-43 5.883599766347324253e-07
2.281231689623830494e-02 1.984227495150540310e+00 5.883633850405983896e-43 5.883633850405984010e-07
2.283185137259995112e-02 1.984239005732303607e+00 5.883667981597424878e-43 5.883667981597424717e-07
2.285138380167985039e-02 1.984250532193923000e+00 5.883702159875836480e-43 5.883702159875836714e-07
2.287091417880707245e-02 1.984262074519958841e+00 5.883736385195433242e-43 5.883736385195433634e-07
2.289044249932065123e-02 1.984273632694981693e+00 5.883770657510467937e-43 5.883770657510468288e-07
2.290996875856958492e-02 1.984285206703572779e+00 5.883804976775218826e-43 5.883804976775218896e-07
2.292949295191279435e-02 1.984296796530323093e+00 5.883839342943994440e-43 5.883839342943994383e-07
2.294901507471915070e-02 1.984308402159836504e+00 5.883873755971143138e-43 5.883873755971143908e-07
2.296853512236739225e-02 1.984320023576720438e+00 5.883908215811022836e-43 5.883908215811022983e-07
2.298805309024615218e-02 1.984331660765599636e+00 5.883942722418043227e-43 5.883942722418043237e-07
2.300756897375388910e-02 1.984343313711111279e+00 5.883977275746649050e-43 5.883977275746649119e-07
2.302708276829895651e-02 1.984354982397895206e+00 5.884011875751295402e-43 5.884011875751295669e-07
2.304659446929949174e-02 1.984366666810599256e+00 5.884046522386459680e-43 5.884046522386460159e-07
2.306610407218344372e-02 1.984378366933896132e+00 5.884081215606694159e-43 5.884081215606693977e-07
2.308561157238854522e-02 1.984390082752455431e+00 5.884115955366539961e-43 5.884115955366540043e-07
2.310511696536231285e-02 1.984401814250961404e+00 5.884150741620582815e-43 5.884150741620582566e-07
2.312462024656199155e-02 1.984413561414114291e+00 5.884185574323457039e-43 5.884185574323457639e-07
2.314412141145456847e-02 1.984425324226611220e+00 5.884220453429785003e-43 5.884220453429785471e-07
2.316362045551673132e-02 1.984437102673169306e+00 5.884255378894251207e-43 5.884255378894251917e-07
2.318311737423488228e-02 1.984448896738522095e+00 5.884290350671586353e-43 5.884290350671586242e-07
2.320261216310506858e-02 1.984460706407393360e+00 5.884325368716494854e-43 5.884325368716495478e-07
2.322210481763301027e-02 1.984472531664539741e+00 5.884360432983775913e-43 5.884360432983776653e-07
2.324159533333407246e-02 1.984484372494710325e+00 5.884395543428207228e-43 5.884395543428207735e-07
2.326108370573322370e-02 1.984496228882677737e+00 5.884430700004638182e-43 5.884430700004638693e-07
2.328056993036506372e-02 1.984508100813214604e+00 5.884465902667914180e-43 5.884465902667914200e-07
2.330005400277374017e-02 1.984519988271109536e+00 5.884501151372933197e-43 5.884501151372932927e-07
2.331953591851297636e-02 1.984531891241162693e+00 5.884536446074622678e-43 5.884536446074623195e-07
2.333901567314605741e-02 1.984543809708176898e+00 5.884571786727920427e-43 5.884571786727920730e-07
2.335849326224578859e-02 1.984555743656975402e+00 5.884607173287823987e-43 5.884607173287823733e-07
2.337796868139449535e-02 1.984567693072381900e+00 5.884642605709333290e-43 5.884642605709333578e-07
2.339744192618398166e-02 1.984579657939235187e+00 5.884678083947491283e-43 5.884678083947491873e-07
2.341691299221554390e-02 1.984591638242390044e+00 5.884713607957391095e-43 5.884713607957391050e-07
2.343638187509992921e-02 1.984603633966697700e+00 5.884749177694111515e-43 5.884749177694111891e-07
2.345584857045732163e-02 1.984615645097030256e+00 5.884784793112796653e-43 5.884784793112796592e-07
2.347531307391734212e-02 1.984627671618267808e+00 5.884820454168612918e-43 5.884820454168612757e-07
2.349477538111899300e-02 1.984639713515300219e+00 5.884856160816754601e-43 5.884856160816754460e-07
2.351423548771069960e-02 1.984651770773026236e+00 5.884891913012444668e-43 5.884891913012445423e-07
2.353369338935022703e-02 1.984663843376358372e+00 5.884927710710945114e-43 5.884927710710945365e-07
2.355314908170469401e-02 1.984675931310212249e+00 5.884963553867527495e-43 5.884963553867527771e-07
2.357260256045057289e-02 1.984688034559520364e+00 5.884999442437513548e-43 5.884999442437513769e-07
2.359205382127362027e-02 1.984700153109222320e+00 5.885035376376247314e-43 5.885035376376247783e-07
2.361150285986894637e-02 1.984712286944269710e+00 5.885071355639106288e-43 5.885071355639107059e-07
2.363094967194090401e-02 1.984724436049623897e+00 5.885107380181499031e-43 5.885107380181499546e-07
2.365039425320311639e-02 1.984736600410254237e+00 5.885143449958854815e-43 5.885143449958855431e-07
2.366983659937844930e-02 1.984748780011144298e+00 5.885179564926647516e-43 5.885179564926647249e-07
2.368927670619901116e-02 1.984760974837281644e+00 5.885215725040362165e-43 5.885215725040362362e-07
2.370871456940612521e-02 1.984773184873668939e+00 5.885251930255529193e-43 5.885251930255529420e-07
2.372815018475030180e-02 1.984785410105319947e+00 5.885288180527711691e-43 5.885288180527712017e-07
2.374758354799123838e-02 1.984797650517253764e+00 5.885324475812487885e-43 5.885324475812488570e-07
2.376701465489779175e-02 1.984809906094504139e+00 5.885360816065479013e-43 5.885360816065478786e-07
2.378644350124796414e-02 1.984822176822110595e+00 5.885397201242326227e-43 5.885397201242326727e-07
2.380587008282886163e-02 1.984834462685126866e+00 5.885433631298708118e-43 5.885433631298708217e-07
2.382529439543674965e-02 1.984846763668613789e+00 5.885470106190329560e-43 5.885470106190329786e-07
2.384471643487695580e-02 1.984859079757645528e+00 5.885506625872930479e-43 5.885506625872930786e-07
2.386413619696386990e-02 1.984871410937301572e+00 5.885543190302269916e-43 5.885543190302270686e-07
2.388355367752097169e-02 1.984883757192677400e+00 5.885579799434153110e-43 5.885579799434153424e-07
2.390296887238077539e-02 1.984896118508872487e+00 5.885616453224394862e-43 5.885616453224394587e-07
2.392238177738481575e-02 1.984908494870999629e+00 5.885653151628854577e-43 5.885653151628855286e-07
2.394179238838363422e-02 1.984920886264183171e+00 5.885689894603421134e-43 5.885689894603420987e-07
2.396120070123675116e-02 1.984933292673551897e+00 5.885726682103998544e-43 5.885726682103998332e-07
2.398060671181272141e-02 1.984945714084257684e+00 5.885763514086560120e-43 5.885763514086560665e-07
2.400001041598899543e-02 1.984958150481441752e+00 5.885800390507044125e-43 5.885800390507044273e-07
2.401941180965198874e-02 1.984970601850274186e+00 5.885837311321480427e-43 5.885837311321480736e-07
2.403881088869704030e-02 1.984983068175923737e+00 5.885874276485888537e-43 5.885874276485888925e-07
2.405820764902841247e-02 1.984995549443578255e+00 5.885911285956348504e-43 5.885911285956349125e-07
2.407760208655923551e-02 1.985008045638426477e+00 5.885948339688941970e-43 5.885948339688942676e-07
2.409699419721153535e-02 1.985020556745670905e+00 5.885985437639791998e-43 5.885985437639792213e-07
2.411638397691617808e-02 1.985033082750527811e+00 5.886022579765060681e-43 5.886022579765060605e-07
2.413577142161291156e-02 1.985045623638215684e+00 5.886059766020918875e-43 5.886059766020919191e-07
2.415515652725028217e-02 1.985058179393973443e+00 5.886096996363595582e-43 5.886096996363595425e-07
2.417453928978563482e-02 1.985070750003036455e+00 5.886134270749311841e-43 5.886134270749312527e-07
2.419391970518514068e-02 1.985083335450665842e+00 5.886171589134363564e-43 5.886171589134363598e-07
2.421329776942371392e-02 1.985095935722118288e+00 5.886208951475033920e-43 5.886208951475034325e-07
2.423267347848506725e-02 1.985108550802668237e+00 5.886246357727659445e-43 5.886246357727660161e-07
2.425204682836162862e-02 1.985121180677603459e+00 5.886283807848614115e-43 5.886283807848614673e-07
2.427141781505458284e-02 1.985133825332210389e+00 5.886321301794270311e-43 5.886321301794270370e-07
2.429078643457378839e-02 1.985146484751794560e+00 5.886358839521054579e-43 5.886358839521054819e-07
2.431015268293784670e-02 1.985159158921666389e+00 5.886396420985411787e-43 5.886396420985412527e-07
2.432951655617401898e-02 1.985171847827150948e+00 5.886434046143825035e-43 5.886434046143825058e-07
2.434887805031822616e-02 1.985184551453581747e+00 5.886471714952806898e-43 5.886471714952806801e-07
2.436823716141503504e-02 1.985197269786298957e+00 5.886509427368887472e-43 5.886509427368888023e-07
2.438759388551767215e-02 1.985210002810655627e+00 5.886547183348635091e-43 5.886547183348634994e-07
2.440694821868795439e-02 1.985222750512016798e+00 5.886584982848656319e-43 5.886584982848656333e-07
2.442630015699630286e-02 1.985235512875755060e+00 5.886622825825576043e-43 5.886622825825576541e-07
2.444564969652172903e-02 1.985248289887246553e+00 5.886660712236031099e-43 5.886660712236031767e-07
2.446499683335183473e-02 1.985261081531888294e+00 5.886698642036722043e-43 5.886698642036722744e-07
2.448434156358274272e-02 1.985273887795085734e+00 5.886736615184371739e-43 5.886736615184372444e-07
2.450368388331913838e-02 1.985286708662244770e+00 5.886774631635708624e-43 5.886774631635709127e-07
2.452302378867421417e-02 1.985299544118789949e+00 5.886812691347510520e-43 5.886812691347510822e-07
2.454236127576966964e-02 1.985312394150151150e+00 5.886850794276574368e-43 5.886850794276574611e-07
2.456169634073569752e-02 1.985325258741776011e+00 5.886888940379751275e-43 5.886888940379751579e-07
2.458102897971098377e-02 1.985338137879109954e+00 5.886927129613882787e-43 5.886927129613883279e-07
2.460035918884263817e-02 1.985351031547617495e+00 5.886965361935867005e-43 5.886965361935867380e-07
2.461968696428623593e-02 1.985363939732768035e+00 5.887003637302620353e-43 5.887003637302620611e-07
2.463901230220580385e-02 1.985376862420045185e+00 5.887041955671099079e-43 5.887041955671098874e-07
2.465833519877375091e-02 1.985389799594941440e+00 5.887080316998281737e-43 5.887080316998282426e-07
2.467765565017089602e-02 1.985402751242951958e+00 5.887118721241162015e-43 5.887118721241162109e-07
2.469697365258642641e-02 1.985415717349591880e+00 5.887157168356788560e-43 5.887157168356789118e-07
2.471628920221792536e-02 1.985428697900381234e+00 5.887195658302224360e-43 5.887195658302224176e-07
2.473560229527128895e-02 1.985441692880851594e+00 5.887234191034568247e-43 5.887234191034568241e-07
2.475491292796078158e-02 1.985454702276540306e+00 5.887272766510936575e-43 5.887272766510937094e-07
2.477422109650896653e-02 1.985467726073001149e+00 5.887311384688491899e-43 5.887311384688492043e-07
2.479352679714676155e-02 1.985480764255793229e+00 5.887350045524414300e-43 5.887350045524414514e-07
2.481283002611331390e-02 1.985493816810482315e+00 5.887388748975903769e-43 5.887388748975903932e-07
2.483213077965606974e-02 1.985506883722656379e+00 5.887427495000225616e-43 5.887427495000225368e-07
2.485142905403074642e-02 1.985519964977892737e+00 5.887466283554614085e-43 5.887466283554614245e-07
2.487072484550130469e-02 1.985533060561802010e+00 5.887505114596401396e-43 5.887505114596401279e-07
2.489001815033992093e-02 1.985546170459988602e+00 5.887543988082901446e-43 5.887543988082901303e-07
2.490930896482698720e-02 1.985559294658068907e+00 5.887582903971463981e-43 5.887582903971464091e-07
2.492859728525111118e-02 1.985572433141678417e+00 5.887621862219496890e-43 5.887621862219497650e-07
2.494788310790907460e-02 1.985585585896445959e+00 5.887660862784383373e-43 5.887660862784383516e-07
2.496716642910584705e-02 1.985598752908029230e+00 5.887699905623599026e-43 5.887699905623599578e-07
2.498644724515454441e-02 1.985611934162081926e+00 5.887738990694603517e-43 5.887738990694603606e-07
2.500572555237641492e-02 1.985625129644269293e+00 5.887778117954889966e-43 5.887778117954890427e-07
2.502500134710082536e-02 1.985638339340273895e+00 5.887817287362004069e-43 5.887817287362004633e-07
2.504427462566527485e-02 1.985651563235778738e+00 5.887856498873494704e-43 5.887856498873495049e-07
2.506354538441535329e-02 1.985664801316482375e+00 5.887895752446955358e-43 5.887895752446956030e-07
2.508281361970472745e-02 1.985678053568092682e+00 5.887935048040005007e-43 5.887935048040005224e-07
2.510207932789511320e-02 1.985691319976322422e+00 5.887974385610280947e-43 5.887974385610281455e-07
2.512134250535633107e-02 1.985704600526903008e+00 5.888013765115473844e-43 5.888013765115474367e-07
2.514060314846619515e-02 1.985717895205564076e+00 5.888053186513267989e-43 5.888053186513268313e-07
2.515986125361054093e-02 1.985731203998057026e+00 5.888092649761414586e-43 5.888092649761414347e-07
2.517911681718323913e-02 1.985744526890134143e+00 5.888132154817664838e-43 5.888132154817664584e-07
2.519836983558612631e-02 1.985757863867561035e+00 5.888171701639812162e-43 5.888171701639812431e-07
2.521762030522903264e-02 1.985771214916112637e+00 5.888211290185676266e-43 5.888211290185676706e-07
2.523686822252975415e-02 1.985784580021573209e+00 5.888250920413103936e-43 5.888250920413103756e-07
2.525611358391403882e-02 1.985797959169734561e+00 5.888290592279966655e-43 5.888290592279966396e-07
2.527535638581554500e-02 1.985811352346404934e+00 5.888330305744181306e-43 5.888330305744181913e-07
2.529459662467591075e-02 1.985824759537395234e+00 5.888370060763675127e-43 5.888370060763675004e-07
2.531383429694462894e-02 1.985838180728525693e+00 5.888409857296400849e-43 5.888409857296401070e-07
2.533306939907908895e-02 1.985851615905633416e+00 5.888449695300366161e-43 5.888449695300366336e-07
2.535230192754459044e-02 1.985865065054561729e+00 5.888489574733589108e-43 5.888489574733589731e-07
2.537153187881426020e-02 1.985878528161156620e+00 5.888529495554102871e-43 5.888529495554102891e-07
2.539075924936909368e-02 1.985892005211290723e+00 5.888569457720017894e-43 5.888569457720017918e-07
2.540998403569792730e-02 1.985905496190823349e+00 5.888609461189402404e-43 5.888609461189402446e-07
2.542920623429739679e-02 1.985919001085639568e+00 5.888649505920401896e-43 5.888649505920402461e-07
2.544842584167196498e-02 1.985932519881633773e+00 5.888689591871192926e-43 5.888689591871193592e-07
2.546764285433389396e-02 1.985946052564703024e+00 5.888729718999956035e-43 5.888729718999956765e-07
2.548685726880321745e-02 1.985959599120760366e+00 5.888769887264920355e-43 5.888769887264920549e-07
2.550606908160771291e-02 1.985973159535719290e+00 5.888810096624317403e-43 5.888810096624317749e-07
2.552527828928294329e-02 1.985986733795512826e+00 5.888850347036435255e-43 5.888850347036435170e-07
2.554448488837217368e-02 1.986000321886080666e+00 5.888890638459582696e-43 5.888890638459582909e-07
2.556368887542642687e-02 1.986013923793372715e+00 5.888930970852097982e-43 5.888930970852098591e-07
2.558289024700440006e-02 1.986027539503339323e+00 5.888971344172320964e-43 5.888971344172320901e-07
2.560208899967250651e-02 1.986041169001958373e+00 5.889011758378673535e-43 5.889011758378674286e-07
2.562128513000486163e-02 1.986054812275197090e+00 5.889052213429544932e-43 5.889052213429545075e-07
2.564047863458319976e-02 1.986068469309051565e+00 5.889092709283412010e-43 5.889092709283412772e-07
2.565966950999694351e-02 1.986082140089507231e+00 5.889133245898718170e-43 5.889133245898718764e-07
2.567885775284314831e-02 1.986095824602583271e+00 5.889173823234006381e-43 5.889173823234007142e-07
2.569804335972648845e-02 1.986109522834282437e+00 5.889214441247774210e-43 5.889214441247774350e-07
2.571722632725925717e-02 1.986123234770635460e+00 5.889255099898598081e-43 5.889255099898598359e-07
2.573640665206133882e-02 1.986136960397679729e+00 5.889295799145078314e-43 5.889295799145078316e-07
2.575558433076020892e-02 1.986150699701453526e+00 5.889336538945812840e-43 5.889336538945813369e-07
2.577475935999090639e-02 1.986164452668014668e+00 5.889377319259460924e-43 5.889377319259460897e-07
2.579393173639606129e-02 1.986178219283423196e+00 5.889418140044688999e-43 5.889418140044688870e-07
2.581310145662579769e-02 1.986191999533756025e+00 5.889459001260211293e-43 5.889459001260211843e-07
2.583226851733778917e-02 1.986205793405092290e+00 5.889499902864750794e-43 5.889499902864750724e-07
2.585143291519724495e-02 1.986219600883522673e+00 5.889540844817062352e-43 5.889540844817062420e-07
2.587059464687685439e-02 1.986233421955154288e+00 5.889581827075951000e-43 5.889581827075951483e-07
2.588975370905680085e-02 1.986247256606090694e+00 5.889622849600211416e-43 5.889622849600211879e-07
2.590891009842476167e-02 1.986261104822455437e+00 5.889663912348696426e-43 5.889663912348696864e-07
2.592806381167583885e-02 1.986274966590377389e+00 5.889705015280277175e-43 5.889705015280277695e-07
2.594721484551264223e-02 1.986288841896000967e+00 5.889746158353866230e-43 5.889746158353866921e-07
2.596636319664517856e-02 1.986302730725466592e+00 5.889787341528368989e-43 5.889787341528369680e-07
2.598550886179086528e-02 1.986316633064937776e+00 5.889828564762757759e-43 5.889828564762757813e-07
2.600465183767455835e-02 1.986330548900582915e+00 5.889869828016018389e-43 5.889869828016019044e-07
