# phi[M_Pl]	V[H0^2*Mpl^2]	V[GeV^4]	V[eV^4]
8.082247975882282665e-02 2.079205305574497231e+00 6.165262172669221796e-43 6.165262172669221749e-07
8.082961589317114171e-02 2.079222560847952650e+00 6.165313338027654562e-43 6.165313338027655170e-07
8.083675086046755720e-02 2.079239813800096925e+00 6.165364496502932200e-43 6.165364496502932632e-07
8.084388466121790462e-02 2.079257064431498492e+00 6.165415648096740202e-43 6.165415648096740788e-07
8.085101729592771014e-02 2.079274312742715125e+00 6.165466792810732992e-43 6.165466792810733471e-07
8.085814876510238891e-02 2.079291558734293943e+00 6.165517930646533932e-43 6.165517930646533807e-07
8.086527906924713405e-02 2.079308802406799828e+00 6.165569061605814972e-43 6.165569061605815746e-07
8.087240820886690273e-02 2.079326043760790554e+00 6.165620185690232927e-43 6.165620185690233119e-07
8.087953618446652726e-02 2.079343282796816794e+00 6.165671302901419920e-43 6.165671302901420700e-07
8.088666299655057623e-02 2.079360519515446981e+00 6.165722413241061441e-43 6.165722413241061966e-07
8.089378864562346561e-02 2.079377753917231786e+00 6.165773516710789615e-43 6.165773516710789574e-07
8.090091313218938929e-02 2.079394986002736090e+00 6.165824613312280373e-43 6.165824613312280649e-07
8.090803645675234690e-02 2.079412215772517669e+00 6.165875703047187346e-43 6.165875703047187964e-07
8.091515861981615765e-02 2.079429443227137853e+00 6.165926785917173719e-43 6.165926785917173821e-07
8.092227962188443258e-02 2.079446668367168627e+00 6.165977861923936935e-43 6.165977861923937581e-07
8.092939946346058844e-02 2.079463891193142899e+00 6.166028931069057338e-43 6.166028931069057900e-07
8.093651814504784769e-02 2.079481111705646867e+00 6.166079993354273790e-43 6.166079993354274372e-07
8.094363566714922464e-02 2.079498329905224097e+00 6.166131048781196110e-43 6.166131048781196361e-07
8.095075203026753929e-02 2.079515545792453679e+00 6.166182097351541650e-43 6.166182097351542284e-07
8.095786723490544512e-02 2.079532759367886285e+00 6.166233139066944923e-43 6.166233139066944797e-07
8.096498128156534579e-02 2.079549970632086797e+00 6.166284173929078676e-43 6.166284173929078908e-07
8.097209417074949234e-02 2.079567179585627201e+00 6.166335201939641145e-43 6.166335201939641860e-07
8.097920590295992760e-02 2.079584386229051063e+00 6.166386223100242944e-43 6.166386223100243014e-07
8.098631647869848627e-02 2.079601590562948132e+00 6.166437237412633291e-43 6.166437237412633612e-07
8.099342589846683649e-02 2.079618792587861975e+00 6.166488244878422799e-43 6.166488244878423015e-07
8.100053416276639662e-02 2.079635992304371683e+00 6.166539245499330416e-43 6.166539245499330702e-07
8.100764127209846011e-02 2.079653189713013717e+00 6.166590239276945250e-43 6.166590239276945917e-07
8.101474722696404285e-02 2.079670384814399142e+00 6.166641226213080241e-43 6.166641226213080252e-07
8.102185202786404972e-02 2.079687577609067972e+00 6.166692206309336445e-43 6.166692206309336718e-07
8.102895567529910803e-02 2.079704768097577983e+00 6.166743179567367493e-43 6.166743179567368086e-07
8.103605816976969245e-02 2.079721956280501161e+00 6.166794145988869229e-43 6.166794145988869482e-07
8.104315951177612498e-02 2.079739142158416598e+00 6.166845105575559805e-43 6.166845105575560383e-07
8.105025970181842232e-02 2.079756325731878519e+00 6.166896058329081697e-43 6.166896058329081915e-07
8.105735874039650402e-02 2.079773507001462463e+00 6.166947004251141108e-43 6.166947004251140849e-07
8.106445662801002594e-02 2.079790685967729758e+00 6.166997943343403614e-43 6.166997943343403723e-07
8.107155336515851907e-02 2.079807862631255944e+00 6.167048875607575417e-43 6.167048875607575190e-07
8.107864895234123681e-02 2.079825036992609455e+00 6.167099801045341212e-43 6.167099801045341905e-07
8.108574339005729381e-02 2.079842209052344515e+00 6.167150719658346664e-43 6.167150719658347112e-07
8.109283667880559654e-02 2.079859378811047321e+00 6.167201631448326648e-43 6.167201631448327229e-07
8.109992881908482942e-02 2.079876546269272097e+00 6.167252536416927625e-43 6.167252536416927616e-07
8.110701981139353811e-02 2.079893711427601488e+00 6.167303434565875711e-43 6.167303434565876221e-07
8.111410965623000457e-02 2.079910874286611033e+00 6.167354325896877107e-43 6.167354325896877698e-07
8.112119835409237201e-02 2.079928034846862062e+00 6.167405210411596594e-43 6.167405210411596467e-07
8.112828590547854768e-02 2.079945193108926560e+00 6.167456088111730814e-43 6.167456088111730828e-07
8.113537231088625845e-02 2.079962349073376515e+00 6.167506958998976412e-43 6.167506958998976965e-07
8.114245757081305077e-02 2.079979502740780362e+00 6.167557823075017284e-43 6.167557823075017298e-07
8.114954168575624904e-02 2.079996654111717191e+00 6.167608680341571581e-43 6.167608680341572362e-07
8.115662465621298338e-02 2.080013803186751886e+00 6.167659530800313642e-43 6.167659530800313987e-07
8.116370648268021737e-02 2.080030949966463538e+00 6.167710374452961617e-43 6.167710374452961652e-07
8.117078716565470642e-02 2.080048094451431240e+00 6.167761211301230469e-43 6.167761211301230598e-07
8.117786670563297002e-02 2.080065236642219872e+00 6.167812041346797724e-43 6.167812041346797950e-07
8.118494510311141665e-02 2.080082376539394318e+00 6.167862864591336925e-43 6.167862864591337657e-07
8.119202235858616334e-02 2.080099514143544326e+00 6.167913681036597287e-43 6.167913681036597784e-07
8.119909847255320223e-02 2.080116649455241884e+00 6.167964490684275452e-43 6.167964490684275571e-07
8.120617344550830341e-02 2.080133782475058979e+00 6.168015293536067268e-43 6.168015293536067204e-07
8.121324727794704268e-02 2.080150913203578256e+00 6.168066089593698053e-43 6.168066089593698511e-07
8.122031997036478768e-02 2.080168041641353938e+00 6.168116878858814267e-43 6.168116878858814854e-07
8.122739152325675338e-02 2.080185167788986433e+00 6.168167661333195393e-43 6.168167661333196062e-07
8.123446193711790497e-02 2.080202291647033519e+00 6.168218437018494266e-43 6.168218437018494906e-07
8.124153121244305498e-02 2.080219413216106261e+00 6.168269205916523026e-43 6.168269205916522979e-07
8.124859934972680775e-02 2.080236532496741120e+00 6.168319968028873969e-43 6.168319968028873762e-07
8.125566634946354561e-02 2.080253649489538503e+00 6.168370723357325783e-43 6.168370723357326024e-07
8.126273221214752596e-02 2.080270764195066846e+00 6.168421471903563958e-43 6.168421471903564301e-07
8.126979693827270090e-02 2.080287876613915898e+00 6.168472213669339303e-43 6.168472213669339834e-07
8.127686052833293928e-02 2.080304986746646989e+00 6.168522948656314208e-43 6.168522948656314926e-07
8.128392298282186013e-02 2.080322094593853421e+00 6.168573676866248245e-43 6.168573676866248227e-07
8.129098430223288818e-02 2.080339200156103630e+00 6.168624398300827700e-43 6.168624398300827453e-07
8.129804448705926778e-02 2.080356303433987364e+00 6.168675112961800195e-43 6.168675112961800666e-07
8.130510353779402122e-02 2.080373404428080164e+00 6.168725820850874323e-43 6.168725820850874639e-07
8.131216145493001812e-02 2.080390503138964675e+00 6.168776521969774604e-43 6.168776521969775200e-07
8.131921823895989221e-02 2.080407599567209331e+00 6.168827216320188919e-43 6.168827216320189005e-07
8.132627389037612453e-02 2.080424693713421647e+00 6.168877903903918260e-43 6.168877903903918115e-07
8.133332840967094635e-02 2.080441785578162950e+00 6.168928584722627406e-43 6.168928584722628010e-07
8.134038179733645013e-02 2.080458875162015886e+00 6.168979258778043270e-43 6.168979258778043460e-07
8.134743405386450632e-02 2.080475962465577311e+00 6.169029926071934980e-43 6.169029926071934764e-07
8.135448517974677718e-02 2.080493047489401448e+00 6.169080586605947403e-43 6.169080586605947284e-07
8.136153517547478620e-02 2.080510130234099364e+00 6.169131240381892682e-43 6.169131240381892611e-07
8.136858404153976543e-02 2.080527210700246599e+00 6.169181887401475426e-43 6.169181887401475398e-07
8.137563177843287754e-02 2.080544288888422244e+00 6.169232527666415375e-43 6.169232527666415124e-07
8.138267838664495213e-02 2.080561364799208945e+00 6.169283161178437054e-43 6.169283161178437618e-07
8.138972386666676329e-02 2.080578438433185795e+00 6.169333787939261000e-43 6.169333787939261297e-07
8.139676821898876591e-02 2.080595509790970965e+00 6.169384407950717677e-43 6.169384407950717870e-07
8.140381144410131775e-02 2.080612578873093810e+00 6.169435021214377076e-43 6.169435021214377525e-07
8.141085354249452677e-02 2.080629645680193818e+00 6.169485627732137368e-43 6.169485627732137616e-07
8.141789451465833438e-02 2.080646710212818107e+00 6.169536227505617928e-43 6.169536227505618093e-07
8.142493436108245997e-02 2.080663772471574191e+00 6.169586820536622138e-43 6.169586820536622077e-07
8.143197308225644249e-02 2.080680832457034057e+00 6.169637406826845844e-43 6.169637406826845752e-07
8.143901067866965438e-02 2.080697890169805220e+00 6.169687986378089240e-43 6.169687986378089063e-07
8.144604715081121826e-02 2.080714945610452560e+00 6.169738559192029055e-43 6.169738559192029136e-07
8.145308249917011800e-02 2.080731998779565828e+00 6.169789125270412911e-43 6.169789125270412975e-07
8.146011672423508765e-02 2.080749049677759643e+00 6.169839684615064101e-43 6.169839684615064877e-07
8.146714982649472248e-02 2.080766098305584677e+00 6.169890237227614749e-43 6.169890237227615382e-07
8.147418180643740959e-02 2.080783144663655548e+00 6.169940783109887351e-43 6.169940783109887728e-07
8.148121266455130018e-02 2.080800188752544244e+00 6.169991322263577753e-43 6.169991322263578098e-07
8.148824240132440666e-02 2.080817230572854726e+00 6.170041854690478185e-43 6.170041854690477966e-07
8.149527101724450551e-02 2.080834270125169638e+00 6.170092380392314761e-43 6.170092380392315281e-07
8.150229851279922055e-02 2.080851307410078732e+00 6.170142899370835899e-43 6.170142899370835988e-07
8.150932488847595359e-02 2.080868342428164652e+00 6.170193411627770901e-43 6.170193411627771212e-07
8.151635014476188434e-02 2.080885375180034913e+00 6.170243917164920758e-43 6.170243917164920897e-07
8.152337428214409543e-02 2.080902405666272159e+00 6.170294415984012380e-43 6.170294415984012990e-07
8.153039730110935024e-02 2.080919433887459036e+00 6.170344908086773476e-43 6.170344908086773322e-07
8.153741920214432892e-02 2.080936459844203057e+00 6.170395393475006630e-43 6.170395393475007131e-07
8.154443998573544794e-02 2.080953483537069104e+00 6.170445872150386181e-43 6.170445872150386248e-07
8.155145965236895722e-02 2.080970504966682455e+00 6.170496344114764895e-43 6.170496344114765676e-07
8.155847820253089853e-02 2.080987524133615096e+00 6.170546809369840211e-43 6.170546809369840539e-07
8.156549563670716096e-02 2.081004541038481648e+00 6.170597267917434627e-43 6.170597267917435134e-07
8.157251195538336996e-02 2.081021555681839885e+00 6.170647719759201772e-43 6.170647719759202235e-07
8.157952715904501217e-02 2.081038568064318639e+00 6.170698164897006360e-43 6.170698164897006373e-07
8.158654124817739384e-02 2.081055578186489896e+00 6.170748603332543441e-43 6.170748603332543730e-07
8.159355422326555751e-02 2.081072586048946960e+00 6.170799035067573382e-43 6.170799035067574019e-07
8.160056608479442086e-02 2.081089591652290238e+00 6.170849460103877258e-43 6.170849460103877068e-07
8.160757683324866563e-02 2.081106594997134351e+00 6.170899878443275975e-43 6.170899878443276113e-07
8.161458646911282089e-02 2.081123596084033522e+00 6.170950290087414399e-43 6.170950290087414401e-07
8.162159499287117981e-02 2.081140594913620134e+00 6.171000695038165211e-43 6.171000695038165990e-07
8.162860240500786901e-02 2.081157591486483938e+00 6.171051093297279218e-43 6.171051093297280004e-07
8.163560870600679309e-02 2.081174585803196919e+00 6.171101484866453063e-43 6.171101484866453685e-07
8.164261389635171784e-02 2.081191577864377251e+00 6.171151869747518005e-43 6.171151869747518743e-07
8.164961797652617315e-02 2.081208567670621790e+00 6.171202247942244766e-43 6.171202247942245475e-07
8.165662094701348073e-02 2.081225555222506074e+00 6.171252619452337954e-43 6.171252619452338536e-07
8.166362280829683740e-02 2.081242540520662487e+00 6.171302984279676622e-43 6.171302984279677279e-07
8.167062356085916242e-02 2.081259523565670122e+00 6.171353342425974935e-43 6.171353342425974830e-07
8.167762320518325014e-02 2.081276504358118729e+00 6.171403693892982110e-43 6.171403693892982429e-07
8.168462174175165902e-02 2.081293482898622926e+00 6.171454038682521439e-43 6.171454038682521196e-07
8.169161917104678095e-02 2.081310459187768913e+00 6.171504376796329393e-43 6.171504376796329666e-07
8.169861549355079966e-02 2.081327433226174861e+00 6.171554708236242010e-43 6.171554708236242726e-07
8.170561070974571849e-02 2.081344405014416310e+00 6.171605033003963102e-43 6.171605033003962911e-07
8.171260482011334647e-02 2.081361374553104326e+00 6.171655351101304812e-43 6.171655351101304988e-07
8.171959782513527060e-02 2.081378341842839319e+00 6.171705662530049808e-43 6.171705662530049846e-07
8.172658972529293908e-02 2.081395306884221696e+00 6.171755967291975982e-43 6.171755967291976253e-07
8.173358052106756422e-02 2.081412269677858973e+00 6.171806265388885917e-43 6.171806265388886271e-07
8.174057021294017789e-02 2.081429230224337346e+00 6.171856556822516880e-43 6.171856556822517377e-07
8.174755880139161768e-02 2.081446188524271435e+00 6.171906841594692164e-43 6.171906841594692810e-07
8.175454628690252690e-02 2.081463144578261648e+00 6.171957119707191253e-43 6.171957119707191339e-07
8.176153266995339619e-02 2.081480098386897737e+00 6.172007391161764159e-43 6.172007391161764203e-07
8.176851795102443865e-02 2.081497049950812084e+00 6.172057655960285154e-43 6.172057655960285465e-07
8.177550213059577022e-02 2.081513999270566018e+00 6.172107914104419019e-43 6.172107914104419542e-07
8.178248520914724318e-02 2.081530946346788369e+00 6.172158165596030469e-43 6.172158165596030967e-07
8.178946718715855713e-02 2.081547891180079546e+00 6.172208410436898987e-43 6.172208410436899568e-07
8.179644806510918964e-02 2.081564833771043510e+00 6.172258648628816801e-43 6.172258648628816820e-07
8.180342784347846563e-02 2.081581774120294881e+00 6.172308880173605612e-43 6.172308880173605960e-07
8.181040652274547409e-02 2.081598712228412751e+00 6.172359105072981180e-43 6.172359105072981171e-07
8.181738410338915135e-02 2.081615648096011739e+00 6.172409323328769188e-43 6.172409323328769928e-07
8.182436058588821171e-02 2.081632581723713571e+00 6.172459534942810455e-43 6.172459534942810292e-07
8.183133597072117515e-02 2.081649513112104444e+00 6.172509739916844636e-43 6.172509739916845032e-07
8.183831025836642292e-02 2.081666442261798977e+00 6.172559938252692635e-43 6.172559938252693153e-07
8.184528344930205868e-02 2.081683369173401132e+00 6.172610129952146681e-43 6.172610129952147188e-07
8.185225554400607506e-02 2.081700293847511318e+00 6.172660315016987055e-43 6.172660315016986964e-07
8.185922654295622880e-02 2.081717216284751260e+00 6.172710493449056166e-43 6.172710493449056897e-07
8.186619644663008233e-02 2.081734136485714259e+00 6.172760665250115178e-43 6.172760665250115637e-07
8.187316525550501767e-02 2.081751054451022043e+00 6.172810830422006502e-43 6.172810830422006541e-07
8.188013297005823643e-02 2.081767970181275018e+00 6.172860988966509621e-43 6.172860988966509437e-07
8.188709959076673206e-02 2.081784883677059383e+00 6.172911140885363395e-43 6.172911140885363918e-07
8.189406511810731759e-02 2.081801794939028838e+00 6.172961286180507414e-43 6.172961286180507573e-07
8.190102955255659789e-02 2.081818703967748263e+00 6.173011424853615221e-43 6.173011424853615408e-07
8.190799289459099741e-02 2.081835610763857147e+00 6.173061556906583392e-43 6.173061556906583720e-07
8.191495514468676020e-02 2.081852515327938136e+00 6.173111682341140431e-43 6.173111682341140454e-07
8.192191630331990826e-02 2.081869417660627164e+00 6.173161801159170966e-43 6.173161801159171320e-07
8.192887637096629705e-02 2.081886317762535299e+00 6.173211913362486342e-43 6.173211913362486848e-07
8.193583534810158775e-02 2.081903215634241633e+00 6.173262018952804710e-43 6.173262018952805457e-07
8.194279323520123337e-02 2.081920111276374996e+00 6.173312117931991579e-43 6.173312117931991680e-07
8.194975003274054814e-02 2.081937004689564219e+00 6.173362210301910072e-43 6.173362210301910046e-07
8.195670574119455487e-02 2.081953895874391947e+00 6.173412296064287895e-43 6.173412296064288503e-07
8.196366036103819308e-02 2.081970784831494115e+00 6.173462375221010474e-43 6.173462375221010641e-07
8.197061389274613863e-02 2.081987671561442710e+00 6.173512447773775247e-43 6.173512447773775819e-07
8.197756633679290084e-02 2.082004556064912748e+00 6.173562513724583139e-43 6.173562513724583036e-07
8.198451769365280861e-02 2.082021438342469111e+00 6.173612573075109284e-43 6.173612573075109416e-07
8.199146796379998270e-02 2.082038318394726417e+00 6.173662625827175385e-43 6.173662625827176080e-07
8.199841714770836343e-02 2.082055196222309945e+00 6.173712671982636596e-43 6.173712671982636972e-07
8.200536524585168296e-02 2.082072071825844972e+00 6.173762711543345684e-43 6.173762711543346035e-07
8.201231225870350694e-02 2.082088945205931907e+00 6.173812744511083724e-43 6.173812744511084156e-07
8.201925818673717894e-02 2.082105816363167605e+00 6.173862770887621440e-43 6.173862770887621634e-07
8.202620303042590377e-02 2.082122685298205766e+00 6.173912790674894436e-43 6.173912790674894997e-07
8.203314679024262257e-02 2.082139552011632588e+00 6.173962803874643964e-43 6.173962803874643840e-07
8.204008946666016544e-02 2.082156416504066243e+00 6.174012810488702078e-43 6.174012810488701988e-07
8.204703106015108494e-02 2.082173278776124903e+00 6.174062810518900834e-43 6.174062810518901152e-07
8.205397157118780871e-02 2.082190138828433845e+00 6.174112803967094592e-43 6.174112803967095274e-07
8.206091100024258400e-02 2.082206996661593479e+00 6.174162790835065224e-43 6.174162790835065240e-07
8.206784934778738050e-02 2.082223852276239739e+00 6.174212771124696562e-43 6.174212771124696759e-07
8.207478661429408462e-02 2.082240705672965930e+00 6.174262744837748175e-43 6.174262744837748481e-07
8.208172280023430523e-02 2.082257556852400882e+00 6.174312711976085575e-43 6.174312711976085998e-07
8.208865790607951241e-02 2.082274405815176976e+00 6.174362672541583035e-43 6.174362672541583369e-07
8.209559193230095420e-02 2.082291252561876860e+00 6.174412626535969057e-43 6.174412626535969601e-07
8.210252487936972599e-02 2.082308097093147126e+00 6.174462573961160133e-43 6.174462573961160047e-07
8.210945674775670111e-02 2.082324939409595288e+00 6.174512514818957253e-43 6.174512514818957828e-07
8.211638753793255863e-02 2.082341779511846624e+00 6.174562449111215572e-43 6.174562449111215829e-07
8.212331725036782493e-02 2.082358617400508649e+00 6.174612376839736877e-43 6.174612376839737171e-07
8.213024588553277661e-02 2.082375453076210192e+00 6.174662298006384290e-43 6.174662298006384267e-07
8.213717344389756536e-02 2.082392286539569426e+00 6.174712212612991458e-43 6.174712212612992004e-07
8.214409992593210696e-02 2.082409117791208075e+00 6.174762120661402386e-43 6.174762120661402678e-07
8.215102533210615066e-02 2.082425946831730101e+00 6.174812022153407710e-43 6.174812022153407762e-07
8.215794966288922363e-02 2.082442773661778546e+00 6.174861917090913563e-43 6.174861917090914142e-07
8.216487291875071430e-02 2.082459598281946711e+00 6.174911805475679515e-43 6.174911805475679408e-07
8.217179510015976129e-02 2.082476420692888297e+00 6.174961687309644361e-43 6.174961687309644327e-07
8.217871620758535056e-02 2.082493240895207265e+00 6.175011562594597937e-43 6.175011562594598254e-07
8.218563624149630154e-02 2.082510058889525340e+00 6.175061431332385842e-43 6.175061431332385605e-07
8.219255520236118384e-02 2.082526874676467799e+00 6.175111293524859248e-43 6.175111293524859263e-07
8.219947309064841445e-02 2.082543688256656367e+00 6.175161149173864548e-43 6.175161149173864703e-07
8.220638990682620217e-02 2.082560499630705664e+00 6.175210998281223443e-43 6.175210998281224103e-07
8.221330565136258928e-02 2.082577308799255178e+00 6.175260840848830120e-43 6.175260840848830581e-07
8.222022032472540987e-02 2.082594115762926634e+00 6.175310676878529379e-43 6.175310676878529612e-07
8.222713392738230376e-02 2.082610920522313336e+00 6.175360506372081587e-43 6.175360506372081965e-07
8.223404645980075811e-02 2.082627723078076087e+00 6.175410329331445449e-43 6.175410329331445345e-07
8.224095792244799641e-02 2.082644523430818850e+00 6.175460145758411601e-43 6.175460145758412285e-07
8.224786831579114499e-02 2.082661321581177560e+00 6.175509955654865468e-43 6.175509955654865315e-07
8.225477764029706651e-02 2.082678117529763284e+00 6.175559759022619192e-43 6.175559759022619205e-07
8.226168589643247098e-02 2.082694911277208405e+00 6.175609555863548638e-43 6.175609555863549073e-07
8.226859308466386023e-02 2.082711702824138200e+00 6.175659346179507369e-43 6.175659346179507804e-07
8.227549920545756956e-02 2.082728492171181500e+00 6.175709129972360099e-43 6.175709129972359929e-07
8.228240425927971224e-02 2.082745279318967135e+00 6.175758907243969948e-43 6.175758907243969979e-07
8.228930824659624887e-02 2.082762064268109725e+00 6.175808677996161804e-43 6.175808677996162252e-07
8.229621116787291801e-02 2.082778847019245205e+00 6.175858442230818701e-43 6.175858442230819278e-07
8.230311302357529168e-02 2.082795627572984642e+00 6.175908199949755968e-43 6.175908199949755825e-07
8.231001381416873375e-02 2.082812405929978183e+00 6.175957951154898856e-43 6.175957951154898894e-07
8.231691354011842765e-02 2.082829182090840447e+00 6.176007695848070658e-43 6.176007695848070664e-07
8.232381220188939031e-02 2.082845956056196712e+00 6.176057434031124938e-43 6.176057434031125078e-07
8.233070979994640270e-02 2.082862727826693572e+00 6.176107165705979778e-43 6.176107165705979607e-07
8.233760633475409318e-02 2.082879497402927882e+00 6.176156890874404306e-43 6.176156890874404550e-07
8.234450180677688191e-02 2.082896264785553342e+00 6.176206609538338112e-43 6.176206609538338554e-07
8.235139621647900865e-02 2.082913029975191677e+00 6.176256321699622013e-43 6.176256321699621798e-07
8.235828956432453274e-02 2.082929792972468164e+00 6.176306027360112759e-43 6.176306027360113519e-07
8.236518185077730536e-02 2.082946553778015186e+00 6.176355726521684621e-43 6.176355726521684601e-07
8.237207307630099729e-02 2.082963312392472233e+00 6.176405419186233380e-43 6.176405419186233456e-07
8.237896324135908499e-02 2.082980068816461028e+00 6.176455105355603038e-43 6.176455105355603441e-07
8.238585234641487842e-02 2.082996823050596191e+00 6.176504785031616890e-43 6.176504785031616734e-07
8.239274039193145160e-02 2.083013575095538528e+00 6.176554458216232846e-43 6.176554458216233159e-07
8.239962737837175366e-02 2.083030324951895551e+00 6.176604124911251896e-43 6.176604124911252660e-07
8.240651330619849779e-02 2.083047072620317408e+00 6.176653785118603275e-43 6.176653785118603296e-07
8.241339817587420291e-02 2.083063818101415166e+00 6.176703438840099920e-43 6.176703438840099835e-07
8.242028198786124915e-02 2.083080561395835417e+00 6.176753086077655933e-43 6.176753086077656572e-07
8.242716474262178072e-02 2.083097302504206993e+00 6.176802726833138416e-43 6.176802726833139096e-07
8.243404644061777531e-02 2.083114041427158725e+00 6.176852361108412083e-43 6.176852361108411939e-07
8.244092708231098854e-02 2.083130778165319441e+00 6.176901988905339260e-43 6.176901988905339632e-07
8.244780666816306502e-02 2.083147512719342842e+00 6.176951610225859536e-43 6.176951610225859764e-07
8.245468519863535795e-02 2.083164245089843547e+00 6.177001225071797000e-43 6.177001225071797689e-07
8.246156267418910946e-02 2.083180975277468150e+00 6.177050833445066550e-43 6.177050833445066644e-07
8.246843909528535355e-02 2.083197703282831270e+00 6.177100435347492275e-43 6.177100435347493044e-07
8.247531446238491604e-02 2.083214429106590160e+00 6.177150030781021730e-43 6.177150030781021887e-07
8.248218877594847009e-02 2.083231152749345227e+00 6.177199619747436789e-43 6.177199619747437238e-07
8.248906203643643908e-02 2.083247874211778594e+00 6.177249202248759086e-43 6.177249202248759269e-07
8.249593424430914923e-02 2.083264593494497774e+00 6.177298778286788814e-43 6.177298778286788985e-07
8.250280540002664920e-02 2.083281310598128044e+00 6.177348347863382721e-43 6.177348347863383504e-07
8.250967550404886275e-02 2.083298025523326658e+00 6.177397910980487567e-43 6.177397910980487828e-07
8.251654455683546385e-02 2.083314738270725996e+00 6.177447467639979216e-43 6.177447467639979191e-07
8.252341255884601545e-02 2.083331448840951339e+00 6.177497017843712825e-43 6.177497017843712598e-07
8.253027951053983069e-02 2.083348157234656384e+00 6.177546561593625593e-43 6.177546561593625634e-07
8.253714541237605617e-02 2.083364863452459304e+00 6.177596098891550373e-43 6.177596098891551069e-07
8.254401026481365811e-02 2.083381567495003139e+00 6.177645629739394095e-43 6.177645629739394725e-07
8.255087406831139452e-02 2.083398269362930932e+00 6.177695154139062893e-43 6.177695154139063487e-07
8.255773682332787078e-02 2.083414969056889277e+00 6.177744672092475648e-43 6.177744672092475883e-07
8.256459853032144247e-02 2.083431666577489239e+00 6.177794183601442908e-43 6.177794183601443505e-07
8.257145918975036802e-02 2.083448361925373860e+00 6.177843688667872400e-43 6.177843688667872178e-07
8.257831880207260056e-02 2.083465055101221708e+00 6.177893187293775404e-43 6.177893187293775722e-07
8.258517736774602380e-02 2.083481746105622534e+00 6.177942679480901134e-43 6.177942679480901143e-07
8.259203488722827169e-02 2.083498434939254906e+00 6.177992165231261665e-43 6.177992165231262262e-07
8.259889136097676998e-02 2.083515121602708575e+00 6.178041644546605415e-43 6.178041644546606083e-07
8.260574678944881954e-02 2.083531806096676320e+00 6.178091117428986677e-43 6.178091117428986662e-07
8.261260117310148532e-02 2.083548488421769207e+00 6.178140583880218389e-43 6.178140583880218768e-07
8.261945451239166571e-02 2.083565168578640936e+00 6.178190043902236954e-43 6.178190043902236811e-07
8.262630680777605097e-02 2.083581846567916784e+00 6.178239497496897528e-43 6.178239497496897911e-07
8.263315805971117867e-02 2.083598522390246899e+00 6.178288944666127753e-43 6.178288944666128009e-07
8.264000826865336435e-02 2.083615196046267215e+00 6.178338385411813848e-43 6.178338385411813872e-07
8.264685743505875704e-02 2.083631867536638538e+00 6.178387819735915317e-43 6.178387819735915321e-07
8.265370555938331143e-02 2.083648536861975487e+00 6.178437247640253064e-43 6.178437247640253478e-07
8.266055264208278797e-02 2.083665204022938866e+00 6.178486669126788186e-43 6.178486669126788165e-07
8.266739868361278054e-02 2.083681869020168165e+00 6.178536084197417257e-43 6.178536084197417795e-07
8.267424368442866101e-02 2.083698531854295766e+00 6.178585492854012958e-43 6.178585492854013252e-07
8.268108764498567631e-02 2.083715192525978921e+00 6.178634895098526827e-43 6.178634895098526946e-07
8.268793056573879585e-02 2.083731851035835803e+00 6.178684290932789325e-43 6.178684290932789528e-07
8.269477244714287800e-02 2.083748507384552084e+00 6.178733680358836424e-43 6.178733680358837052e-07
8.270161328965255909e-02 2.083765161572731728e+00 6.178783063378457964e-43 6.178783063378457818e-07
8.270845309372229504e-02 2.083781813601042643e+00 6.178832439993631767e-43 6.178832439993631765e-07
8.271529185980637522e-02 2.083798463470113660e+00 6.178881810206227327e-43 6.178881810206227660e-07
8.272212958835886698e-02 2.083815111180609136e+00 6.178931174018209723e-43 6.178931174018209559e-07
8.272896627983367113e-02 2.083831756733143692e+00 6.178980531431405435e-43 6.178980531431405996e-07
8.273580193468448030e-02 2.083848400128395895e+00 6.179029882447823351e-43 6.179029882447823379e-07
8.274263655336484835e-02 2.083865041366987469e+00 6.179079227069309866e-43 6.179079227069310358e-07
8.274947013632807935e-02 2.083881680449572116e+00 6.179128565297801382e-43 6.179128565297801345e-07
8.275630268402735246e-02 2.083898317376799980e+00 6.179177897135225541e-43 6.179177897135225456e-07
8.276313419691562479e-02 2.083914952149310551e+00 6.179227222583480511e-43 6.179227222583481106e-07
8.276996467544564529e-02 2.083931584767750422e+00 6.179276541644481986e-43 6.179276541644482588e-07
8.277679412007003801e-02 2.083948215232780399e+00 6.179325854320188672e-43 6.179325854320188665e-07
8.278362253124117720e-02 2.083964843545029311e+00 6.179375160612467673e-43 6.179375160612468104e-07
8.279044990941129833e-02 2.083981469705150857e+00 6.179424460523255392e-43 6.179424460523255318e-07
8.279727625503241484e-02 2.083998093713795186e+00 6.179473754054480267e-43 6.179473754054480481e-07
8.280410156855638748e-02 2.084014715571615994e+00 6.179523041208079498e-43 6.179523041208080124e-07
8.281092585043486887e-02 2.084031335279252772e+00 6.179572321985952049e-43 6.179572321985952658e-07
8.281774910111930343e-02 2.084047952837352113e+00 6.179621596390012819e-43 6.179621596390013437e-07
8.282457132106102460e-02 2.084064568246567717e+00 6.179670864422200599e-43 6.179670864422201108e-07
8.283139251071108822e-02 2.084081181507553282e+00 6.179720126084453385e-43 6.179720126084453259e-07
8.283821267052042525e-02 2.084097792620941192e+00 6.179769381378648638e-43 6.179769381378649243e-07
