# z	phi[M_Pl]	V[Mpl^4_nat]	V(z)_nat
2.669177217721772077e+00 8.696040525711072611e-02 1.982079755227551754e+00 2.094195495064838042e+00
2.668877287728772529e+00 8.695415333948931791e-02 1.982087299296656280e+00 2.094180101587657106e+00
2.668577357735773425e+00 8.694790064163239462e-02 1.982094862977020089e+00 2.094164706416595578e+00
2.668277427742773877e+00 8.694164716319764674e-02 1.982102446250726846e+00 2.094149309550903837e+00
2.667977497749774773e+00 8.693539290384266760e-02 1.982110049099869098e+00 2.094133910989771863e+00
2.667677567756775225e+00 8.692913786322481462e-02 1.982117671506554490e+00 2.094118510732467797e+00
2.667377637763776121e+00 8.692288204100138971e-02 1.982125313452900883e+00 2.094103108778220701e+00
2.667077707770777018e+00 8.691662543682944497e-02 1.982132974921039015e+00 2.094087705126231214e+00
2.666777777777777469e+00 8.691036805036592150e-02 1.982140655893111170e+00 2.094072299775767476e+00
2.666477847784778366e+00 8.690410988126759384e-02 1.982148356351268514e+00 2.094056892726037233e+00
2.666177917791778818e+00 8.689785092919108389e-02 1.982156076277683088e+00 2.094041483976287310e+00
2.665877987798779714e+00 8.689159119379286089e-02 1.982163815654525152e+00 2.094026073525725451e+00
2.665578057805780166e+00 8.688533067472919980e-02 1.982171574463985841e+00 2.094010661373619797e+00
2.665278127812781062e+00 8.687906937165629229e-02 1.982179352688264284e+00 2.093995247519156777e+00
2.664978197819781514e+00 8.687280728423010800e-02 1.982187150309573820e+00 2.093979831961615190e+00
2.664678267826782410e+00 8.686654441210647781e-02 1.982194967310141553e+00 2.093964414700202781e+00
2.664378337833783306e+00 8.686028075494109379e-02 1.982202803672197255e+00 2.093948995734152163e+00
2.664078407840783758e+00 8.685401631238943987e-02 1.982210659377989792e+00 2.093933575062706609e+00
2.663778477847784654e+00 8.684775108410691669e-02 1.982218534409781796e+00 2.093918152685073863e+00
2.663478547854785106e+00 8.684148506974870285e-02 1.982226428749841229e+00 2.093902728600514962e+00
2.663178617861786002e+00 8.683521826896986595e-02 1.982234342380448489e+00 2.093887302808241202e+00
2.662878687868786454e+00 8.682895068142527928e-02 1.982242275283899513e+00 2.093871875307492303e+00
2.662578757875787350e+00 8.682268230676969123e-02 1.982250227442497792e+00 2.093856446097518642e+00
2.662278827882788246e+00 8.681641314465765591e-02 1.982258198838564134e+00 2.093841015177527964e+00
2.661978897889788698e+00 8.681014319474358865e-02 1.982266189454422456e+00 2.093825582546759989e+00
2.661678967896789594e+00 8.680387245668177987e-02 1.982274199272417103e+00 2.093810148204465094e+00
2.661379037903790046e+00 8.679760093012629796e-02 1.982282228274899527e+00 2.093794712149854576e+00
2.661079107910790942e+00 8.679132861473110028e-02 1.982290276444232724e+00 2.093779274382175259e+00
2.660779177917791394e+00 8.678505551014996378e-02 1.982298343762792125e+00 2.093763834900641996e+00
2.660479247924792290e+00 8.677878161603654050e-02 1.982306430212961601e+00 2.093748393704519373e+00
2.660179317931792742e+00 8.677250693204426046e-02 1.982314535777142339e+00 2.093732950793032899e+00
2.659879387938793638e+00 8.676623145782648427e-02 1.982322660437744410e+00 2.093717506165383213e+00
2.659579457945794534e+00 8.675995519303632275e-02 1.982330804177189876e+00 2.093702059820852668e+00
2.659279527952794986e+00 8.675367813732678957e-02 1.982338966977910566e+00 2.093686611758631244e+00
2.658979597959795882e+00 8.674740029035073186e-02 1.982347148822349414e+00 2.093671161977990636e+00
2.658679667966796334e+00 8.674112165176080247e-02 1.982355349692966229e+00 2.093655710478145693e+00
2.658379737973797230e+00 8.673484222120954323e-02 1.982363569572227480e+00 2.093640257258336135e+00
2.658079807980797682e+00 8.672856199834930169e-02 1.982371808442611627e+00 2.093624802317798128e+00
2.657779877987798578e+00 8.672228098283230047e-02 1.982380066286609566e+00 2.093609345655757181e+00
2.657479947994799030e+00 8.671599917431058180e-02 1.982388343086723292e+00 2.093593887271460119e+00
2.657180018001799926e+00 8.670971657243602138e-02 1.982396638825469903e+00 2.093578427164132449e+00
2.656880088008800822e+00 8.670343317686036999e-02 1.982404953485374044e+00 2.093562965333017445e+00
2.656580158015801274e+00 8.669714898723515639e-02 1.982413287048968353e+00 2.093547501777347719e+00
2.656280228022802170e+00 8.669086400321183994e-02 1.982421639498803678e+00 2.093532036496345228e+00
2.655980298029802622e+00 8.668457822444164407e-02 1.982430010817443744e+00 2.093516569489274559e+00
2.655680368036803518e+00 8.667829165057568119e-02 1.982438400987454941e+00 2.093501100755343458e+00
2.655380438043803970e+00 8.667200428126486944e-02 1.982446809991422754e+00 2.093485630293816513e+00
2.655080508050804866e+00 8.666571611616000204e-02 1.982455237811938886e+00 2.093470158103905021e+00
2.654780578057805318e+00 8.665942715491167792e-02 1.982463684431611473e+00 2.093454684184841597e+00
2.654480648064806214e+00 8.665313739717038499e-02 1.982472149833059749e+00 2.093439208535887275e+00
2.654180718071807110e+00 8.664684684258640301e-02 1.982480633998909170e+00 2.093423731156271117e+00
2.653880788078807562e+00 8.664055549080987295e-02 1.982489136911798067e+00 2.093408252045211526e+00
2.653580858085808458e+00 8.663426334149078312e-02 1.982497658554385644e+00 2.093392771201962432e+00
2.653280928092808910e+00 8.662797039427894141e-02 1.982506198909331108e+00 2.093377288625735133e+00
2.652980998099809806e+00 8.662167664882404472e-02 1.982514757959307428e+00 2.093361804315815533e+00
2.652681068106810258e+00 8.661538210477556787e-02 1.982523335687000010e+00 2.093346318271400719e+00
2.652381138113811154e+00 8.660908676178287469e-02 1.982531932075111580e+00 2.093330830491730410e+00
2.652081208120812050e+00 8.660279061949513468e-02 1.982540547106347084e+00 2.093315340976069194e+00
2.651781278127812502e+00 8.659649367756139249e-02 1.982549180763424790e+00 2.093299849723624817e+00
2.651481348134813398e+00 8.659019593563049844e-02 1.982557833029081173e+00 2.093284356733644103e+00
2.651181418141813850e+00 8.658389739335117796e-02 1.982566503886056264e+00 2.093268862005366771e+00
2.650881488148814746e+00 8.657759805037196221e-02 1.982575193317104745e+00 2.093253365538032540e+00
2.650581558155815198e+00 8.657129790634125743e-02 1.982583901304993290e+00 2.093237867330881130e+00
2.650281628162816094e+00 8.656499696090727558e-02 1.982592627832501009e+00 2.093222367383138049e+00
2.649981698169816546e+00 8.655869521371810371e-02 1.982601372882415003e+00 2.093206865694053675e+00
2.649681768176817442e+00 8.655239266442163459e-02 1.982610136437531256e+00 2.093191362262853517e+00
2.649381838183818338e+00 8.654608931266563610e-02 1.982618918480667070e+00 2.093175857088791503e+00
2.649081908190818790e+00 8.653978515809768179e-02 1.982627718994643296e+00 2.093160350171107353e+00
2.648781978197819686e+00 8.653348020036522037e-02 1.982636537962292778e+00 2.093144841509019471e+00
2.648482048204820138e+00 8.652717443911550621e-02 1.982645375366462126e+00 2.093129331101778234e+00
2.648182118211821034e+00 8.652086787399566881e-02 1.982654231190007721e+00 2.093113818948623361e+00
2.647882188218821486e+00 8.651456050465262948e-02 1.982663105415795712e+00 2.093098305048801677e+00
2.647582258225822383e+00 8.650825233073321241e-02 1.982671998026709570e+00 2.093082789401542243e+00
2.647282328232822834e+00 8.650194335188401973e-02 1.982680909005635872e+00 2.093067272006084778e+00
2.646982398239823731e+00 8.649563356775154255e-02 1.982689838335478960e+00 2.093051752861669002e+00
2.646682468246824627e+00 8.648932297798209157e-02 1.982698785999151170e+00 2.093036231967534633e+00
2.646382538253825079e+00 8.648301158222179708e-02 1.982707751979578603e+00 2.093020709322928496e+00
2.646082608260825975e+00 8.647669938011666446e-02 1.982716736259694024e+00 2.093005184927083207e+00
2.645782678267826427e+00 8.647038637131251870e-02 1.982725738822448847e+00 2.092989658779231377e+00
2.645482748274827323e+00 8.646407255545503212e-02 1.982734759650798040e+00 2.092974130878634043e+00
2.645182818281827775e+00 8.645775793218969663e-02 1.982743798727713891e+00 2.092958601224509607e+00
2.644882888288828671e+00 8.645144250116189311e-02 1.982752856036175348e+00 2.092943069816112001e+00
2.644582958295829123e+00 8.644512626201678041e-02 1.982761931559176460e+00 2.092927536652680942e+00
2.644283028302830019e+00 8.643880921439940634e-02 1.982771025279719268e+00 2.092912001733449046e+00
2.643983098309830915e+00 8.643249135795463833e-02 1.982780137180818247e+00 2.092896465057656030e+00
2.643683168316831367e+00 8.642617269232714949e-02 1.982789267245499421e+00 2.092880926624552274e+00
2.643383238323832263e+00 8.641985321716151580e-02 1.982798415456804353e+00 2.092865386433373942e+00
2.643083308330832715e+00 8.641353293210209119e-02 1.982807581797775054e+00 2.092849844483374966e+00
2.642783378337833611e+00 8.640721183679314632e-02 1.982816766251476626e+00 2.092834300773766643e+00
2.642483448344834063e+00 8.640088993087870206e-02 1.982825968800974170e+00 2.092818755303824219e+00
2.642183518351834959e+00 8.639456721400268213e-02 1.982835189429355438e+00 2.092803208072766097e+00
2.641883588358835855e+00 8.638824368580881596e-02 1.982844428119711733e+00 2.092787659079849760e+00
2.641583658365836307e+00 8.638191934594069421e-02 1.982853684855146792e+00 2.092772108324297164e+00
2.641283728372837203e+00 8.637559419404172711e-02 1.982862959618775456e+00 2.092756555805369345e+00
2.640983798379837655e+00 8.636926822975515838e-02 1.982872252393726775e+00 2.092741001522291810e+00
2.640683868386838551e+00 8.636294145272410683e-02 1.982881563163140015e+00 2.092725445474322044e+00
2.640383938393839003e+00 8.635661386259149697e-02 1.982890891910160214e+00 2.092709887660685553e+00
2.640084008400839899e+00 8.635028545900010066e-02 1.982900238617951949e+00 2.092694328080654032e+00
2.639784078407840351e+00 8.634395624159253713e-02 1.982909603269682020e+00 2.092678766733445883e+00
2.639484148414841247e+00 8.633762621001125903e-02 1.982918985848539428e+00 2.092663203618304379e+00
2.639184218421842143e+00 8.633129536389855252e-02 1.982928386337711846e+00 2.092647638734479898e+00
2.638884288428842595e+00 8.632496370289652332e-02 1.982937804720408259e+00 2.092632072081212158e+00
2.638584358435843491e+00 8.631863122664718002e-02 1.982947240979845205e+00 2.092616503657740878e+00
2.638284428442843943e+00 8.631229793479228141e-02 1.982956695099244993e+00 2.092600933463316437e+00
2.637984498449844839e+00 8.630596382697351687e-02 1.982966167061852136e+00 2.092585361497182106e+00
2.637684568456845291e+00 8.629962890283232602e-02 1.982975656850915147e+00 2.092569787758574051e+00
2.637384638463846187e+00 8.629329316201006517e-02 1.982985164449688753e+00 2.092554212246746204e+00
2.637084708470846639e+00 8.628695660414785473e-02 1.982994689841451219e+00 2.092538634960927624e+00
2.636784778477847535e+00 8.628061922888671798e-02 1.983004233009482586e+00 2.092523055900382900e+00
2.636484848484848431e+00 8.627428103586749775e-02 1.983013793937076663e+00 2.092507475064337541e+00
2.636184918491848883e+00 8.626794202473082873e-02 1.983023372607541024e+00 2.092491892452034818e+00
2.635884988498849779e+00 8.626160219511724847e-02 1.983032969004189461e+00 2.092476308062753532e+00
2.635585058505850231e+00 8.625526154666710021e-02 1.983042583110347312e+00 2.092460721895680109e+00
2.635285128512851127e+00 8.624892007902057456e-02 1.983052214909355904e+00 2.092445133950111114e+00
2.634985198519851579e+00 8.624257779181766781e-02 1.983061864384565887e+00 2.092429544225261395e+00
2.634685268526852475e+00 8.623623468469829301e-02 1.983071531519331909e+00 2.092413952720388437e+00
2.634385338533852927e+00 8.622989075730209951e-02 1.983081216297032601e+00 2.092398359434735511e+00
2.634085408540853823e+00 8.622354600926865342e-02 1.983090918701046590e+00 2.092382764367552994e+00
2.633785478547854719e+00 8.621720044023732654e-02 1.983100638714762720e+00 2.092367167518073501e+00
2.633485548554855171e+00 8.621085404984732414e-02 1.983110376321592483e+00 2.092351568885554514e+00
2.633185618561856067e+00 8.620450683773769884e-02 1.983120131504951367e+00 2.092335968469225094e+00
2.632885688568856519e+00 8.619815880354733673e-02 1.983129904248260633e+00 2.092320366268353382e+00
2.632585758575857415e+00 8.619180994691497122e-02 1.983139694534961528e+00 2.092304762282164887e+00
2.632285828582857867e+00 8.618546026747914146e-02 1.983149502348504623e+00 2.092289156509920645e+00
2.631985898589858763e+00 8.617910976487828945e-02 1.983159327672343153e+00 2.092273548950863926e+00
2.631685968596859659e+00 8.617275843875060737e-02 1.983169170489957889e+00 2.092257939604227346e+00
2.631386038603860111e+00 8.616640628873420416e-02 1.983179030784816277e+00 2.092242328469282597e+00
2.631086108610861007e+00 8.616005331446696669e-02 1.983188908540424400e+00 2.092226715545251636e+00
2.630786178617861459e+00 8.615369951558665695e-02 1.983198803740274130e+00 2.092211100831391946e+00
2.630486248624862355e+00 8.614734489173085652e-02 1.983208716367888869e+00 2.092195484326957455e+00
2.630186318631862807e+00 8.614098944253699430e-02 1.983218646406790686e+00 2.092179866031180779e+00
2.629886388638863703e+00 8.613463316764233269e-02 1.983228593840517195e+00 2.092164245943322953e+00
2.629586458645864155e+00 8.612827606668395364e-02 1.983238558652613115e+00 2.092148624062613038e+00
2.629286528652865051e+00 8.612191813929880035e-02 1.983248540826640482e+00 2.092133000388308517e+00
2.628986598659865948e+00 8.611555938512364949e-02 1.983258540346162668e+00 2.092117374919670425e+00
2.628686668666866399e+00 8.610919980379509731e-02 1.983268557194765691e+00 2.092101747655924271e+00
2.628386738673867296e+00 8.610283939494960126e-02 1.983278591356039566e+00 2.092086118596345301e+00
2.628086808680867748e+00 8.609647815822342454e-02 1.983288642813583191e+00 2.092070487740151918e+00
2.627786878687868644e+00 8.609011609325271930e-02 1.983298711551012339e+00 2.092054855086598053e+00
2.627486948694869096e+00 8.608375319967338790e-02 1.983308797551949887e+00 2.092039220634944741e+00
2.627187018701869992e+00 8.607738947712127719e-02 1.983318900800032480e+00 2.092023584384442358e+00
2.626887088708870444e+00 8.607102492523197035e-02 1.983329021278901649e+00 2.092007946334327073e+00
2.626587158715871340e+00 8.606465954364095339e-02 1.983339158972218907e+00 2.091992306483845709e+00
2.626287228722872236e+00 8.605829333198353193e-02 1.983349313863646657e+00 2.091976664832266408e+00
2.625987298729872688e+00 8.605192628989483117e-02 1.983359485936867284e+00 2.091961021378807573e+00
2.625687368736873584e+00 8.604555841700982366e-02 1.983369675175565838e+00 2.091945376122740896e+00
2.625387438743874036e+00 8.603918971296332929e-02 1.983379881563448244e+00 2.091929729063320309e+00
2.625087508750874932e+00 8.603282017738998755e-02 1.983390105084219535e+00 2.091914080199781978e+00
2.624787578757875384e+00 8.602644980992427137e-02 1.983400345721604285e+00 2.091898429531369175e+00
2.624487648764876280e+00 8.602007861020051493e-02 1.983410603459335064e+00 2.091882777057360698e+00
2.624187718771876732e+00 8.601370657785287199e-02 1.983420878281154209e+00 2.091867122776974952e+00
2.623887788778877628e+00 8.600733371251531589e-02 1.983431170170815161e+00 2.091851466689480077e+00
2.623587858785878524e+00 8.600096001382169508e-02 1.983441479112087347e+00 2.091835808794119345e+00
2.623287928792878976e+00 8.599458548140564984e-02 1.983451805088743303e+00 2.091820149090150238e+00
2.622987998799879872e+00 8.598821011490070942e-02 1.983462148084570220e+00 2.091804487576805371e+00
2.622688068806880324e+00 8.598183391394016717e-02 1.983472508083365504e+00 2.091788824253359991e+00
2.622388138813881220e+00 8.597545687815721926e-02 1.983482885068936774e+00 2.091773159119053815e+00
2.622088208820881672e+00 8.596907900718486761e-02 1.983493279025105416e+00 2.091757492173123012e+00
2.621788278827882568e+00 8.596270030065594758e-02 1.983503689935699033e+00 2.091741823414835721e+00
2.621488348834883020e+00 8.595632075820314189e-02 1.983514117784557662e+00 2.091726152843449427e+00
2.621188418841883916e+00 8.594994037945896670e-02 1.983524562555536441e+00 2.091710480458203847e+00
2.620888488848884812e+00 8.594355916405575779e-02 1.983535024232497612e+00 2.091694806258356465e+00
2.620588558855885264e+00 8.593717711162571216e-02 1.983545502799311411e+00 2.091679130243157658e+00
2.620288628862886160e+00 8.593079422180083249e-02 1.983555998239860951e+00 2.091663452411843593e+00
2.619988698869886612e+00 8.592441049421299659e-02 1.983566510538042671e+00 2.091647772763675306e+00
2.619688768876887508e+00 8.591802592849387410e-02 1.983577039677763221e+00 2.091632091297924489e+00
2.619388838883887960e+00 8.591164052427499587e-02 1.983587585642936357e+00 2.091616408013816653e+00
2.619088908890888856e+00 8.590525428118772622e-02 1.983598148417490936e+00 2.091600722910623489e+00
2.618788978897889752e+00 8.589886719886324906e-02 1.983608727985360698e+00 2.091585035987584718e+00
2.618489048904890204e+00 8.589247927693260953e-02 1.983619324330500255e+00 2.091569347243964927e+00
2.618189118911891100e+00 8.588609051502667235e-02 1.983629937436860224e+00 2.091553656678996731e+00
2.617889188918891552e+00 8.587970091277612184e-02 1.983640567288416978e+00 2.091537964291955376e+00
2.617589258925892448e+00 8.587331046981151739e-02 1.983651213869149998e+00 2.091522270082087687e+00
2.617289328932892900e+00 8.586691918576319638e-02 1.983661877163048981e+00 2.091506574048636935e+00
2.616989398939893796e+00 8.586052706026141290e-02 1.983672557154115168e+00 2.091490876190874815e+00
2.616689468946894248e+00 8.585413409293617126e-02 1.983683253826363124e+00 2.091475176508033940e+00
2.616389538953895144e+00 8.584774028341735086e-02 1.983693967163814076e+00 2.091459474999389556e+00
2.616089608960896040e+00 8.584134563133467843e-02 1.983704697150502572e+00 2.091443771664177831e+00
2.615789678967896492e+00 8.583495013631767256e-02 1.983715443770473374e+00 2.091428066501663352e+00
2.615489748974897388e+00 8.582855379799575468e-02 1.983726207007781905e+00 2.091412359511089392e+00
2.615189818981897840e+00 8.582215661599808254e-02 1.983736986846494688e+00 2.091396650691724091e+00
2.614889888988898736e+00 8.581575858995375838e-02 1.983747783270684462e+00 2.091380940042817826e+00
2.614589958995899188e+00 8.580935971949162078e-02 1.983758596264442176e+00 2.091365227563628082e+00
2.614290029002900084e+00 8.580296000424042502e-02 1.983769425811864551e+00 2.091349513253391024e+00
2.613990099009900536e+00 8.579655944382869048e-02 1.983780271897062519e+00 2.091333797111378345e+00
2.613690169016901432e+00 8.579015803788483940e-02 1.983791134504151010e+00 2.091318079136843977e+00
2.613390239023902328e+00 8.578375578603707197e-02 1.983802013617262716e+00 2.091302359329041849e+00
2.613090309030902780e+00 8.577735268791342182e-02 1.983812909220536103e+00 2.091286637687236549e+00
2.612790379037903676e+00 8.577094874314182549e-02 1.983823821298122958e+00 2.091270914210657139e+00
2.612490449044904128e+00 8.576454395134996966e-02 1.983834749834185285e+00 2.091255188898582418e+00
2.612190519051905024e+00 8.575813831216543004e-02 1.983845694812896632e+00 2.091239461750273421e+00
2.611890589058905476e+00 8.575173182521558801e-02 1.983856656218433212e+00 2.091223732764973420e+00
2.611590659065906372e+00 8.574532449012768620e-02 1.983867634034997884e+00 2.091208001941932793e+00
2.611290729072906824e+00 8.573891630652875906e-02 1.983878628246785070e+00 2.091192269280416127e+00
2.610990799079907720e+00 8.573250727404573002e-02 1.983889638838016278e+00 2.091176534779680907e+00
2.610690869086908616e+00 8.572609739230530046e-02 1.983900665792915685e+00 2.091160798438984614e+00
2.610390939093909068e+00 8.571968666093403300e-02 1.983911709095714571e+00 2.091145060257581179e+00
2.610091009100909965e+00 8.571327507955835145e-02 1.983922768730665087e+00 2.091129320234724531e+00
2.609791079107910416e+00 8.570686264780444374e-02 1.983933844682017611e+00 2.091113578369686365e+00
2.609491149114911313e+00 8.570044936529841451e-02 1.983944936934046943e+00 2.091097834661706401e+00
2.609191219121911764e+00 8.569403523166613246e-02 1.983956045471021223e+00 2.091082089110049225e+00
2.608891289128912661e+00 8.568762024653332754e-02 1.983967170277240566e+00 2.091066341713972321e+00
2.608591359135913557e+00 8.568120440952557704e-02 1.983978311336994871e+00 2.091050592472726066e+00
2.608291429142914009e+00 8.567478772026826395e-02 1.983989468634597575e+00 2.091034841385592813e+00
2.607991499149914905e+00 8.566837017838663249e-02 1.984000642154364336e+00 2.091019088451819385e+00
2.607691569156915357e+00 8.566195178350573258e-02 1.984011831880633014e+00 2.091003333670638398e+00
2.607391639163916253e+00 8.565553253525048927e-02 1.984023037797739697e+00 2.090987577041335754e+00
2.607091709170916705e+00 8.564911243324557777e-02 1.984034259890037344e+00 2.090971818563165385e+00
2.606791779177917601e+00 8.564269147711563168e-02 1.984045498141884245e+00 2.090956058235381221e+00
2.606491849184918053e+00 8.563626966648497929e-02 1.984056752537658230e+00 2.090940296057258507e+00
2.606191919191918949e+00 8.562984700097790725e-02 1.984068023061735797e+00 2.090924532028026306e+00
2.605891989198919845e+00 8.562342348021845240e-02 1.984079309698520088e+00 2.090908766146974074e+00
2.605592059205920297e+00 8.561699910383049894e-02 1.984090612432406253e+00 2.090892998413337978e+00
2.605292129212921193e+00 8.561057387143780617e-02 1.984101931247814754e+00 2.090877228826386158e+00
2.604992199219921645e+00 8.560414778266391134e-02 1.984113266129164721e+00 2.090861457385372546e+00
2.604692269226922541e+00 8.559772083713222679e-02 1.984124617060893492e+00 2.090845684089579493e+00
2.604392339233922993e+00 8.559129303446597059e-02 1.984135984027452171e+00 2.090829908938232506e+00
2.604092409240923889e+00 8.558486437428819427e-02 1.984147367013288310e+00 2.090814131930628150e+00
2.603792479247924341e+00 8.557843485622181057e-02 1.984158766002872554e+00 2.090798353066006143e+00
2.603492549254925237e+00 8.557200447988955183e-02 1.984170180980684428e+00 2.090782572343634627e+00
2.603192619261926133e+00 8.556557324491395611e-02 1.984181611931206568e+00 2.090766789762749767e+00
2.602892689268926585e+00 8.555914115091740879e-02 1.984193058838940704e+00 2.090751005322655232e+00
2.602592759275927481e+00 8.555270819752215650e-02 1.984204521688394784e+00 2.090735219022576530e+00
2.602292829282927933e+00 8.554627438435023767e-02 1.984216000464083418e+00 2.090719430861788908e+00
2.601992899289928829e+00 8.553983971102355199e-02 1.984227495150540310e+00 2.090703640839556954e+00
2.601692969296929281e+00 8.553340417716381872e-02 1.984239005732303607e+00 2.090687848955141703e+00
2.601393039303930177e+00 8.552696778239260444e-02 1.984250532193923000e+00 2.090672055207789981e+00
2.601093109310930629e+00 8.552053052633126762e-02 1.984262074519958841e+00 2.090656259596787692e+00
2.600793179317931525e+00 8.551409240860105565e-02 1.984273632694981693e+00 2.090640462121367449e+00
2.600493249324932421e+00 8.550765342882300779e-02 1.984285206703572779e+00 2.090624662780818710e+00
2.600193319331932873e+00 8.550121358661798288e-02 1.984296796530323093e+00 2.090608861574398958e+00
2.599893389338933769e+00 8.549477288160674260e-02 1.984308402159836504e+00 2.090593058501358570e+00
2.599593459345934221e+00 8.548833131340978497e-02 1.984320023576720438e+00 2.090577253560965687e+00
2.599293529352935117e+00 8.548188888164753862e-02 1.984331660765599636e+00 2.090561446752477792e+00
2.598993599359935569e+00 8.547544558594016850e-02 1.984343313711111279e+00 2.090545638075166579e+00
2.598693669366936465e+00 8.546900142590775629e-02 1.984354982397895206e+00 2.090529827528300189e+00
2.598393739373937361e+00 8.546255640117014774e-02 1.984366666810599256e+00 2.090514015111136104e+00
2.598093809380937813e+00 8.545611051134706371e-02 1.984378366933896132e+00 2.090498200822928254e+00
2.597793879387938709e+00 8.544966375605804465e-02 1.984390082752455431e+00 2.090482384662948334e+00
2.597493949394939161e+00 8.544321613492245060e-02 1.984401814250961404e+00 2.090466566630460932e+00
2.597194019401940057e+00 8.543676764755950281e-02 1.984413561414114291e+00 2.090450746724734188e+00
2.596894089408940509e+00 8.543031829358821438e-02 1.984425324226611220e+00 2.090434924945022033e+00
2.596594159415941405e+00 8.542386807262745962e-02 1.984437102673169306e+00 2.090419101290599713e+00
2.596294229422941857e+00 8.541741698429591856e-02 1.984448896738522095e+00 2.090403275760728263e+00
2.595994299429942753e+00 8.541096502821216019e-02 1.984460706407393360e+00 2.090387448354661615e+00
2.595694369436943649e+00 8.540451220399451759e-02 1.984472531664539741e+00 2.090371619071682119e+00
2.595394439443944101e+00 8.539805851126117120e-02 1.984484372494710325e+00 2.090355787911043706e+00
2.595094509450944997e+00 8.539160394963016265e-02 1.984496228882677737e+00 2.090339954872000305e+00
2.594794579457945449e+00 8.538514851871932543e-02 1.984508100813214604e+00 2.090324119953837823e+00
2.594494649464946345e+00 8.537869221814638199e-02 1.984519988271109536e+00 2.090308283155827951e+00
2.594194719471946797e+00 8.537223504752880499e-02 1.984531891241162693e+00 2.090292444477203304e+00
2.593894789478947693e+00 8.536577700648398381e-02 1.984543809708176898e+00 2.090276603917260445e+00
2.593594859485948145e+00 8.535931809462905806e-02 1.984555743656975402e+00 2.090260761475249751e+00
2.593294929492949041e+00 8.535285831158107017e-02 1.984567693072381900e+00 2.090244917150442916e+00
2.592994999499949937e+00 8.534639765695684055e-02 1.984579657939235187e+00 2.090229070942115186e+00
2.592695069506950389e+00 8.533993613037305082e-02 1.984591638242390044e+00 2.090213222849516939e+00
2.592395139513951285e+00 8.533347373144620218e-02 1.984603633966697700e+00 2.090197372871926973e+00
2.592095209520951737e+00 8.532701045979261545e-02 1.984615645097030256e+00 2.090181521008602772e+00
2.591795279527952633e+00 8.532054631502847264e-02 1.984627671618267808e+00 2.090165667258808924e+00
2.591495349534953085e+00 8.531408129676974761e-02 1.984639713515300219e+00 2.090149811621834885e+00
2.591195419541953981e+00 8.530761540463230319e-02 1.984651770773026236e+00 2.090133954096909719e+00
2.590895489548954433e+00 8.530114863823175242e-02 1.984663843376358372e+00 2.090118094683340644e+00
2.590595559555955330e+00 8.529468099718362506e-02 1.984675931310212249e+00 2.090102233380374486e+00
2.590295629562956226e+00 8.528821248110321496e-02 1.984688034559520364e+00 2.090086370187286491e+00
2.589995699569956678e+00 8.528174308960564942e-02 1.984700153109222320e+00 2.090070505103337695e+00
2.589695769576957574e+00 8.527527282230595862e-02 1.984712286944269710e+00 2.090054638127796238e+00
2.589395839583958026e+00 8.526880167881890904e-02 1.984724436049623897e+00 2.090038769259937368e+00
2.589095909590958922e+00 8.526232965875915615e-02 1.984736600410254237e+00 2.090022898499022119e+00
2.588795979597959374e+00 8.525585676174117500e-02 1.984748780011144298e+00 2.090007025844332844e+00
2.588496049604960270e+00 8.524938298737926023e-02 1.984760974837281644e+00 2.089991151295127025e+00
2.588196119611961166e+00 8.524290833528755384e-02 1.984773184873668939e+00 2.089975274850679909e+00
2.587896189618961618e+00 8.523643280507998965e-02 1.984785410105319947e+00 2.089959396510248979e+00
2.587596259625962514e+00 8.522995639637037657e-02 1.984797650517253764e+00 2.089943516273105928e+00
2.587296329632962966e+00 8.522347910877234312e-02 1.984809906094504139e+00 2.089927634138540213e+00
2.586996399639963862e+00 8.521700094189932351e-02 1.984822176822110595e+00 2.089911750105795107e+00
2.586696469646964314e+00 8.521052189536459931e-02 1.984834462685126866e+00 2.089895864174174278e+00
2.586396539653965210e+00 8.520404196878131331e-02 1.984846763668613789e+00 2.089879976342913892e+00
2.586096609660965662e+00 8.519756116176235849e-02 1.984859079757645528e+00 2.089864086611299854e+00
2.585796679667966558e+00 8.519107947392054458e-02 1.984871410937301572e+00 2.089848194978596752e+00
2.585496749674967454e+00 8.518459690486845926e-02 1.984883757192677400e+00 2.089832301444083384e+00
2.585196819681967906e+00 8.517811345421852365e-02 1.984896118508872487e+00 2.089816406007017235e+00
2.584896889688968802e+00 8.517162912158302013e-02 1.984908494870999629e+00 2.089800508666687762e+00
2.584596959695969254e+00 8.516514390657400901e-02 1.984920886264183171e+00 2.089784609422348893e+00
2.584297029702970150e+00 8.515865780880343960e-02 1.984933292673551897e+00 2.089768708273282982e+00
2.583997099709970602e+00 8.515217082788302527e-02 1.984945714084257684e+00 2.089752805218761722e+00
2.583697169716971498e+00 8.514568296342438225e-02 1.984958150481441752e+00 2.089736900258049701e+00
2.583397239723971950e+00 8.513919421503890472e-02 1.984970601850274186e+00 2.089720993390418613e+00
2.583097309730972846e+00 8.513270458233783422e-02 1.984983068175923737e+00 2.089705084615147257e+00
2.582797379737973742e+00 8.512621406493223186e-02 1.984995549443578255e+00 2.089689173931517985e+00
2.582497449744974194e+00 8.511972266243297836e-02 1.985008045638426477e+00 2.089673261338781174e+00
