# z	phi[M_Pl]	V[Mpl^4_nat]	V(z)_nat
8.587997799779977237e-01 1.442129235088229766e-02 2.097241192102526242e+00 1.980990202401567757e+00
8.584998499849985087e-01 1.440147195834969029e-02 2.097256260872594424e+00 1.980986980540648368e+00
8.581999199919991828e-01 1.438165274496742974e-02 2.097271328106273813e+00 1.980983782160543605e+00
8.578999899989998568e-01 1.436183472225495417e-02 2.097286393804363769e+00 1.980980607281696226e+00
8.576000600060005308e-01 1.434201790175682056e-02 2.097301457967638783e+00 1.980977455924564090e+00
8.573001300130012048e-01 1.432220229504273246e-02 2.097316520596898215e+00 1.980974328109614824e+00
8.570002000200019898e-01 1.430238791370765095e-02 2.097331581692927216e+00 1.980971223857332930e+00
8.567002700270026638e-01 1.428257476937179471e-02 2.097346641256525146e+00 1.980968143188211794e+00
8.564003400340033378e-01 1.426276287368077877e-02 2.097361699288462944e+00 1.980965086122761676e+00
8.561004100410040119e-01 1.424295223830562840e-02 2.097376755789564839e+00 1.980962052681501273e+00
8.558004800480047969e-01 1.422314287494286233e-02 2.097391810760566244e+00 1.980959042884971488e+00
8.555005500550054709e-01 1.420333479531454834e-02 2.097406864202305599e+00 1.980956056753713224e+00
8.552006200620061449e-01 1.418352801116837258e-02 2.097421916115553842e+00 1.980953094308292695e+00
8.549006900690068189e-01 1.416372253427772288e-02 2.097436966501085465e+00 1.980950155569282334e+00
8.546007600760076039e-01 1.414391837644171646e-02 2.097452015359710487e+00 1.980947240557273670e+00
8.543008300830082780e-01 1.412411554948528325e-02 2.097467062692203399e+00 1.980944349292866224e+00
8.540009000900089520e-01 1.410431406525924913e-02 2.097482108499374220e+00 1.980941481796672399e+00
8.537009700970096260e-01 1.408451393564037757e-02 2.097497152782004548e+00 1.980938638089320136e+00
8.534010401040104110e-01 1.406471517253145287e-02 2.097512195540868873e+00 1.980935818191452480e+00
8.531011101110110850e-01 1.404491778786132183e-02 2.097527236776780768e+00 1.980933022123722242e+00
8.528011801180117590e-01 1.402512179358499089e-02 2.097542276490521829e+00 1.980930249906796892e+00
8.525012501250124330e-01 1.400532720168368161e-02 2.097557314682855889e+00 1.980927501561357662e+00
8.522013201320131071e-01 1.398553402416490010e-02 2.097572351354617837e+00 1.980924777108097334e+00
8.519013901390138921e-01 1.396574227306250637e-02 2.097587386506571505e+00 1.980922076567723344e+00
8.516014601460145661e-01 1.394595196043674212e-02 2.097602420139512702e+00 1.980919399960958671e+00
8.513015301530152401e-01 1.392616309837435562e-02 2.097617452254237236e+00 1.980916747308533843e+00
8.510016001600159141e-01 1.390637569898867110e-02 2.097632482851530256e+00 1.980914118631198484e+00
8.507016701670166992e-01 1.388658977441960263e-02 2.097647511932169806e+00 1.980911513949711988e+00
8.504017401740173732e-01 1.386680533683375127e-02 2.097662539496973011e+00 1.980908933284848850e+00
8.501018101810180472e-01 1.384702239842448834e-02 2.097677565546696599e+00 1.980906376657394219e+00
8.498018801880187212e-01 1.382724097141201092e-02 2.097692590082168351e+00 1.980903844088151455e+00
8.495019501950195062e-01 1.380746106804343898e-02 2.097707613104166313e+00 1.980901335597934576e+00
8.492020202020201802e-01 1.378768270059280154e-02 2.097722634613472081e+00 1.980898851207566924e+00
8.489020902090208542e-01 1.376790588136121707e-02 2.097737654610874358e+00 1.980896390937892271e+00
8.486021602160215282e-01 1.374813062267689345e-02 2.097752673097179610e+00 1.980893954809762825e+00
8.483022302230223133e-01 1.372835693689521130e-02 2.097767690073169433e+00 1.980891542844045894e+00
8.480023002300229873e-01 1.370858483639879333e-02 2.097782705539639636e+00 1.980889155061625662e+00
8.477023702370236613e-01 1.368881433359760147e-02 2.097797719497378921e+00 1.980886791483392528e+00
8.474024402440243353e-01 1.366904544092897855e-02 2.097812731947175990e+00 1.980884452130253770e+00
8.471025102510250093e-01 1.364927817085771766e-02 2.097827742889826652e+00 1.980882137023133982e+00
8.468025802580257944e-01 1.362951253587617317e-02 2.097842752326116056e+00 1.980879846182963089e+00
8.465026502650264684e-01 1.360974854850427462e-02 2.097857760256847115e+00 1.980877579630691443e+00
8.462027202720271424e-01 1.358998622128965161e-02 2.097872766682812085e+00 1.980875337387279611e+00
8.459027902790278164e-01 1.357022556680767544e-02 2.097887771604796114e+00 1.980873119473701482e+00
8.456028602860286014e-01 1.355046659766154238e-02 2.097902775023584354e+00 1.980870925910946045e+00
8.453029302930292754e-01 1.353070932648234304e-02 2.097917776939961954e+00 1.980868756720015167e+00
8.450030003000299494e-01 1.351095376592913178e-02 2.097932777354753142e+00 1.980866611921924481e+00
8.447030703070306235e-01 1.349119992868902385e-02 2.097947776268725306e+00 1.980864491537699390e+00
8.444031403140314085e-01 1.347144782747725089e-02 2.097962773682681359e+00 1.980862395588382618e+00
8.441032103210320825e-01 1.345169747503720259e-02 2.097977769597399345e+00 1.980860324095030656e+00
8.438032803280327565e-01 1.343194888414056543e-02 2.097992764013678624e+00 1.980858277078712426e+00
8.435033503350334305e-01 1.341220206758736433e-02 2.098007756932318557e+00 1.980856254560510177e+00
8.432034203420342156e-01 1.339245703820604594e-02 2.098022748354111400e+00 1.980854256561517257e+00
8.429034903490348896e-01 1.337271380885352023e-02 2.098037738279838749e+00 1.980852283102850109e+00
8.426035603560355636e-01 1.335297239241528544e-02 2.098052726710310623e+00 1.980850334205622509e+00
8.423036303630362376e-01 1.333323280180546966e-02 2.098067713646290855e+00 1.980848409890976658e+00
8.420037003700369116e-01 1.331349504996692801e-02 2.098082699088603675e+00 1.980846510180059195e+00
8.417037703770376966e-01 1.329375914987131202e-02 2.098097683038016470e+00 1.980844635094037187e+00
8.414038403840383706e-01 1.327402511451913902e-02 2.098112665495342810e+00 1.980842784654085253e+00
8.411039103910390446e-01 1.325429295693986154e-02 2.098127646461364293e+00 1.980840958881394887e+00
8.408039803980397187e-01 1.323456269019197828e-02 2.098142625936880279e+00 1.980839157797170014e+00
8.405040504050405037e-01 1.321483432736310359e-02 2.098157603922643943e+00 1.980837381422626109e+00
8.402041204120411777e-01 1.319510788156998127e-02 2.098172580419529254e+00 1.980835629778996854e+00
8.399041904190418517e-01 1.317538336595865112e-02 2.098187555428257411e+00 1.980833902887525699e+00
8.396042604260425257e-01 1.315566079370447672e-02 2.098202528949659751e+00 1.980832200769475637e+00
8.393043304330433108e-01 1.313594017801225644e-02 2.098217500984517869e+00 1.980830523446114100e+00
8.390044004400439848e-01 1.311622153211626507e-02 2.098232471533631127e+00 1.980828870938726283e+00
8.387044704470446588e-01 1.309650486928035096e-02 2.098247440597766911e+00 1.980827243268612925e+00
8.384045404540453328e-01 1.307679020279801929e-02 2.098262408177756555e+00 1.980825640457086756e+00
8.381046104610460068e-01 1.305707754599251535e-02 2.098277374274360341e+00 1.980824062525474716e+00
8.378046804680467918e-01 1.303736691221689392e-02 2.098292338888406050e+00 1.980822509495117512e+00
8.375047504750474658e-01 1.301765831485408864e-02 2.098307302020657517e+00 1.980820981387366064e+00
8.372048204820481399e-01 1.299795176731703694e-02 2.098322263671921206e+00 1.980819478223591723e+00
8.369048904890488139e-01 1.297824728304869391e-02 2.098337223842992927e+00 1.980818000025171610e+00
8.366049604960495989e-01 1.295854487552219880e-02 2.098352182534643617e+00 1.980816546813505497e+00
8.363050305030502729e-01 1.293884455824086122e-02 2.098367139747704613e+00 1.980815118609995817e+00
8.360051005100509469e-01 1.291914634473832757e-02 2.098382095482953957e+00 1.980813715436068101e+00
8.357051705170516209e-01 1.289945024857860889e-02 2.098397049741176801e+00 1.980812337313158977e+00
8.354052405240524060e-01 1.287975628335619183e-02 2.098412002523183162e+00 1.980810984262717067e+00
8.351053105310530800e-01 1.286006446269609416e-02 2.098426953829754638e+00 1.980809656306203870e+00
8.348053805380537540e-01 1.284037480025397582e-02 2.098441903661683483e+00 1.980808353465097760e+00
8.345054505450544280e-01 1.282068730971622217e-02 2.098456852019779717e+00 1.980807075760889102e+00
8.342055205520552130e-01 1.280100200480001338e-02 2.098471798904821384e+00 1.980805823215083805e+00
8.339055905590558870e-01 1.278131889925339382e-02 2.098486744317607844e+00 1.980804595849194882e+00
8.336056605660565610e-01 1.276163800685539695e-02 2.098501688258945563e+00 1.980803393684760660e+00
8.333057305730572351e-01 1.274195934141610087e-02 2.098516630729609034e+00 1.980802216743322575e+00
8.330058005800579091e-01 1.272228291677672540e-02 2.098531571730408274e+00 1.980801065046440268e+00
8.327058705870586941e-01 1.270260874680971541e-02 2.098546511262121328e+00 1.980799938615689371e+00
8.324059405940593681e-01 1.268293684541881017e-02 2.098561449325572426e+00 1.980798837472653950e+00
8.321060106010600421e-01 1.266326722653916825e-02 2.098576385921528953e+00 1.980797761638936283e+00
8.318060806080607161e-01 1.264359990413740920e-02 2.098591321050800929e+00 1.980796711136149746e+00
8.315061506150615012e-01 1.262393489221172449e-02 2.098606254714177055e+00 1.980795685985922816e+00
8.312062206220621752e-01 1.260427220479197474e-02 2.098621186912449588e+00 1.980794686209895517e+00
8.309062906290628492e-01 1.258461185593974518e-02 2.098636117646414334e+00 1.980793711829728299e+00
8.306063606360635232e-01 1.256495385974847057e-02 2.098651046916874208e+00 1.980792762867086498e+00
8.303064306430643082e-01 1.254529823034350455e-02 2.098665974724617911e+00 1.980791839343657212e+00
8.300065006500649822e-01 1.252564498188218911e-02 2.098680901070441251e+00 1.980790941281134643e+00
8.297065706570656562e-01 1.250599412855397941e-02 2.098695825955140037e+00 1.980790068701230311e+00
8.294066406640663303e-01 1.248634568458049932e-02 2.098710749379524287e+00 1.980789221625669949e+00
8.291067106710671153e-01 1.246669966421569409e-02 2.098725671344361388e+00 1.980788400076192168e+00
8.288067806780677893e-01 1.244705608174581646e-02 2.098740591850468462e+00 1.980787604074551123e+00
8.285068506850684633e-01 1.242741495148960706e-02 2.098755510898627108e+00 1.980786833642510292e+00
8.282069206920691373e-01 1.240777628779833608e-02 2.098770428489633133e+00 1.980786088801851363e+00
8.279069906990698113e-01 1.238814010505594199e-02 2.098785344624300109e+00 1.980785369574368904e+00
8.276070607060705964e-01 1.236850641767907322e-02 2.098800259303413185e+00 1.980784675981871246e+00
8.273071307130712704e-01 1.234887524011717141e-02 2.098815172527764616e+00 1.980784008046180045e+00
8.270072007200719444e-01 1.232924658685263797e-02 2.098830084298157317e+00 1.980783365789129391e+00
8.267072707270726184e-01 1.230962047240086177e-02 2.098844994615379989e+00 1.980782749232573803e+00
8.264073407340734034e-01 1.228999691131033023e-02 2.098859903480246203e+00 1.980782158398373571e+00
8.261074107410740774e-01 1.227037591816269868e-02 2.098874810893523346e+00 1.980781593308408528e+00
8.258074807480747515e-01 1.225075750757294302e-02 2.098889716856021437e+00 1.980781053984566498e+00
8.255075507550754255e-01 1.223114169418938746e-02 2.098904621368546941e+00 1.980780540448758842e+00
8.252076207620762105e-01 1.221152849269387108e-02 2.098919524431888561e+00 1.980780052722899143e+00
8.249076907690768845e-01 1.219191791780174783e-02 2.098934426046827895e+00 1.980779590828923631e+00
8.246077607760775585e-01 1.217230998426206690e-02 2.098949326214182065e+00 1.980779154788780971e+00
8.243078307830782325e-01 1.215270470685762827e-02 2.098964224934732670e+00 1.980778744624432708e+00
8.240079007900790176e-01 1.213310210040509374e-02 2.098979122209300385e+00 1.980778360357852819e+00
8.237079707970796916e-01 1.211350217975505628e-02 2.098994018038649045e+00 1.980778002011027716e+00
8.234080408040803656e-01 1.209390495979216495e-02 2.099008912423602879e+00 1.980777669605965574e+00
8.231081108110810396e-01 1.207431045543522208e-02 2.099023805364939932e+00 1.980777363164683891e+00
8.228081808180817136e-01 1.205471868163725258e-02 2.099038696863470221e+00 1.980777082709208603e+00
8.225082508250824986e-01 1.203512965338565666e-02 2.099053586919986003e+00 1.980776828261592293e+00
8.222083208320831726e-01 1.201554338570220981e-02 2.099068475535265321e+00 1.980776599843891539e+00
8.219083908390838467e-01 1.199595989364328485e-02 2.099083362710143064e+00 1.980776397478178019e+00
8.216084608460845207e-01 1.197637919229985193e-02 2.099098248445397275e+00 1.980776221186538510e+00
8.213085308530853057e-01 1.195680129679763115e-02 2.099113132741813104e+00 1.980776070991078885e+00
8.210086008600859797e-01 1.193722622229716201e-02 2.099128015600193464e+00 1.980775946913911678e+00
8.207086708670866537e-01 1.191765398399392828e-02 2.099142897021351928e+00 1.980775848977168074e+00
8.204087408740873277e-01 1.189808459711844124e-02 2.099157777006055881e+00 1.980775777202991694e+00
8.201088108810881128e-01 1.187851807693636463e-02 2.099172655555154421e+00 1.980775731613539925e+00
8.198088808880887868e-01 1.185895443874858401e-02 2.099187532669382961e+00 1.980775712230983032e+00
8.195089508950894608e-01 1.183939369789131779e-02 2.099202408349562177e+00 1.980775719077510377e+00
8.192090209020901348e-01 1.181983586973622824e-02 2.099217282596509193e+00 1.980775752175319759e+00
8.189090909090909198e-01 1.180028096969054641e-02 2.099232155411005607e+00 1.980775811546626297e+00
8.186091609160915938e-01 1.178072901319711374e-02 2.099247026793864990e+00 1.980775897213657100e+00
8.183092309230922679e-01 1.176118001573453475e-02 2.099261896745851175e+00 1.980776009198655263e+00
8.180093009300929419e-01 1.174163399281727416e-02 2.099276765267781286e+00 1.980776147523880315e+00
8.177093709370936159e-01 1.172209095999574013e-02 2.099291632360465343e+00 1.980776312211597556e+00
8.174094409440944009e-01 1.170255093285643699e-02 2.099306498024674283e+00 1.980776503284097156e+00
8.171095109510950749e-01 1.168301392702199293e-02 2.099321362261235890e+00 1.980776720763675502e+00
8.168095809580957489e-01 1.166347995815132654e-02 2.099336225070917550e+00 1.980776964672646301e+00
8.165096509650964229e-01 1.164394904193975788e-02 2.099351086454532833e+00 1.980777235033335248e+00
8.162097209720972080e-01 1.162442119411906394e-02 2.099365946412898865e+00 1.980777531868087138e+00
8.159097909790978820e-01 1.160489643045763131e-02 2.099380804946772372e+00 1.980777855199255644e+00
8.156098609860985560e-01 1.158537476676053946e-02 2.099395662056988243e+00 1.980778205049209983e+00
8.153099309930992300e-01 1.156585621886967175e-02 2.099410517744320970e+00 1.980778581440335806e+00
8.150100010001000150e-01 1.154634080266385421e-02 2.099425372009584123e+00 1.980778984395033859e+00
8.147100710071006890e-01 1.152682853405891106e-02 2.099440224853555748e+00 1.980779413935710220e+00
8.144101410141013631e-01 1.150731942900780347e-02 2.099455076277056520e+00 1.980779870084795835e+00
8.141102110211020371e-01 1.148781350350075448e-02 2.099469926280871590e+00 1.980780352864734084e+00
8.138102810281028221e-01 1.146831077356533224e-02 2.099484774865818082e+00 1.980780862297975453e+00
8.135103510351034961e-01 1.144881125526654719e-02 2.099499622032681145e+00 1.980781398406991745e+00
8.132104210421041701e-01 1.142931496470703245e-02 2.099514467782249483e+00 1.980781961214267195e+00
8.129104910491048441e-01 1.140982191802707157e-02 2.099529312115326007e+00 1.980782550742297587e+00
8.126105610561055181e-01 1.139033213140476508e-02 2.099544155032731396e+00 1.980783167013598245e+00
8.123106310631063032e-01 1.137084562105612762e-02 2.099558996535225930e+00 1.980783810050695148e+00
8.120107010701069772e-01 1.135136240323518508e-02 2.099573836623655154e+00 1.980784479876126269e+00
8.117107710771076512e-01 1.133188249423411342e-02 2.099588675298779350e+00 1.980785176512448675e+00
8.114108410841083252e-01 1.131240591038333576e-02 2.099603512561404983e+00 1.980785899982233644e+00
8.111109110911091102e-01 1.129293266805166118e-02 2.099618348412342073e+00 1.980786650308063557e+00
8.108109810981097842e-01 1.127346278364634025e-02 2.099633182852393531e+00 1.980787427512535004e+00
8.105110511051104583e-01 1.125399627361324539e-02 2.099648015882326746e+00 1.980788231618261896e+00
8.102111211121111323e-01 1.123453315443698197e-02 2.099662847502987262e+00 1.980789062647871912e+00
8.099111911191119173e-01 1.121507344264095762e-02 2.099677677715135360e+00 1.980789920624002498e+00
8.096112611261125913e-01 1.119561715478752106e-02 2.099692506519595270e+00 1.980790805569314195e+00
8.093113311331132653e-01 1.117616430747810086e-02 2.099707333917177010e+00 1.980791717506472871e+00
8.090114011401139393e-01 1.115671491735330256e-02 2.099722159908626651e+00 1.980792656458163492e+00
8.087114711471147244e-01 1.113726900109304752e-02 2.099736984494786185e+00 1.980793622447087010e+00
8.084115411541153984e-01 1.111782657541664221e-02 2.099751807676437210e+00 1.980794615495952815e+00
8.081116111611160724e-01 1.109838765708295871e-02 2.099766629454407507e+00 1.980795635627491169e+00
8.078116811681167464e-01 1.107895226289051793e-02 2.099781449829482227e+00 1.980796682864440772e+00
8.075117511751174204e-01 1.105952040967762839e-02 2.099796268802421650e+00 1.980797757229561196e+00
8.072118211821182054e-01 1.104009211432248339e-02 2.099811086374081981e+00 1.980798858745618229e+00
8.069118911891188795e-01 1.102066739374329973e-02 2.099825902545237710e+00 1.980799987435403420e+00
8.066119611961195535e-01 1.100124626489845658e-02 2.099840717316684646e+00 1.980801143321710089e+00
8.063120312031202275e-01 1.098182874478657867e-02 2.099855530689225702e+00 1.980802326427354654e+00
8.060121012101210125e-01 1.096241485044668895e-02 2.099870342663674450e+00 1.980803536775165519e+00
8.057121712171216865e-01 1.094300459895831967e-02 2.099885153240823144e+00 1.980804774387983969e+00
8.054122412241223605e-01 1.092359800744163723e-02 2.099899962421453381e+00 1.980806039288670828e+00
8.051123112311230345e-01 1.090419509305758095e-02 2.099914770206382286e+00 1.980807331500091806e+00
8.048123812381238196e-01 1.088479587300796025e-02 2.099929576596416325e+00 1.980808651045139701e+00
8.045124512451244936e-01 1.086540036453560731e-02 2.099944381592344200e+00 1.980809997946706424e+00
8.042125212521251676e-01 1.084600858492448805e-02 2.099959185194968825e+00 1.980811372227714084e+00
8.039125912591258416e-01 1.082662055149985481e-02 2.099973987405096665e+00 1.980812773911092783e+00
8.036126612661266266e-01 1.080723628162832961e-02 2.099988788223519975e+00 1.980814203019781061e+00
8.033127312731273006e-01 1.078785579271805684e-02 2.100003587651045223e+00 1.980815659576743215e+00
8.030128012801279747e-01 1.076847910221882809e-02 2.100018385688450451e+00 1.980817143604947095e+00
8.027128712871286487e-01 1.074910622762224877e-02 2.100033182336574100e+00 1.980818655127382311e+00
8.024129412941293227e-01 1.072973718646179353e-02 2.100047977596183557e+00 1.980820194167054016e+00
8.021130113011301077e-01 1.071037199631300063e-02 2.100062771468106604e+00 1.980821760746974025e+00
8.018130813081307817e-01 1.069101067479354128e-02 2.100077563953121285e+00 1.980823354890177246e+00
8.015131513151314557e-01 1.067165323956344170e-02 2.100092355052037618e+00 1.980824976619706135e+00
8.012132213221321297e-01 1.065229970832512474e-02 2.100107144765651412e+00 1.980826625958625353e+00
8.009132913291329148e-01 1.063295009882361808e-02 2.100121933094772686e+00 1.980828302930006668e+00
8.006133613361335888e-01 1.061360442884659583e-02 2.100136720040207905e+00 1.980830007556940053e+00
8.003134313431342628e-01 1.059426271622460058e-02 2.100151505602720903e+00 1.980831739862531027e+00
8.000135013501349368e-01 1.057492497883112670e-02 2.100166289783174989e+00 1.980833499869896208e+00
7.997135713571357218e-01 1.055559123458280069e-02 2.100181072582291364e+00 1.980835287602169537e+00
7.994136413641363959e-01 1.053626150143945062e-02 2.100195854000940443e+00 1.980837103082500938e+00
7.991137113711370699e-01 1.051693579740431428e-02 2.100210634039900270e+00 1.980838946334050554e+00
7.988137813781377439e-01 1.049761414052410857e-02 2.100225412699948890e+00 1.980840817379996288e+00
7.985138513851384179e-01 1.047829654888923767e-02 2.100240189981924743e+00 1.980842716243531587e+00
7.982139213921392029e-01 1.045898304063386242e-02 2.100254965886598768e+00 1.980844642947858780e+00
7.979139913991398769e-01 1.043967363393608072e-02 2.100269740414802300e+00 1.980846597516202401e+00
7.976140614061405509e-01 1.042036834701806636e-02 2.100284513567299172e+00 1.980848579971799417e+00
7.973141314131412249e-01 1.040106719814619385e-02 2.100299285344931377e+00 1.980850590337895234e+00
7.970142014201420100e-01 1.038177020563117725e-02 2.100314055748452091e+00 1.980852628637761459e+00
7.967142714271426840e-01 1.036247738782822281e-02 2.100328824778703307e+00 1.980854694894672363e+00
7.964143414341433580e-01 1.034318876313716773e-02 2.100343592436473728e+00 1.980856789131924423e+00
7.961144114411440320e-01 1.032390435000263285e-02 2.100358358722569818e+00 1.980858911372827880e+00
7.958144814481448170e-01 1.030462416691414751e-02 2.100373123637783834e+00 1.980861061640707188e+00
7.955145514551454911e-01 1.028534823240630225e-02 2.100387887182900926e+00 1.980863239958897903e+00
7.952146214621461651e-01 1.026607656505888755e-02 2.100402649358780849e+00 1.980865446350756898e+00
7.949146914691468391e-01 1.024680918349704650e-02 2.100417410166155463e+00 1.980867680839647260e+00
7.946147614761476241e-01 1.022754610639144135e-02 2.100432169605856103e+00 1.980869943448956949e+00
7.943148314831482981e-01 1.020828735245833674e-02 2.100446927678699893e+00 1.980872234202080584e+00
7.940149014901489721e-01 1.018903294045980790e-02 2.100461684385471983e+00 1.980874553122432769e+00
7.937149714971496461e-01 1.016978288920387941e-02 2.100476439726985944e+00 1.980876900233439208e+00
7.934150415041503202e-01 1.015053721754466398e-02 2.100491193704026927e+00 1.980879275558542041e+00
7.931151115111511052e-01 1.013129594438248737e-02 2.100505946317408501e+00 1.980881679121198502e+00
7.928151815181517792e-01 1.011205908866408265e-02 2.100520697567922923e+00 1.980884110944880039e+00
7.925152515251524532e-01 1.009282666938271511e-02 2.100535447456380211e+00 1.980886571053069645e+00
7.922153215321531272e-01 1.007359870557833492e-02 2.100550195983586832e+00 1.980889059469272961e+00
7.919153915391539122e-01 1.005437521633774367e-02 2.100564943150338593e+00 1.980891576217003625e+00
7.916154615461545863e-01 1.003515622079471925e-02 2.100579688957409985e+00 1.980894121319793921e+00
7.913155315531552603e-01 1.001594173813021016e-02 2.100594433405660766e+00 1.980896694801184132e+00
7.910156015601559343e-01 9.996731787572460393e-03 2.100609176495854769e+00 1.980899296684743405e+00
7.907156715671567193e-01 9.977526388397175983e-03 2.100623918228802012e+00 1.980901926994039997e+00
7.904157415741573933e-01 9.958325559927649895e-03 2.100638658605301856e+00 1.980904585752666147e+00
7.901158115811580673e-01 9.939129321534970196e-03 2.100653397626157215e+00 1.980907272984226974e+00
7.898158815881587413e-01 9.919937692638158833e-03 2.100668135292174554e+00 1.980909988712340919e+00
7.895159515951595264e-01 9.900750692704310407e-03 2.100682871604163893e+00 1.980912732960643741e+00
7.892160216021602004e-01 9.881568341248744836e-03 2.100697606562906827e+00 1.980915505752784966e+00
7.889160916091608744e-01 9.862390657835229391e-03 2.100712340169224035e+00 1.980918307112430554e+00
7.886161616161615484e-01 9.843217662076075847e-03 2.100727072423893560e+00 1.980921137063258008e+00
7.883162316231622224e-01 9.824049373632307014e-03 2.100741803327768054e+00 1.980923995628959933e+00
7.880163016301630075e-01 9.804885812213864904e-03 2.100756532881607797e+00 1.980926882833250247e+00
7.877163716371636815e-01 9.785726997579693998e-03 2.100771261086219255e+00 1.980929798699848643e+00
7.874164416441643555e-01 9.766572949538004922e-03 2.100785987942423105e+00 1.980932743252495243e+00
7.871165116511650295e-01 9.747423687946357718e-03 2.100800713450979629e+00 1.980935716514944378e+00
7.868165816581658145e-01 9.728279232711870006e-03 2.100815437612755687e+00 1.980938718510966368e+00
7.865166516651664885e-01 9.709139603791341888e-03 2.100830160428511562e+00 1.980941749264342633e+00
7.862167216721671625e-01 9.690004821191464113e-03 2.100844881899043060e+00 1.980944808798875911e+00
7.859167916791678365e-01 9.670874904968984609e-03 2.100859602025209938e+00 1.980947897138375158e+00
7.856168616861686216e-01 9.651749875230861142e-03 2.100874320807726292e+00 1.980951014306669755e+00
7.853169316931692956e-01 9.632629752134400092e-03 2.100889038247487406e+00 1.980954160327607738e+00
7.850170017001699696e-01 9.613514555887492374e-03 2.100903754345221586e+00 1.980957335225043803e+00
7.847170717071706436e-01 9.594404306748738342e-03 2.100918469101777930e+00 1.980960539022853517e+00
7.844171417141714286e-01 9.575299025027642075e-03 2.100933182517952247e+00 1.980963771744926216e+00
7.841172117211721027e-01 9.556198731084750153e-03 2.100947894594504817e+00 1.980967033415161893e+00
7.838172817281727767e-01 9.537103445331859830e-03 2.100962605332302502e+00 1.980970324057484522e+00
7.835173517351734507e-01 9.518013188232171684e-03 2.100977314732119794e+00 1.980973643695826070e+00
7.832174217421741247e-01 9.498927980300497786e-03 2.100992022794759606e+00 1.980976992354135380e+00
7.829174917491749097e-01 9.479847842103400479e-03 2.101006729521017746e+00 1.980980370056373285e+00
7.826175617561755837e-01 9.460772794259372787e-03 2.101021434911718444e+00 1.980983776826526377e+00
7.823176317631762577e-01 9.441702857439032703e-03 2.101036138967646849e+00 1.980987212688579024e+00
7.820177017701769318e-01 9.422638052365289729e-03 2.101050841689612980e+00 1.980990677666548461e+00
7.817177717771777168e-01 9.403578399813553035e-03 2.101065543078423303e+00 1.980994171784456803e+00
7.814178417841783908e-01 9.384523920611842485e-03 2.101080243134862968e+00 1.980997695066342157e+00
7.811179117911790648e-01 9.365474635641066192e-03 2.101094941859770415e+00 1.981001247536259058e+00
7.808179817981797388e-01 9.346430565835117665e-03 2.101109639253902373e+00 1.981004829218277585e+00
7.805180518051805238e-01 9.327391732181097850e-03 2.101124335318100833e+00 1.981008440136483806e+00
7.802181218121811979e-01 9.308358155719495541e-03 2.101139030053168710e+00 1.981012080314974444e+00
7.799181918191818719e-01 9.289329857544381674e-03 2.101153723459891154e+00 1.981015749777866208e+00
7.796182618261825459e-01 9.270306858803575856e-03 2.101168415539074630e+00 1.981019448549290463e+00
7.793183318331833309e-01 9.251289180698840653e-03 2.101183106291525604e+00 1.981023176653390561e+00
7.790184018401840049e-01 9.232276844486048129e-03 2.101197795718064754e+00 1.981026934114327620e+00
7.787184718471846789e-01 9.213269871475429640e-03 2.101212483819470123e+00 1.981030720956278746e+00
7.784185418541853529e-01 9.194268283031686861e-03 2.101227170596565941e+00 1.981034537203433477e+00
7.781186118611860270e-01 9.175272100574255463e-03 2.101241856050126700e+00 1.981038382879995119e+00
7.778186818681868120e-01 9.156281345577443886e-03 2.101256540181005050e+00 1.981042258010189627e+00
7.775187518751874860e-01 9.137296039570641515e-03 2.101271222989957721e+00 1.981046162618249618e+00
7.772188218821881600e-01 9.118316204138512959e-03 2.101285904477808941e+00 1.981050096728428134e+00
7.769188918891888340e-01 9.099341860921206226e-03 2.101300584645375835e+00 1.981054060364993319e+00
7.766189618961896191e-01 9.080373031614533130e-03 2.101315263493422236e+00 1.981058053552226195e+00
7.763190319031902931e-01 9.061409737970149703e-03 2.101329941022797243e+00 1.981062076314420661e+00
7.760191019101909671e-01 9.042452001795792116e-03 2.101344617234282453e+00 1.981066128675894156e+00
7.757191719171916411e-01 9.023499844955443216e-03 2.101359292128687883e+00 1.981070210660972108e+00
7.754192419241924261e-01 9.004553289369568447e-03 2.101373965706827107e+00 1.981074322293999046e+00
7.751193119311931001e-01 8.985612357015254625e-03 2.101388637969463957e+00 1.981078463599331485e+00
7.748193819381937741e-01 8.966677069926459742e-03 2.101403308917433321e+00 1.981082634601341930e+00
7.745194519451944482e-01 8.947747450194221130e-03 2.101417978551566534e+00 1.981086835324421536e+00
7.742195219521952332e-01 8.928823519966835875e-03 2.101432646872616772e+00 1.981091065792973449e+00
7.739195919591959072e-01 8.909905301450055104e-03 2.101447313881415369e+00 1.981095326031418136e+00
7.736196619661965812e-01 8.890992816907319907e-03 2.101461979578772343e+00 1.981099616064188051e+00
7.733197319731972552e-01 8.872086088659955627e-03 2.101476643965465740e+00 1.981103935915734304e+00
7.730198019801979292e-01 8.853185139087380029e-03 2.101491307042326895e+00 1.981108285610523989e+00
7.727198719871987143e-01 8.834289990627311462e-03 2.101505968810158720e+00 1.981112665173036635e+00
7.724199419941993883e-01 8.815400665775949274e-03 2.101520629269742813e+00 1.981117074627767316e+00
7.721200120012000623e-01 8.796517187088237488e-03 2.101535288421892744e+00 1.981121513999227535e+00
